id,title,authors,venue,year
478,"hierarchical subspace sampling : a unified framework for high dimensional data reduction , selectivity estimation and nearest neighbor search",c aggarwal,sigmod conference,2002.0
479,first-class views : a key to user-centered computing,"a rosenthal , e sciore",sigmod record,1999.0
480,"dwarf : shrinking the petacube y sismanis , a deligiannakis , n roussopoulos , y kotidis sigmod conference",,,2002.0
481,"distributed transactions in practice p ram , l do , p drew sigmod record",,,1999.0
482,compressing sql workloads sigmod conference,"s chaudhuri , a gupta , v narasayya",,2002.0
483,"a distributed scientific data archive using the web , xml and sql/med m papiani , j wason , a dunlop , d nicole sigmod record",,,1999.0
484,coordinating backup/recovery and data consistency between database and file systems sigmod conference,"s bhattacharya , c mohan , k brannon , i narang , h hsiao , m subramanian",,2002.0
485,report on ngits ' 99 : the 4th international workshop on next generation information technologies and systems 1999,,,
486,general match : a subsequence matching method in time-series databases based on generalized windows sigmod conference,"y moon , k whang , w han",,2002.0
487,"clustering by pattern similarity in large data sets h wang , w wang , j yang , p yu 2002",,sigmod conference,
488,"timer-driven database triggers and alerters : semantics and a challenge e hanson , l noronha",,sigmod record,1999.0
489,"some remarks on variable independence , closure , and orthographic dimension in constraint databases l libkin",,sigmod record,1999.0
490,"a monte carlo algorithm for fast projective clustering c procopiuc , m jones , p agarwal , t murali sigmod conference",,,2002.0
491,dynamic multidimensional histograms,"n thaper , s guha , p indyk , n koudas",sigmod conference,2002.0
492,database principles column - introduction,l libkin,sigmod record,1999.0
493,"exploiting statistics on query expressions for optimization n bruno , s chaudhuri sigmod conference",,,2002.0
494,on views and xml s abiteboul sigmod record,,,1999.0
495,efficient algorithms for minimizing tree pattern queries,p ramanan,sigmod conference,2002.0
496,reminiscences on influential papers,,,1999.0
497,"efficient k-nn search on vertically decomposed data a vries , n mamoulis , n nes , m kersten sigmod conference 2002",,,
498,"practical lessons in supporting large-scale computational science r musick , t critchlow 1999",,sigmod record,
499,"continually evaluating similarity-based pattern queries on a streaming time series l gao , x wang sigmod conference",,,2002.0
500,"sqlj-part 1 : sql routines using the java programming language a eisenberg , j melton sigmod record",,,1999.0
501,proxy-based acceleration of dynamically generated content on the world wide web : an approach and implementation 2002,"a datta , k dutta , h thomas , d vandermeer , s suresha , k ramamritham",sigmod conference,
502,"integrating dynamically-fetched external information into a dbms for semistructured data j mchugh , j widom",,sigmod record,1997.0
503,"semistructured und structured data in the web : going back and forth p atzeni , g mecca , p merialdo sigmod record 1997",,,
504,"processing complex aggregate queries over data streams a dobra , m garofalakis , j gehrke , r rastogi",,sigmod conference,2002.0
505,"fractal prefetching bбtrees : optimizing both cache and disk performance s chen , p gibbons , t mowry , g valentin",,sigmod conference,2002.0
506,intelligent access to heterogeneous information sources : report on the 4th workshop on knowledge representation meets databases,,,1997.0
507,implementing database operations using simd instructions sigmod conference,"j zhou , k ross",,2002.0
508,"infering structure in semistructured data s nestorov , s abiteboul , r motwani sigmod record 1997",,,
509,chair 's message,,,1997.0
510,"statix : making xml count j freire , j haritsa , m ramanath , p roy , j simщon sigmod conference 2002",,,
511,"extracting entity profiles from semistructured information spaces r nado , s huffman 1997",,sigmod record,
512,skew handling techniques in sort-merge join sigmod conference 2002,"w li , d gao , r snodgrass",,
513,wrapper generation for semi-structured internet sources sigmod record,"n ashish , c knoblock",,1997.0
514,real-time index concurrency control sigmod record 1996,"j haritsa , s seshadri",,
515,storing and querying ordered xml using a relational database system sigmod conference,"i tatarinov , s viglas , k beyer , j shanmugasundaram , e shekita , c zhang",,2002.0
516,qursed : querying and reporting semistructured data sigmod conference,"y papakonstantinou , m petropoulos , v vassalos",,2002.0
517,foreword : management of semistructured data,,,1997.0
518,information systems research at george mason university sigmod record 1997,"s jajodia , d barbarс , a brodsky , l kerschberg , a motro , e sibley , x wang",,
519,"mining database structure ; or , how to build a data quality browser t dasu , t johnson , s muthukrishnan , v shkapenyuk",,sigmod conference,2002.0
520,"the five-minute rule ten years later , and other computer storage rules of thumb j gray , g graefe",,sigmod record,1997.0
521,workflow management with service quality guarantees 2002,"m gillmann , g weikum , w wonner",sigmod conference,
522,"approximate xml joins s guha , h jagadish , n koudas , d srivastava , t yu",,sigmod conference,2002.0
523,editor 's notes m franklin sigmod record 1997,,,
524,"the database and information system research group at the university of ulm p dadam , w klas sigmod record",,,1997.0
525,partial results for online query processing 2002,"v raman , j hellerstein",sigmod conference,
526,"time-parameterized queries in spatio-temporal databases y tao , d papadias sigmod conference",,,2002.0
527,research issues in federated database systems : report of efdbs '97 workshop 1997,,,
528,holistic twig joins : optimal xml pattern matching,"n bruno , n koudas , d srivastava",sigmod conference,2002.0
529,workshop on workflow management in scientific and engineering applications - report 1997,,,
530,"statistical synopses for graph-structured xml databases n polyzotis , m garofalakis",,sigmod conference,2002.0
531,industry perspectives 1997,l seligman,sigmod record,
532,virtual database technology,"a gupta , v harinarayan , a rajaraman",sigmod record,1997.0
533,minimal probing : supporting expensive predicates for top-k queries 2002,"k chang , s hwang",sigmod conference,
534,chair 's message 1997,,,
535,"mining long sequential patterns in a noisy environment j yang , w wang , p yu , j han 2002",,sigmod conference,
536,"quasi-cubes : exploiting approximations in multidimensional databases d barbarс , m sullivan sigmod record 1997",,,
537,"selectivity estimation for spatio-temporal queries to moving objects y choi , c chung sigmod conference 2002",,,
538,"ogdi : toward interoperability among geospatial databases g clement , c larouche , d gouin , p morin , h kucera sigmod record",,,1997.0
539,wavelet synopses with error guarantees 2002,"m garofalakis , p gibbons",sigmod conference,
540,garlic : a new flavor of federated query processing for db2 sigmod conference 2002,"v josifovski , p schwarz , l haas , e lin",,
541,report on dart ' 96 : databases : active and real-time ( concepts meet practice ) 1997,,,
542,quadtree and r-tree indexes in oracle spatial : a comparison using gis data,"k kanth , s ravada , d abugov",sigmod conference,2002.0
543,"a query language for a web-site management system m fernandez , d florescu , a levy , d suciu sigmod record 1997",,,
544,an extended entity-relationship model for geographic applications sigmod record 1997,"t hadzilacos , n tryfona",,
545,the sdss skyserver : public access to the sloan digital sky server data 2002,"a szalay , j gray , a thakar , p kunszt , t malik , j raddick , c stoughton , j vandenberg",sigmod conference,
546,"tpc-ds , taking decision support benchmarking to the next level m pіss , b smith , l kollсr , p larson 2002",,sigmod conference,
547,"asserting beliefs in mls relational models n jukic , s vrbsky sigmod record 1997",,,
548,"database systems - breaking out of the box a silberschatz , s zdonik 1997",,sigmod record,
549,mid-tier caching : the timesten approach t team sigmod conference,,,2002.0
550,web caching for database applications with oracle web cache 2002,"j anton , l jacobs , x liu , j parker , z zeng , t zhong",sigmod conference,
551,converting relational to object-oriented databases sigmod record 1997,j fong,,
552,extraction of object-oriented structures from existing relational databases,"s ramanathan , j hodges",sigmod record,1997.0
553,"middle-tier database caching for e-business q luo , s krishnamurthy , c mohan , h pirahesh , h woo , b lindsay , j naughton",,sigmod conference,2002.0
554,learning table access cardinalities with leo 2002,"v markl , g lohman",sigmod conference,
555,an overview of data warehousing and olap technology sigmod record,"s chaudhuri , u dayal",,1997.0
556,rainbow : mapping-driven xquery processing system 2002,"x zhang , m mulchandani , s christ , b murphy , e rundensteiner",sigmod conference,
557,editor 's notes,,,1997.0
558,"the xxl search engine : ranked retrieval of xml data using indexes and ontologies a theobald , g weikum",,sigmod conference,2002.0
559,lore : a database management system for semistructured data,"j mchugh , s abiteboul , r goldman , d quass , j widom",sigmod record,1997.0
560,"research in databases and data-intensive applications - computer science department and fzi , university of karlsruhe sigmod record","b kіnig-ries , p lockemann",,1997.0
561,toxgene : a template-based data generator for xml 2002,"d barbosa , a mendelzon , j keenleyside , k lyons",sigmod conference,
562,"visual coko : a debugger for query optimizer development d abadi , m cherniack sigmod conference",,,2002.0
563,"data management for earth system science j frew , j dozier",,sigmod record,1997.0
564,"xcache : a semantic caching system for xml queries l chen , e rundensteiner , s wang sigmod conference",,,2002.0
565,"\ a consumer viewpoint on \ '' \ `` mediator languages - a proposal for a standard \ '' \ '' \ '' '' a rosenthal , e hughes , s renner , l seligman sigmod record 1997",,,
566,"xmdvtool : visual interactive data exploration and trend discovery of high-dimensional data sets e rundensteiner , m ward , j yang , p doshi",,sigmod conference,2002.0
567,webdb ' 98 : international workshop on the web and databases,,,1998.0
568,"xbase : making your gigabyte disk queriable h lu , g wang , g yu , y bao , j lv , y yu",,sigmod conference,2002.0
569,chair 's message 1998,,,
570,"database research at columbia university s chang , l gravano , g kaiser , k ross , s stolfo 1998",,sigmod record,
571,xl : a platform for web services,"d florescu , a grќnhagen , d kossmann , s rost",sigmod conference,2002.0
572,"roadrunner : automatic data extraction from data-intensive web sites v crescenzi , g mecca , p merialdo 2002",,sigmod conference,
573,database techniques for the world-wide web : a survey 1998,"d florescu , a levy , a mendelzon",sigmod record,
574,"a case for intelligent disks ( idisks ) k keeton , d patterson , j hellerstein sigmod record 1998",,,
575,software as a service : asp and asp aggregation,,,2002.0
576,tutorial : application servers and associated technologies 2002,,,
577,b-tree page size when caching is considered,d lomet,sigmod record,1998.0
578,"algebraic change propagation for semijoin and outerjoin queries t griffin , b kumar 1998",,sigmod record,
579,querying and mining data streams : you only get one look a tutorial,,,2002.0
580,"enhanced nearest neighbour search on the r-tree k cheung , a fu sigmod record 1998",,,
581,implementing xquery p cotton sigmod conference,,,2002.0
582,data bubbles : quality preserving performance boosting for hierarchical clustering sigmod conference 2001,"m breunig , h kriegel , p krіger , j sander",,
583,an extensible notation for spatiotemporal index queries 1998,"v tsotras , c jensen , r snodgrass",sigmod record,
584,applications of the java programming language to database management 1998,"b burton , v marek",sigmod record,
585,bit-sliced index arithmetic sigmod conference,"d rinfret , p o'neil , e o'neil",,2001.0
586,"a robust , optimization-based approach for approximate answering of aggregate queries sigmod conference","s chaudhuri , g das , v narasayya",,2001.0
587,editor 's notes m franklin sigmod record,,,1998.0
588,"adaptable query optimization and evaluation in temporal middleware g slivinskas , c jensen , r snodgrass sigmod conference 2001",,,
589,"the microsoft database research group d lomet , r barga , s chaudhuri , p larson , v narasayya",,sigmod record,1998.0
590,"standards in practice a eisenberg , j melton sigmod record",,,1998.0
591,"epsilon grid order : an algorithm for the similarity join on massive high-dimensional data c bіhm , b braunmќller , f krebs , h kriegel 2001",,sigmod conference,
592,"dyda : data warehouse maintenance in fully concurrent environments j chen , x zhang , s chen , a koeller , e rundensteiner",,sigmod conference,2001.0
593,the trigs active object-oriented database system - an overview sigmod record,"g kappel , w retschitzegger",,1998.0
594,experiences in mining aviation safety data 2001,"z nazeri , e bloedorn , p ostwald",sigmod conference,
595,reminiscences on influential papers,,,1998.0
596,krdb ' 98 : the 5th international workshop on knowledge representation meets databases 1998,,,
597,global optimization of histograms 2001,"h jagadish , h jin , b ooi , k tan",sigmod conference,
598,unbundling active functionality 1998,"s gatziu , a koschel , g bќltzingsloewen , h fritschi",sigmod record,
599,"dynamic buffer allocation in video-on-demand systems s lee , k whang , y moon , i song sigmod conference",,,2001.0
600,dna-miner : a system prototype for mining dna sequences sigmod conference 2001,"j han , h jamil , y lu , l chen , y liao , j pei",,
601,"mining fuzzy association rules in databases c kuok , a fu , m wong sigmod record",,,1998.0
602,"dynamic content acceleration : a caching solution to enable scalable dynamic web page generation a datta , k dutta , k ramamritham , h thomas , d vandermeer sigmod conference",,,2001.0
603,predator : a resource for database research p seshadri sigmod record,,,1998.0
604,materialized views and data warehouses,n roussopoulos,sigmod record,1998.0
605,clio : a semi-automatic tool for schema mapping 2001,"m hernсndez , r miller , l haas",sigmod conference,
606,workshop report on experiences using object data management in the real-world 1998,,,
607,"efficient evaluation of xml middle-ware queries m fernandez , a morishima , d suciu 2001",,sigmod conference,
608,enabling dynamic content caching for database-driven web sites 2001,"k candan , w li , q luo , w hsiung , d agrawal",sigmod conference,
609,report on the second ieee metadata conference ( metadata ' 97 ),,,1998.0
610,"cosima - your smart , speaking e-salesperson w kieпling , s holland , s 0003 , t ehm sigmod conference",,,2001.0
611,chair 's message,,,1998.0
612,information director 's message,,,1998.0
613,"data-driven understanding and refinement of schema mappings l yan , r miller , l haas , r fagin 2001",,sigmod conference,
614,towards on-line analytical mining in large databases,j han,sigmod record,1998.0
615,"efficient computation of iceberg cubes with complex measures j han , j pei , g dong , k wang sigmod conference",,,2001.0
616,catalog management in websphere commerce suite t maguire 2001,,sigmod conference,
617,editor 's notes m franklin,,sigmod record,1997.0
618,where will object techonology drive data administration ?,a rosenthal,sigmod record,1998.0
619,automatic segmentation of text into structured records 2001,"v borkar , k deshmukh , s sarawagi",sigmod conference,
620,communication efficient distributed mining of association rules sigmod conference 2001,"a schuster , r wolff",,
621,repositories and object oriented databases sigmod record 1998,p bernstein,,
622,"workflow history management p koksal , s arpinar , a dogac sigmod record",,,1998.0
623,"adaptive precision setting for cached approximate values c olston , b loo , j widom 2001",,sigmod conference,
624,towards a richer web object model sigmod record,f manola,,1998.0
625,fast-start : quick fault recovery in oracle sigmod conference,"t lahiri , a ganesh , r weiss , a joshi",,2001.0
626,reminiscences on influential papers 1998,,,
627,"exploiting constraint-like data characterizations in query optimization p godfrey , j gryz , c zuzarte sigmod conference 2001",,,
628,"filtering algorithms and implementation for very fast publish/subscribe f fabret , h jacobsen , f llirbat , j pereira , k ross , d shasha sigmod conference 2001",,,
629,"t2 : a customizable parallel database for multi-dimensional data c chang , a acharya , a sussman , j saltz 1998",,sigmod record,
630,"ominisearch : a method for searching dynamic content on the web d buttler , l liu , c pu , h paques 2001",,sigmod conference,
631,act-net - the active database management system manifesto : a rulebase of adbms features sigmod record,,,1996.0
632,"control strategies for complex relational query processing in shared nothing systems l brunie , h kosch sigmod record 1996",,,
633,"generating efficient plans for queries using views f afrati , c li , j ullman",,sigmod conference,2001.0
634,mpeg-7 standard for multimedia databases,,,2001.0
635,"on the cost of monitoring and reorganization of object bases for clustering c gerlhof , a kemper , g moerkotte sigmod record 1996",,,
636,"modeling high-dimensional index structures using sampling c lang , a singh sigmod conference",,,2001.0
637,"much ado about shared-nothing m norman , t zurek , p thanisch 1996",,sigmod record,
638,report on first international workshop on real-time database systems 1996,,,
639,"data management : lasting impact of the wild , wild , web sigmod conference",r meseck,,2001.0
640,dissemination of dynamic data,"p deolasee , a katkar , a panchbudhe , k ramamritham , p shenoy",sigmod conference,2001.0
641,open issues in parallel query optimization sigmod record 1996,"w hasan , d florescu , p valduriez",,
642,content integration for e-business,"m stonebraker , j hellerstein",sigmod conference,2001.0
643,middle east technical university software research and development center,a dogac,sigmod record,1996.0
644,"fault-tolerant , load-balancing queries in telegraph m shah , s chandrasekaran",,sigmod conference,2001.0
645,"the bess object storage manager : architecture overview a biliris , e panagos 1996",,sigmod record,
646,"unisql 's next-generation object-relational database management system a d'andrea , p janus sigmod record",,,1996.0
647,online query processing 2001,,,
648,"olap , relational , and multidimensional database systems g colliat sigmod record 1996",,,
649,xml data management go native or spruce up relational systems ? ( panel abstract ) sigmod conference 2001,p larson,,
650,editor 's notes j widom sigmod record,,,1996.0
651,semantic b2b integration 2001,,,
652,scientist 's called upon to take actions x qian sigmod record 1996,,,
653,"optimizing queries using materialized views : a practical , scalable solution j goldstein , p larson sigmod conference",,,2001.0
654,exploiting main memory dbms features to improve real-time concurrency control protocols sigmod record 1996,"ж ulusoy , a buchmann",,
655,review : a real time virtual walkthrough system,"l shou , j chionh , k tan , y ruan , z huang",sigmod conference,2001.0
656,advances in real-time database systems research sigmod record,a bestavros,,1996.0
657,updating xml sigmod conference,"i tatarinov , z ives , a halevy , d weld",,2001.0
658,"materialized view selection and maintenance using multi-query optimization h mistry , p roy , s sudarshan , k ramamritham sigmod conference",,,2001.0
659,deeds towards a distributed and active real-time database system 1996,"s andler , j hansson , j eriksson , j mellin , m berndtsson , b eftring",sigmod record,
660,"enhancing external consistency in real-time transactions k lin , s peng sigmod record 1996",,,
661,"efficient and tunable similar set retrieval a gionis , d gunopulos , n koudas sigmod conference 2001",,,
662,snowball : a prototype system for extracting relations from large text collections 2001,"e agichtein , l gravano , j pavel , v sokolova , a voskoboynik",sigmod conference,
663,"database research : achievements and opportunities into the 21st century a silberschatz , m stonebraker , j ullman 1996",,sigmod record,
664,optimizing multidimensional index trees for main memory access 2001,"k kim , s cha , k kwon",sigmod conference,
665,"database research at the indian institute of technology , bombay sigmod record 1996","d phatak , n sarda , s seshadri , s sudarshan",,
666,"integrating temporal , real-time , and active databases k ramamritham , r sivasankaran , j stankovic , d towsley , m xiong sigmod record",,,1996.0
667,"gangam - a solution to support multiple data models , their mappings and maintenance k claypool , e rundensteiner , x zhang , h su , h kuno , w lee , g mitchell 2001",,sigmod conference,
668,"securing xml documents : the author-x project demonstration e bertino , s castano , e ferrari 2001",,sigmod conference,
669,"real-time database - similarity semantics and resource scheduling t kuo , a mok sigmod record 1996",,,
670,spartan : a model-based semantic compression system for massive data tables sigmod conference 2001,"s babu , m garofalakis , r rastogi",,
671,"improving timeliness in real-time secure database systems s son , r david , b thuraisingham sigmod record",,,1996.0
672,"retina : a real-time traffic navigation system k lam , e chan , t kuo , s ng , d hung",,sigmod conference,2001.0
673,overview of the stanford real-time information processor ( strip ) sigmod record,"b adelberg , b kao , h garcia-molina",,1996.0
674,"space-efficient online computation of quantile summaries m greenwald , s khanna sigmod conference 2001",,,
675,the nimble integration engine 2001,"d draper , a halevy , d weld",sigmod conference,
676,"temporal database bibliography update v tsotras , a kumar sigmod record 1996",,,
677,orthogonal optimization of subqueries and aggregation sigmod conference 2001,"c galindo-legaria , m joshi",,
678,workshop report : the first international workshop on active and real-time database systems ( artdb-95 ) 1996,,,
679,"independence is good : dependency-based histogram synopses for high-dimensional data a deshpande , m garofalakis , r rastogi",,sigmod conference,2001.0
680,integrating contents and structure in text retrieval 1996,"r baeza-yates , g navarro",sigmod record,
681,lifestreams : a storage model for personal data 1996,"e freeman , d gelernter",sigmod record,
682,"progressive approximate aggregate queries with a multi-resolution tree structure i lazaridis , s mehrotra",,sigmod conference,2001.0
683,object query standards sigmod record 1996,a wade,,
684,"stholes : a multidimensional workload-aware histogram n bruno , s chaudhuri , l gravano 2001",,sigmod conference,
685,"database research at arizona state university s urban , s dietrich , f golshani sigmod record 1996",,,
686,application servers : born-again tp monitors for the web ? ( panel abstract ),c mohan,sigmod conference,2001.0
687,illustra 's web datablade module j gaffney sigmod record,,,1996.0
688,proxy-server architectures for olap sigmod conference 2001,"p kalnis , d papadias",,
689,"efficient and effective metasearch for text databases incorporating linkages among documents c yu , w meng , w wu , k liu 2001",,sigmod conference,
690,"shutdown , budget , and funding x qian sigmod record 1996",,,
691,"query optimization in compressed database systems z chen , j gehrke , f korn",,sigmod conference,2001.0
692,www-udk : a web-based environmental meta-information system,"r kramer , r nikolai , a koschel , c rolker , p lockemann , a keitel , r legat , k zirm",sigmod record,1997.0
693,"main-memory index structures with fixed-size partial keys p bohannon , p mcilroy , r rastogi sigmod conference 2001",,,
694,improving access to environmental data using context information,"a tomasic , e simon",sigmod record,1997.0
695,"the network is the database : data management for highly distributed systems j navas , m wynblatt sigmod conference",,,2001.0
696,integrating modelling systems for environmental management information systems,"d abel , k taylor , d kuo",sigmod record,1997.0
697,"outlier detection for high dimensional data c aggarwal , p yu 2001",,sigmod conference,
698,"storhouse metanoia - new applications for database , storage & data warehousing f cariёo , p kostamaa , a kaufmann , j burgess",,sigmod conference,2001.0
699,environment information systems - guest editor 's foreword 1997,,,
700,min-max compression methods for medical image databases sigmod record 1997,"k karadimitriou , j tyler",,
701,"on supporting containment queries in relational database management systems c zhang , j naughton , d dewitt , q luo , g lohman sigmod conference",,,2001.0
702,"improving index performance through prefetching s chen , p gibbons , t mowry sigmod conference",,,2001.0
703,"mediator languages - a proposal for a standard p buneman , l raschid , j ullman sigmod record",,,1997.0
704,materialized view and index selection tool for microsoft sql server 2000 sigmod conference 2001,"s agrawal , s chaudhuri , v narasayya",,
705,open gis and on-line environmental libraries sigmod record,k gardels,,1997.0
706,"management of data and services in the environmental information system ( uis ) of baden-wќrttemberg w riekert , r mayer-fіll , g wiest",,sigmod record,1997.0
707,\ kweelt : more than just \ '' \ `` yet another framework to query xml ! \ '' \ '' \ '' '' a sahuguet sigmod conference 2001,,,
708,dynamic information visualization sigmod record,y ioannidis,,1996.0
709,"selectivity estimation using probabilistic models l getoor , b taskar , d koller sigmod conference",,,2001.0
710,"a response to r. camps ' article `` domains , relations and religious wars '' c date sigmod record",,,1996.0
711,"prefer : a system for the efficient execution of multi-parametric ranked queries v hristidis , n koudas , y papakonstantinou 2001",,sigmod conference,
712,opportunities in information management and assurance sigmod record,x qian,,1997.0
713,mining needle in a haystack : classifying rare classes via two-phase rule induction sigmod conference,"m joshi , r agarwal",,2001.0
714,query previews for networked information systems : a case study with nasa environmental data,"k doan , c plaisant , b shneiderman , t bruns",sigmod record,1997.0
715,"probe , count , and classify : categorizing hidden web databases sigmod conference","p ipeirotis , l gravano , m sahami",,2001.0
716,iceberg-cube computation with pc clusters sigmod conference,"r ng , a wagner , y yin",,2001.0
717,an orthogonally persistent java 1996,"m atkinson , l daynшs , m jordan , t printezis , s spence",sigmod record,
718,"reconciling schemas of disparate data sources : a machine-learning approach a doan , p domingos , a halevy 2001",,sigmod conference,
719,3d geographic network displays,"k cox , s eick , t he",sigmod record,1996.0
720,locally adaptive dimensionality reduction for indexing large time series databases sigmod conference,"e keogh , k chakrabarti , s mehrotra , m pazzani",,2001.0
721,applying database visualization to the world wide web,"m hasan , a mendelzon , d vista",sigmod record,1996.0
722,"a framework for information visualisation j kennedy , k mitchell , p barclay 1996",,sigmod record,
723,time series similarity measures and time series indexing 2001,,,
724,vqbd : exploring semistructured data sigmod conference,"s chawathe , t baby , j yeo",,2001.0
725,the aggregate data problem : a system for their definition and management,"m rafanelli , a bezenchek , l tininini",sigmod record,1996.0
726,models and languages for describing and discovering e-services,,,2001.0
727,"information visualization , guest editors ' foreword 1996",,,
728,lots o ' ticks : real-time high performance time series queries on billions of trades and quotes 2001,"a whitney , d shasha",sigmod conference,
729,editor 's notes jennifer widom sigmod record,,,1996.0
730,"in reply to domains , relations and religious wars h darwen sigmod record",,,1996.0
731,spatial data management for computer aided design sigmod conference 2001,"h kriegel , a mќller , m pіtke , t seidl",,
732,monitoring business processes through event correlation based on dependency model,"a adi , d botzer , o etzion , t yatzkar-haham",sigmod conference,2001.0
733,pixel-oriented database visualizations d keim sigmod record,,,1996.0
734,"minimization of tree pattern queries s amer-yahia , s cho , l lakshmanan , d srivastava",,sigmod conference,2001.0
735,"to table or not to table : a hypertabular answer g santucci , l tarantino",,sigmod record,1996.0
736,"using the golden rule of sampling for query estimation y wu , d agrawal , a abbadi",,sigmod conference,2001.0
737,incremental data structures and algorithms for dynamic query interfaces 1996,"e tanin , r beigel , b shneiderman",sigmod record,
738,on computing correlated aggregates over continual data streams 2001,"j gehrke , f korn , d srivastava",sigmod conference,
739,spotfire : an information exploration environment c ahlberg sigmod record 1996,,,
740,new standard for stored procedures in sql a eisenberg,,sigmod record,1996.0
741,"finding generalized projected clusters in high dimensional spaces c aggarwal , p yu",,sigmod conference,2000.0
742,"tcp-d - the challenges , issues and results r bhashyam sigmod record 1996",,,
743,density biased sampling : an improved method for data mining and clustering 2000,"c palmer , c faloutsos",sigmod conference,
744,high speed on-line backup when using logical log operations 2000,d lomet,sigmod conference,
745,report from the nsf workshop on workflow and process automation in information systems 1996,,,
746,the mariposa distributed database management system sigmod record,j sidell,,1996.0
747,efficient resumption of interrupted warehouse loads 2000,"w labio , j wiener , h garcia-molina , v gorelik",sigmod conference,
748,"domains , relations and religious wars r camps",,sigmod record,1996.0
749,the prototype of the dare system 2001,"t catarci , g santucci",sigmod conference,
750,"guidelines for presentation and comparison of indexing techniques j zobel , a moffat , k ramamohanarao 1996",,sigmod record,
751,pbir - perception-based image retrieval,"e chang , t cheng , l chang",sigmod conference,2001.0
752,will database researchers have any role in data security ? ( panel abstract ) 2001,a rosenthal,sigmod conference,
753,new programs at darpa and nsf sigmod record,x qian,,1996.0
754,monitoring xml data on the web,"b nguyen , s abiteboul , g cobena , m preda",sigmod conference,2001.0
755,editor 's notes j widom sigmod record 1996,,,
756,"finding replicated web collections j cho , n shivakumar , h garcia-molina",,sigmod conference,2000.0
757,"a comparison of three user interfaces to relational microcomputer data bases c medsker , m christensen , i song",,sigmod record,1995.0
758,efficient and cost-effective techniques for browsing and indexing large video databases,"j oh , k hua",sigmod conference,2000.0
759,editor 's ( farewell ) notes 1995,,,
760,efficient algorithms for mining outliers from large data sets 2000,"s ramaswamy , r rastogi , k shim",sigmod conference,
761,implementation aspects of an object-oriented dbms sigmod record 1995,"a dogac , m altinel , c ozkan , i durusoy",,
762,hodfa : an architectural framework for homogenizing heterogeneous legacy database sigmod record,"k karlapalem , q li , c shum",,1995.0
763,"designing and mining multi-terabyte astronomy archives : the sloan digital sky survey a szalay , p kunszt , a thakar , j gray , d slutz",,sigmod conference,2000.0
764,"approximating multi-dimensional aggregate range queries over real attributes d gunopulos , g kollios , v tsotras , c domeniconi 2000",,sigmod conference,
765,a close look at the ifo data model sigmod record,m hanna,,1995.0
766,an annotated bibliography of benchmarks for object databases sigmod record,a chaudhri,,1995.0
767,congressional samples for approximate answering of group-by queries,"s acharya , p gibbons , v poosala",sigmod conference,2000.0
768,"counting , enumerating , and sampling of execution plans in a cost-based query optimizer 2000","f waas , c galindo-legaria",sigmod conference,
769,an annotated bibliography on active databases sigmod record,"u jaeger , j freytag",,1995.0
770,"benchmarking queries over trees : learning the hard truth the hard way f wattez , s cluet , v benzaken , g ferran , c fiegel sigmod conference",,,2000.0
771,"acm multimedia '94 conference workshop on multimedia database management systems p berra , k nwosu , b thuraisingham 1995",,sigmod record,
772,answering complex sql queries using automatic summary tables sigmod conference,"m zaharioudakis , r cochrane , g lapis , h pirahesh , m urata",,2000.0
773,information finding in a digital library : the stanford perspective 1995,"t yan , h garcia-molina",sigmod record,
774,"turmoil at nasa , and numerous funding announcements x qian 1995",,sigmod record,
775,closest pair queries in spatial databases sigmod conference 2000,"a corral , y manolopoulos , y theodoridis , m vassilakopoulos",,
776,"efficient and extensible algorithms for multi query optimization p roy , s seshadri , s sudarshan , s bhobe",,sigmod conference,2000.0
777,"why decision support fails and how to fix it r kimball , k strehlo sigmod record 1995",,,
778,application of oodb and sgml techniques in text database : an electronic dictionary system j zhang sigmod record,,,1995.0
779,"eddies : continuously adaptive query processing r avnur , j hellerstein sigmod conference 2000",,,
780,normalization in oodb design b lee sigmod record 1995,,,
781,a chase too far ?,"l popa , a deutsch , a sahuguet , v tannen",sigmod conference,2000.0
782,"on the issue of valid time ( s ) in temporal databases s kokkotos , e ioannidis , t panayiotopoulos , c spyropoulos 1995",,sigmod record,
783,"a framework for expressing and combining preferences r agrawal , e wimmers sigmod conference",,,2000.0
784,addressing techniques used in database object managers o2 and orion,"a gamache , n sahraoui",sigmod record,1995.0
785,"a data model and data structures for moving objects databases l forlizzi , r gќting , e nardelli , m schneider",,sigmod conference,2000.0
786,metu interoperable database system sigmod record 1995,"a dogac , c dengi , e kilic , g жzhan , f ozcan , s nural , c evrendilek , u halici , i arpinar , p koksal , n kesim , s mancuhan",,
787,"adaptive multi-stage distance join processing h shin , b moon , s lee",,sigmod conference,2000.0
788,"aqr-toolkit : an adaptive query routing middleware for distributed data intensive systems l liu , c pu , d buttler , w han , h paques , w tang sigmod conference",,,2000.0
789,"metadata for digital media : introduction to the special issue w klas , a sheth sigmod record 1994",,,
790,\ are the terms \ '' \ `` version \ '' \ '' and \ '' \ `` variant \ '' \ '' orthogonal to one another ? a critical assessment of the step standardization \ '' '' sigmod record 1994,h wedekind,,
791,a goal-driven auto-configuration tool for the distributed workflow management system mentor-lite 2000,"m gillmann , j weiпenfels , g shegalov , w wonner , g weikum",sigmod conference,
792,"proceedings of the 2000 acm sigmod international conference on management of data , may 16-18 , 2000 , dallas , texas , usa",,,2000.0
