id,title,authors,venue,year
529,closest pair queries in spatial databases 2000,"yannis theodoridis , yannis manolopoulos , antonio corral , michael vassilakopoulos",sigmod conference,
530,"control strategies for complex relational query processing in shared nothing systems lionel brunie , harald kosch sigmod record 1996",,,
531,"generic schema matching with cupid philip a. bernstein , erhard rahm , jayant madhavan 2001",,vldb,
532,a query language and optimization techniques for unstructured data,"gerd g. hillebrand , peter buneman , susan b. davidson , dan suciu",sigmod conference,1996.0
533,bess : storage support for interactive visualization systems 1996,"william o'connell , thomas a. funkhouser , alexandros biliris , euthimios panagos",sigmod conference,
534,optimizing object queries using an effective calculus 2000,"leonidas fegaras , david maier",acm trans . database syst .,
535,an early look at xquery,"andrew eisenberg , jim melton",sigmod record,2002.0
536,"the complexity of transformation-based join enumeration césar a. galindo-legaria , martin l. kersten , arjan pellenkoft vldb",,,1997.0
537,"a data transformation system for biological data sources susan b. davidson , limsoon wong , kyle hart , peter buneman , g. christian overton vldb",,,1995.0
538,"similarity search in high dimensions via hashing rajeev motwani , aristides gionis , piotr indyk",,vldb,1999.0
539,object normal forms and dependency constraints for object-oriented schemata acm trans . database syst . 1997,"zahir tari , stefano spaccapietra , john stokes",,
540,"cacheportal ii : acceleration of very large scale data center-hosted database-driven web applications wang-pin hsiung , kunihiro taniguchi , yusuf akca , oliver po , wen-syan li , divyakant agrawal , k. selçuk candan",,vldb,2003.0
541,structural function inlining technique for structurally recursive xml queries vldb,"jun-ki min , chin-wan chung , chang-won park",,2002.0
542,offering a precision-performance tradeoff for aggregation queries over replicated data vldb,"jennifer widom , chris olston",,2000.0
543,"tavant system architecture for sell-side channel management subbu n. subramanian , srinivasa narayanan",,vldb,2001.0
544,"clustering validity checking methods : part ii michalis vazirgiannis , maria halkidi , yannis batistakis sigmod record",,,2002.0
545,"reminiscences on influential papers theodore johnson , amr el abbadi , richard t. snodgrass , kenneth a. ross 2002",,sigmod record,
546,"efficient evaluation of queries in a mediator for websources tolga urhan , laura bright , vladimir zadorozhny , maria-esther vidal , louiqa raschid 2002",,sigmod conference,
547,d ( k ) - index : an adaptive structural summary for graph-structured data 2003,"chen qun , andrew lim , kian win ong",sigmod conference,
548,"are quorums an alternative for data replication ? bettina kemme , ricardo jiménez-peris , marta patiño-martínez , gustavo alonso acm trans . database syst .",,,2003.0
549,"probabilistic temporal databases , i : algebra alex dekhtyar , robert ross , v. s. subrahmanian acm trans . database syst .",,,2001.0
550,implementing the spirit of sql-99 sigmod conference 1999,paul brown,,
551,"content integration for e-business joseph m. hellerstein , michael stonebraker",,sigmod conference,2001.0
552,designing and mining multi-terabyte astronomy archives : the sloan digital sky survey,"alexander s. szalay , donald r. slutz , ani thakar , jim gray , peter z. kunszt",sigmod conference,2000.0
553,"mining needle in a haystack : classifying rare classes via two-phase rule induction ramesh c. agarwal , mahesh v. joshi 2001",,sigmod conference,
554,sqlem : fast clustering in sql using the em algorithm sigmod conference,"paul cereghini , carlos ordonez",,2000.0
555,managing business processes via workflow technology vldb 2001,frank leymann,,
556,control : continuous output and navigation technology with refinement on-line 1998,"bruce lo , tali roth , ron avnur , joseph m. hellerstein , chris olston , kirk wylie , bhaskaran raman , vijayshankar raman",sigmod conference,
557,"a metadatabase system for semantic image search by a mathematical model of meaning yasushi kiyoki , takanari hayama , takashi kitagawa sigmod record",,,1994.0
558,dlfm : a transactional resource manager,"hui-i hsiao , inderpal narang",sigmod conference,2000.0
559,hypertext databases and data mining soumen chakrabarti 1999,,sigmod conference,
560,"dynamic service matchmaking among agents in open information environments matthias klusch , katia p. sycara , seth widoff , jianguo lu",,sigmod record,1999.0
561,open issues in parallel query optimization sigmod record,"waqar hasan , patrick valduriez , daniela florescu",,1996.0
562,database issues in telecommunications network management ilsoo ahn,,sigmod conference,1994.0
563,mapinfo spatialware : a spatial information server for rdbms vldb,chebel mina,,1998.0
564,"efficient and cost-effective techniques for browsing and indexing large video databases kien a. hua , jung-hwan oh sigmod conference",,,2000.0
565,"the generalized pre-grouping transformation : aggregate-query optimization in the presence of dependencies timos k. sellis , aris tsois",,vldb,2003.0
566,mineset ( tm ) : a system for high-end data mining and visualization ? 1996,,vldb,
567,krdb ' 98 : the 5th international workshop on knowledge representation meets databases 1998,"alexander borgida , martin staudt , vinay k. chaudhri",sigmod record,
568,"the drill down benchmark peter a. boncz , tim rühl , fred kwakkel",,vldb,1998.0
569,"fast , randomized join-order selection - why use transformations ?","arjan pellenkoft , césar a. galindo-legaria , martin l. kersten",vldb,1994.0
570,expressing business rules ronald g. ross sigmod conference 2000,,,
571,fast joins using join indices vldb j. 1999,"kenneth a. ross , zhe li",,
572,"discovering all most specific sentences sanjeev saluja , hannu toivonen , roni khardon , heikki mannila , ram sewak sharm , dimitrios gunopulos 2003",,acm trans . database syst .,
573,"adaptive multi-stage distance join processing sukho lee , bongki moon , hyoseop shin sigmod conference 2000",,,
574,falcon : feedback adaptive loop for content-based retrieval,"christos faloutsos , leejay wu , katia p. sycara , terry r. payne",vldb,2000.0
575,"the fittest survives : an adaptive approach to query optimization kian-lee tan , son dao , hongjun lu",,vldb,1995.0
576,building database-driven electronic catalogs sherif danish sigmod record,,,1998.0
577,content-based image indexing tzi-cker chiueh vldb,,,1994.0
578,towards self-tuning data placement in parallel database systems sigmod conference,"mong-li lee , beng chin ooi , anirban mondal , kian-lee tan , masaru kitsuregawa",,2000.0
579,efficient optimistic concurrency control using loosely synchronized clocks sigmod conference,"barbara liskov , atul adya , robert gruber , umesh maheshwari",,1995.0
580,"rondo : a programming platform for generic model management philip a. bernstein , erhard rahm , sergey melnik sigmod conference 2003",,,
581,optimization techniques for queries with expensive methods joseph m. hellerstein acm trans . database syst . 1998,,,
582,eliminating costly redundant computations from sql trigger executions,"françois llirbat , françoise fabret , eric simon",sigmod conference,1997.0
583,"the need for distributed asynchronous transactions lyman do , prabhu ram , pamela drew",,sigmod conference,1999.0
584,"cache portal : technology for accelerating database-driven e-commerce web sites yusuf akca , cemal yilmaz , k. selçuk candan , wen-syan li , wei-kuang waine huang , qiong luo , divyakant agrawal , wang-pin hsiung , oliver po 2001",,vldb,
585,"mv3r-tree : a spatio-temporal access method for timestamp and interval queries dimitris papadias , yufei tao vldb 2001",,,
586,"o-o , what 's happening to db2 ? sigmod conference","richard swagerman , nelson mendonça mattos , michael j. carey , srinivasa narayanan , bennet vance , doug doole , serge rielau , donald d. chamberlin",,1999.0
587,comparing hybrid peer-to-peer systems 2001,"beverly yang , hector garcia-molina",vldb,
588,datasplash sigmod conference 1998,"vuk ercegovac , allison woodruff , michael stonebraker , mark lin , mybrid spalding , alexander aiken , chris olston , michael chu",,
589,a case for dynamic view management acm trans . database syst .,"nick roussopoulos , yannis kotidis",,2001.0
590,a workflow-based electronic marketplace on the web,"ibrahim cingil , nazife dimililer , nesime tatbul , ilker durusoy , asuman dogac , pinar koksal , sena nural arpinar",sigmod record,1998.0
591,"learning to match ontologies on the semantic web jayant madhavan , robin dhamankar , alon y. halevy , pedro domingos , anhai doan 2003",,vldb j.,
592,ansi sql hierarchical processing can fully integrate native xml sigmod record,michael m. david,,2003.0
593,the adabas buffer pool manager vldb,harald schöning,,1998.0
594,gigascope : high performance network monitoring with an sql interface sigmod conference 2002,"yuan gao , theodore johnson , charles d. cranor , vladislav shkapenyuk , oliver spatscheck",,
595,"the merge/purge problem for large databases salvatore j. stolfo , mauricio a. hernández sigmod conference 1995",,,
596,query processing in spatial network databases vldb,"nikos mamoulis , jun zhang , dimitris papadias , yufei tao",,2003.0
597,a nanotechnology-based approach to data storage vldb,"b. gotsmann , a. dholakia , g. cherubini , walter häberle , h. pozidis , michel despont , richard stutz , p. bächtold , c. hagleitner , t. r. albrecht , hugo e. rothuizen , gerd k. binnig , d. jubin , a. pantazi , m. a. lantz , e. eleftheriou , urs dürig , t. loeliger , peter vettiger , d. wiesmann , ute drechsler",,2003.0
598,fast high-dimensional data search in incomplete databases,"kian-lee tan , cheng hian goh , beng chin ooi",vldb,1998.0
599,"a template model for multidimensional inter-transactional association rules jeffrey xu yu , hongjun lu , ling feng , jiawei han 2002",,vldb j.,
600,"boat-optimistic decision tree construction wei-yin loh , raghu ramakrishnan , venkatesh ganti , johannes gehrke sigmod conference 1999",,,
601,continuously adaptive continuous queries over streams 2002,"samuel madden , mehul a. shah , vijayshankar raman , joseph m. hellerstein",sigmod conference,
602,diluting acid 1999,"peter thanisch , colin stirling , tim kempster",sigmod record,
603,"applying database visualization to the world wide web alberto o. mendelzon , dimitra vista , masum z. hasan 1996",,sigmod record,
604,"safely and efficiently updating references during on-line reorganization betty salzberg , chendong zou vldb 1998",,,
605,an efficient method for checking object-oriented database schema correctness,"michele missikoff , anna formica , hans dietmar gröger",acm trans . database syst .,1998.0
606,reordering query execution in tertiary memory databases vldb,"michael stonebraker , sunita sarawagi",,1996.0
607,how system 11 sql server became fast t. k. rengarajan 1996,,vldb,
608,moving up the food chain : supporting e-commerce applications on databases anant jhingran sigmod record 2000,,,
609,"apex : an adaptive path index for xml data chin-wan chung , kyuseok shim , jun-ki min",,sigmod conference,2002.0
610,index configuration in object-oriented databases elisa bertino vldb j. 1994,,,
611,continuous nearest neighbor search 2002,"dimitris papadias , yufei tao , qiongmao shen",vldb,
612,chair 's message 2002,m. tamer özsu,sigmod record,
613,towards a richer web object model sigmod record 1998,frank manola,,
614,homer : a model-based case tool for data-intensive web sites sigmod conference 2000,"paolo atzeni , paolo merialdo , marco pecorone , marco magnante , giansalvatore mecca",,
615,"performance of data-parallel spatial operations hanan samet , erik g. hoel vldb",,,1994.0
616,managing large systems with db2 udb sigmod conference,chris eaton,,1998.0
617,"dbcache : middle-tier database caching for highly scalable e-business architectures c. mohan , sailesh krishnamurthy , mehmet altinel , christof bornhövd , hamid pirahesh , berthold reinwald sigmod conference",,,2003.0
618,"information translation , mediation , and mosaic-based browsing in the tsimmis system 1995","yannis papakonstantinou , joachim hammer , jennifer widom , jeffrey d. ullman , hector garcia-molina , kelly ireland",sigmod conference,
619,reminiscences on influential papers sigmod record,"jun rao , kenneth a. ross , johannes gehrke",,2003.0
620,"review of the data warehouse toolkit : the complete guide to dimensional modeling ( 2nd edition ) by ralph kimball , margy ross . john wiley & sons , inc. 2002 2003",alexander a. anisimov,sigmod record,
621,adaptive precision setting for cached approximate values sigmod conference 2001,"boon thau loo , jennifer widom , chris olston",,
622,"extracting schema from semistructured data serge abiteboul , rajeev motwani , svetlozar nestorov 1998",,sigmod conference,
623,"maximizing the output rate of multi-way join queries over streaming information sources josef burger , jeffrey f. naughton , stratis viglas",,vldb,2003.0
624,"fibonacci : a programming language for object databases antonio albano , renzo orsini , giorgio ghelli vldb j. 1995",,,
625,a theory of redo recovery sigmod conference,"mark r. tuttle , david b. lomet",,2003.0
626,an empirical performance study of the ingres search accelerator for a large property management database system,"john g. hughes , david a. bell , sarabjot s. anand",vldb,1994.0
627,distance-based indexing for high-dimensional metric spaces sigmod conference,"z. meral özsoyoglu , tolga bozkaya",,1997.0
628,provision of market services for eco compliant electronic market places sigmod record 2000,"sena nural arpinar , asuman dogac",,
629,"disseminating updates on broadcast disks swarup acharya , stanley b. zdonik , michael j. franklin",,vldb,1996.0
630,"watermarking relational data : framework , algorithms and analysis vldb j.","peter j. haas , rakesh agrawal , jerry kiernan",,2003.0
631,"title , foreword , preface to the special issue on spatial database systems , index vol . 3",?,vldb j.,1994.0
632,research in database engineering at the university of namur sigmod record,jean-luc hainaut,,2003.0
633,maintaining database consistency in presence of value dependencies in multidatabase systems sigmod conference,"michèle cart , claire morpain , jean-françois pons , jean ferrié",,1996.0
634,integrating and customizing heterogeneous e-commerce applications vldb j.,"anat eyal , tova milo",,2001.0
635,"a semantic modeling approach for image retrieval by content ricky k. taira , ion tim ieong , wesley w. chu vldb j.",,,1994.0
636,"guest editorial yannis e. ioannidis , raghu ramakrishnan , philip a. bernstein vldb j. 2003",,,
637,electronic market : the roadmap for university libraries and members to survive in the information jungle,"peter c. lockemann , bethina schmitt , michael christoffel , sebastian pulkowski",sigmod record,1998.0
638,altruistic locking acm trans . database syst .,"jeannie shands , kenneth salem , hector garcia-molina",,1994.0
639,query processing in tertiary memory databases sunita sarawagi vldb,,,1995.0
640,component-based e-commerce : assesment of current practices and future directions,"martin bichler , arie segev , j. leon zhao",sigmod record,1998.0
641,"pattern matching and pattern discovery in scientific , program , and document databases kaizhong zhang , dennis shasha , jason tsong-li wang sigmod conference",,,1995.0
642,"building scalable internet applications with oracle8i server olga peschansky , josé alberto fernández , julie basu",,vldb,2000.0
643,the montage extensible datablade achitecture michael ubell 1994,,sigmod conference,
644,"quorum consensus in nested transaction systems kenneth j. goldman , nancy a. lynch",,acm trans . database syst .,1994.0
645,model and verification of a data manager based on aries dean kuo acm trans . database syst . 1996,,,
646,spatial queries in dynamic environments,"yufei tao , dimitris papadias",acm trans . database syst .,2003.0
647,"learning response time for websources using query feedback and application in query optimization jean-robert gruser , vladimir zadorozhny , louiqa raschid , tao zhan vldb j. 2000",,,
648,"virtual database technology venky harinarayan , ashish gupta , anand rajaraman sigmod record 1997",,,
649,time management for new faculty,"anastassia ailamaki , johannes gehrke",sigmod record,2003.0
650,"much ado about shared-nothing michael g. norman , peter thanisch , thomas zurek",,sigmod record,1996.0
651,query optimization at the crossroads ( panel ) surajit chaudhuri,,sigmod conference,1997.0
652,"strudel : a web-site management system alon y. levy , mary f. fernandez , jaewoo kang , daniela florescu , dan suciu 1997",,sigmod conference,
653,chair 's message m. tamer özsu 2003,,sigmod record,
654,on supporting containment queries in relational database management systems sigmod conference 2001,"guy m. lohman , david j. dewitt , qiong luo , jeffrey f. naughton , chun zhang",,
655,the p operator : discovering and ranking associations on the semantic web 2002,"kemafor anyanwu , amit p. sheth",sigmod record,
656,repositories and object oriented databases philip a. bernstein,,sigmod record,1998.0
657,editor 's notes sigmod record,ling liu,,2002.0
658,gte superpages : using ir techniques for searching complex objects,"steven d. whitehead , himanshu sinha , michael murphy",vldb,1997.0
659,a data model and data structures for moving objects databases sigmod conference,"markus schneider , enrico nardelli , luca forlizzi , ralf hartmut güting",,2000.0
660,middle east technical university software research and development center sigmod record 1996,asuman dogac,,
661,the handwritten trie : indexing electronic ink sigmod conference 1995,"padmavathi vallabhaneni , daniel barbará , walid g. aref",,
662,"research issues in federated database systems : report of efdbs '97 workshop fèlix saltor , mark roantree , mark w. w. vermeer , wilhelm hasselbring , martin schönhoff , markus strässler , barry eaglestone , stefan conrad 1997",,sigmod record,
663,"dynamic multidimensional histograms piotr indyk , sudipto guha , nitin thaper , nick koudas 2002",,sigmod conference,
664,inverted files versus signature files for text indexing acm trans . database syst .,"kotagiri ramamohanarao , justin zobel , alistair moffat",,1998.0
665,"aggregation algorithms for very large compressed data warehouses jaideep srivastava , jianzhong li , doron rotem",,vldb,1999.0
666,"delivering presentations from multimedia servers nevzat hurkan balkir , gultekin özsoyoglu vldb j.",,,1998.0
667,automated resolution of semantic heterogeneity in multidatabases,"a. r. hurson , simin h. pakzad , m. w. bright",acm trans . database syst .,1994.0
668,chair 's message,m. tamer özsu,sigmod record,2001.0
669,book review column karl aberer sigmod record,,,2002.0
670,"the design and performance evaluation of alternative xml storage strategies david j. dewitt , jianjun chen , chun zhang , feng tian 2002",,sigmod record,
671,containment of conjunctive queries : beyond relations as sets,"raghu ramakrishnan , yannis e. ioannidis",acm trans . database syst .,1995.0
672,from the guest editors - special section on data management issues in mobile computing 1995,"margaret h. dunham , abdelsalam helal",sigmod record,
673,a one-pass aggregation algorithm with the optimal buffer size in multidimensional olap vldb 2002,"yang-sae moon , young-koo lee , il-yeol song , kyu-young whang",,
674,"turbo-charging vertical mining of large databases jayant r. haritsa , devavrat shah , s. sudarshan , pradeep shenoy , mayank bawa , gaurav bhalotia",,sigmod conference,2000.0
675,"predator : an or-dbms with enhanced data types praveen seshadri , mark paskin",,sigmod conference,1997.0
676,"exploiting main memory dbms features to improve real-time concurrency control protocols özgür ulusoy , alejandro p. buchmann",,sigmod record,1996.0
677,approximate query processing : taming the terabytes 2001,"minos n. garofalakis , phillip b. gibbons",vldb,
678,querying multi-dimensional data indexed using the hilbert space-filling curve sigmod record 2001,"peter j. h. king , jonathan k. lawder",,
679,theory of answering queries using views alon y. halevy 2000,,sigmod record,
680,griddb : a database interface to the grid sigmod conference,"david t. liu , devesh parekh , michael j. franklin",,2003.0
681,approximate query processing using wavelets vldb j.,"rajeev rastogi , minos n. garofalakis , kyuseok shim , kaushik chakrabarti",,2001.0
682,minimal probing : supporting expensive predicates for top-k queries sigmod conference,"kevin chen-chuan chang , seung-won hwang",,2002.0
683,"advanced data processing in krisys : modeling concepts , implementation techniques , and client/server issues","nelson mendonça mattos , joachim thomas , theo härder , stefan deßloch , bernhard mitschang",vldb j.,1998.0
684,progress on hpcc and nii marianne winslett sigmod record 1994,,,
685,"an aspect of query optimization in multidatabase systems ( extended abstract ) chiang lee , hongjun lu , chia-jung chen sigmod record",,,1995.0
686,"novel approaches in query processing for moving object trajectories yannis theodoridis , dieter pfoser , christian s. jensen 2000",,vldb,
687,microsoft english query 7.5 : automatic extraction of semantics from relational databases and olap cubes adam blum vldb 1999,,,
688,"reminiscences on influential papers kenneth a. ross , anastassia ailamaki , alfred v. aho 2002",,sigmod record,
689,rate-based query optimization for streaming information sources sigmod conference 2002,"jeffrey f. naughton , stratis viglas",,
690,emc information sharing : direct access to mvs data from unix and nt sigmod conference,walt kohler,,1999.0
691,"selectivity estimation in extensible databases - a neural network approach shaoyu zhou , m. seetha lakshmi",,vldb,1998.0
692,data warehousing and business intelligence for e-commerce - book review sigmod record 2002,frank g. goethals,,
693,selectivity estimation using probabilistic models sigmod conference,"daphne koller , lise getoor , benjamin taskar",,2001.0
694,bridging heterogeneity : research and practice of database middleware technology,"günter sauter , fernando de ferreira rezende",vldb,1998.0
695,"what do those weird xml types want , anyway ? 1999",steven j. derose,vldb,
696,"report on the 4th international conference on mobile data management panos k. chrysanthis , arkady b. zaslavsky , morris sloman sigmod record 2003",,,
697,"a prototype content-based retrieval system that uses virtual images to save space leonard brown , le gruenwald 2001",,vldb,
698,warehousing workflow data : challenges and opportunities vldb,"umeshwar dayal , ming-chien shan , angela bonifati , fabio casati",,2001.0
699,declustering databases on heterogeneous disk systems,"doron rotem , sridhar seshadri , ling tony chen",vldb,1995.0
700,toward learning based web query processing vldb 2000,"yanlei diao , hongjun lu , zengping tian , songting chen",,
701,information finding in a digital library : the stanford perspective,"tak w. yan , hector garcia-molina",sigmod record,1995.0
702,"fast image retrieval using color-spatial information kian-lee tan , tat-seng chua , beng chin ooi , wynne hsu 1998",,vldb j.,
703,delivering high availability for inktomi search engines eric a. brewer sigmod conference,,,1998.0
704,the araneus web-base management system sigmod conference,"giansalvatore mecca , paolo merialdo , alessandro masci , paolo atzeni , giuseppe sindoni",,1998.0
705,"cure : an efficient clustering algorithm for large databases sudipto guha , rajeev rastogi , kyuseok shim 1998",,sigmod conference,
706,"algorithms for materialized view design in data warehousing environment kamalakar karlapalem , jian yang , qing li vldb 1997",,,
707,enhanced hypertext categorization using hyperlinks,"byron dom , piotr indyk , soumen chakrabarti",sigmod conference,1998.0
708,lore : a lightweight object repository for semistructured data 1996,"janet l. wiener , jason mchugh , serge abiteboul , qingshan luo , anand rajaraman , dallan quass , jeffrey d. ullman , roy goldman , hugo rivero , jennifer widom , svetlozar nestorov , kevin haas",sigmod conference,
709,"vqbd : exploring semistructured data jihwang yeo , sudarshan s. chawathe , thomas baby sigmod conference",,,2001.0
710,the grid : an application of the semantic web 2002,"carole a. goble , david de roure",sigmod record,
711,grid and applications ( industrial session ) 2003,frank leymann,vldb,
712,"i3 : intelligent , interactive investigaton of olap data cubes sunita sarawagi , gayatri sathe",,sigmod conference,2000.0
713,"algebraic change propagation for semijoin and outerjoin queries timothy griffin , bharat kumar sigmod record 1998",,,
714,"checking the temporal integrity of interactive multimedia documents s. tserkezoglou , timos k. sellis , barbara pernici , michalis vazirgiannis , isabelle mirbel vldb j.",,,2000.0
715,"efficient filtering of xml documents with xpath expressions rajeev rastogi , pascal felber , chee yong chan , minos n. garofalakis",,vldb j.,2002.0
716,"of crawlers , portals , mice and men : is there more to mining the web ? ( panel ) sigmod conference 1999","kyuseok shim , rajeev rastogi , minos n. garofalakis , sridhar ramaswamy",,
717,"design and user testing of a multi-paradigm query interface to an object-oriented database dac khoa doan , alistair c. kilgour , norman w. paton sigmod record 1995",,,
718,efficient checking of temporal integrity constraints using bounded history encoding jan chomicki,,acm trans . database syst .,1995.0
719,"what is the nearest neighbor in high dimensional spaces ? charu c. aggarwal , alexander hinneburg , daniel a. keim vldb 2000",,,
720,dtl 's dataspot : database exploration as easy as browsing the web,"gadi entin , shai geva , eran palmon , shaul dar",sigmod conference,1998.0
721,3d geographic network displays,"taosong he , stephen g. eick , kenneth c. cox",sigmod record,1996.0
722,"data-driven , one-to-one web site generation for data-intensive applications 1999","stefano paraboschi , piero fraternali , stefano ceri",vldb,
723,"winnowing : local algorithms for document fingerprinting alexander aiken , daniel shawcross wilkerson , saul schleimer 2003",,sigmod conference,
724,"access path support for referential integrity in sql2 joachim reinert , theo härder vldb j.",,,1996.0
725,enhanced nearest neighbour search on the r-tree sigmod record 1998,"ada wai-chee fu , king lum cheung",,
726,"eos : an extensible object store euthimios panagos , alexandros biliris sigmod conference 1994",,,
727,schemasql - a language for interoperability in relational multi-database systems vldb,"fereidoon sadri , laks v. s. lakshmanan , iyer n. subramanian",,1996.0
728,reconciling schemas of disparate data sources : a machine-learning approach sigmod conference 2001,"anhai doan , pedro domingos , alon y. halevy",,
729,optimal clip ordering for multi-clip queries vldb j.,"raymond t. ng , paul shum",,1998.0
730,"process automation as the foundation for e-business fabio casati , ming-chien shan",,vldb,2000.0
731,research issues in active database systems : report from the closing panel at ride-ads '94 sigmod record 1994,jennifer widom,,
732,algorithms for querying by spatial structure vldb,"nikos mamoulis , dimitris papadias , vasilis delis",,1998.0
733,query by diagram : a graphical environment for querying databases,"giuseppe santucci , tiziana catarci",sigmod conference,1994.0
734,user-defined table operators : enhancing extensibility for ordbms vldb 1999,"bernhard mitschang , michael jaedicke",,
735,guest editor 's introduction sigmod record,asuman dogac,,2002.0
736,xrank : ranked keyword search over xml documents,"feng shao , lin guo , chavdar botev , jayavel shanmugasundaram",sigmod conference,2003.0
737,chair 's message sigmod record,richard t. snodgrass,,1998.0
738,"infering structure in semistructured data rajeev motwani , serge abiteboul , svetlozar nestorov sigmod record",,,1997.0
739,"efficacious data cube exploration by semantic summarization and compression jian pei , laks v. s. lakshmanan , yan zhao 2003",,vldb,
740,"high-performance sorting on networks of workstations david e. culler , joseph m. hellerstein , david a. patterson , andrea c. arpaci-dusseau , remzi h. arpaci-dusseau sigmod conference 1997",,,
741,transactional information systems - book review marc h. scholl 2001,,sigmod record,
742,"polymorphism and type inference in database programming atsushi ohori , peter buneman 1996",,acm trans . database syst .,
743,an effective deductive object-oriented database through language integration 1994,"m. howard williams , norman w. paton , andrew dinn , maria l. barja , alvaro a. a. fernandes",vldb,
744,"cache conscious indexing for decision-support in main memory kenneth a. ross , jun rao",,vldb,1999.0
745,"analyzing quantitative databases : image is everything reuven kashi , nathan s. netanyahu , amihood amir vldb 2001",,,
746,dbcache : database caching for web application servers 2002,"sailesh krishnamurthy , c. mohan , larry brown , hamid pirahesh , mehmet altinel , honguk woo , qiong luo , bruce g. lindsay",sigmod conference,
747,"iterative dynamic programming : a new class of query optimization algorithms donald kossmann , konrad stocker 2000",,acm trans . database syst .,
748,high-concurrency locking in r-trees 1995,"douglas banks , marcel kornacker",vldb,
749,electronic commerce : tutorial sigmod conference 1998,"nabil r. adam , yelena yesha",,
750,"spatial and temporal content-based access to hypervideo databases ahmed k. elmagarmid , haitao jiang vldb j. 1998",,,
751,"distributed processing over stand-alone systems and applications claus hagen , hans-jörg schek , gustavo alonso , markus tresch vldb",,,1997.0
752,synchronizing a database to improve freshness,"junghoo cho , hector garcia-molina",sigmod conference,2000.0
753,the double life of the transaction abstraction : fundamental principle and evolving system concept vldb 1995,henry f. korth,,
754,density biased sampling : an improved method for data mining and clustering sigmod conference,"christopher r. palmer , christos faloutsos",,2000.0
755,the tsql2 final language definition announcement ? sigmod record 1994,,,
756,"efficient progressive skyline computation pin-kwang eng , kian-lee tan , beng chin ooi vldb",,,2001.0
757,mpeg-7 and multimedia database systems harald kosch 2002,,sigmod record,
758,storage and querying of e-commerce data vldb 2001,"yirong xu , rakesh agrawal , amit somani",,
759,dynamat : a dynamic view management system for data warehouses 1999,"nick roussopoulos , yannis kotidis",sigmod conference,
760,parameterized complexity for the database theorist sigmod record,martin grohe,,2002.0
761,editor 's notes michael j. franklin sigmod record 2000,,,
762,formal semantics and analysis of object queries sigmod conference,gavin m. bierman,,2003.0
763,metu object-oriented dbms,"cetin ozkan , cem evrendilek , yuksel saygin , ilker altintas , ismailcem budak arpinar , mehmet altinel , tansel okay , ilker durusoy , asuman dogac",sigmod conference,1994.0
764,orthogonally persistent object systems,"malcolm p. atkinson , ronald morrison",vldb j.,1995.0
765,concurrent garbage collection in o2 vldb,"marcin skubiszewski , patrick valduriez",,1997.0
766,"constructing and integrating data-centric web applications : methods , tools , and techniques ioana manolescu , stefano ceri 2003",,vldb,
767,"guest editor 's introduction robert meersman , amit p. sheth sigmod record 2002",,,
768,"dtl 's dataspot : database exploration using plain language gadi entin , shai geva , shaul dar , eran palmon 1998",,vldb,
769,editor 's notes sigmod record 1998,michael j. franklin,,
770,applying database technology in the adsm mass storage system vldb 1995,"robert rees , luis-felipe cabrera , wayne hineman",,
771,dynamic buffer allocation in video-on-demand systems sigmod conference 2001,"kyu-young whang , yang-sae moon , il-yeol song , sang ho lee",,
772,"holistic twig joins on indexed xml documents wei wang , haifeng jiang , hongjun lu , jeffrey xu yu vldb",,,2003.0
773,obtaining complete answers from incomplete databases,alon y. levy,vldb,1996.0
774,"incremental maintenance of externally materialized views martin staudt , matthias jarke vldb",,,1996.0
775,databases for gis sigmod record,"claudia bauzer medeiros , fatima pires",,1994.0
776,"query optimization in the presence of limited access patterns dan suciu , ioana manolescu , daniela florescu , alon y. levy sigmod conference",,,1999.0
777,"an effective hash based algorithm for mining association rules ming-syan chen , philip s. yu , jong soo park 1995",,sigmod conference,
778,high speed on-line backup when using logical log operations david b. lomet sigmod conference 2000,,,
779,towards on-line analytical mining in large databases jiawei han 1998,,sigmod record,
780,facilitating multimedia database exploration through visual interfaces and perpetual query reformulations 1997,"kyoji hirata , yoshinori hara , wen-syan li , k. selçuk candan",vldb,
781,"the glue-nail deductive database system : design , implementation , and evaluation 1994","geoffrey phipps , marcia a. derr , shinichi morishita",vldb j.,
782,"cubetree : organization of and bulk updates on the data cube nick roussopoulos , mema roussopoulos , yannis kotidis 1997",,sigmod conference,
783,database research at the university of illinois at urbana-champaign 2002,"chengxiang zhai , marianne winslett , yuanyuan zhou , kevin chen-chuan chang , jiawei han , anhai doan",sigmod record,
784,sql open heterogeneous data access sigmod conference,"berthold reinwald , hamid pirahesh",,1998.0
785,"report on the 18th british national conference on databases ( bncod ) carole a. goble , brian j. read sigmod record",,,2002.0
786,materialized view selection for multidimensional datasets 1998,"jeffrey f. naughton , amit shukla , prasad deshpande",vldb,
787,"hmap - a temporal data model managing intervals with different granularities and indeterminacy from natural language sentences carlo combi , giuseppe pozzi vldb j.",,,2001.0
788,"topaz : a cost-based , rule-driven , multi-phase parallelizer","bernhard mitschang , clara nippl",vldb,1998.0
789,"a sequential pattern query language for supporting instant data mining for e-services reza sadri , amir m. zarkesh , jafar adibi , carlo zaniolo vldb",,,2001.0
790,combi-operator : database support for data mining applications vldb 2003,"wolfgang lehner , alexander hinneburg , dirk habich",,
791,the semantic web : semantics for data on the web,"vipul kashyap , stefan decker",vldb,2003.0
