_id,ltable_id,ltable_title,ltable_authors,ltable_venue,ltable_year,rtable_id,rtable_title,rtable_authors,rtable_venue,rtable_year,label
2163,897,information integration and xml in ibm 's db2 vldb 2002,patricia g. selinger,,,4577,information rules dale a. stirling acm sigmod record 2003,,,,0
2164,370,book review column karl aberer 2002,,sigmod record,,3198,book reviews acm sigmod record 2002,karl aberer,,,0
2165,735,guest editor 's introduction sigmod record,asuman dogac,,2002.0,3682,guest editorial alon y. halevy,,the vldb journal -- the international journal on very large data bases,2002.0,0
2166,704,the araneus web-base management system sigmod conference,"giansalvatore mecca , paolo merialdo , alessandro masci , paolo atzeni , giuseppe sindoni",,1998.0,2642,database systems management and oracle8 c. gregory doherty international conference on management of data,,,1998.0,0
2167,1614,"fast algorithms for projected clustering joel l. wolf , cecilia magdalena procopiuc , jong soo park , charu c. aggarwal , philip s. yu",,sigmod conference,1999.0,3278,fast algorithms for maintaining replica consistency in lazy master replicated databases very large data bases 1999,"esther pacitti , pascale minet , eric simon",,,0
2168,2432,"report from the nsf workshop on workflow and process automation in information systems dimitrios georgakopoulos , stef joosten , marek rusinkiewicz , alexander l. wolf , walt scacchi , amit p. sheth , jack c. wileden sigmod record 1996",,,,4316,"report on first international workshop on real-time database systems azer bestavros , kwei-jay lin , sang son",,acm sigmod record,1996.0,0
2169,2050,ofl : a functional execution model for object query languages sigmod conference 1995,"georges gardarin , fernando machuca , philippe pucheral",,,4040,towards an effective calculus for object query languages international conference on management of data 1995,"leonidas fegaras , david maier",,,0
2170,1514,temporal slicing in the evaluation of xml queries,"richard t. snodgrass , dengfeng gao",vldb,2003.0,4633,analysis of predictive spatio-temporal queries 2003,"yufei tao , jimeng sun , dimitris papadias",acm transactions on database systems ( tods ),,0
2171,877,improving timeliness in real-time secure database systems,"sang hyuk son , rasikan david , bhavani m. thuraisingham",sigmod record,1996.0,3434,"a database system for real-time event aggregation in telecommunication jerry baulier , stephen blott , henry f. korth , abraham silberschatz",,very large data bases,1998.0,0
2172,2108,query unnesting in object-oriented databases leonidas fegaras 1998,,sigmod conference,,3602,exact : an extensible approach to active object-oriented databases,"oscar d &#237; az , arturo jaime",the vldb journal -- the international journal on very large data bases,1997.0,0
2173,1978,query evaluation in deductive databases with alternating fixpoint semantics 1995,weidong chen,acm trans . database syst .,,4013,query evaluation in deductive databases with alternating fixpoint semantics acm transactions on database systems ( tods ),weidong chen,,1995.0,1
2174,1299,report on first international workshop on real-time database systems 1996,"sang hyuk son , kwei-jay lin , azer bestavros",sigmod record,,2848,improving timeliness in real-time secure database systems acm sigmod record 1996,"sang h. son , rasikan david , bhavani thuraisingham",,,0
2175,704,the araneus web-base management system sigmod conference,"giansalvatore mecca , paolo merialdo , alessandro masci , paolo atzeni , giuseppe sindoni",,1998.0,2660,catching the boat with strudel : experiences with a web-site management system 1998,"mary fern &#225; ndez , daniela florescu , jaewoo kang , alon levy , dan suciu",international conference on management of data,,0
2176,1662,web caching for database applications with oracle web cache,"jordan parker , jesse anton , zheng zeng , lawrence jacobs , tie zhong , xiang liu",sigmod conference,2002.0,3809,"building scalable internet applications with oracle8i server julie basu , jos &#233; alberto fern &#225; ndez , olga peschansky 2000",,very large data bases,,0
2177,116,"estimating the selectivity of spatial queries using the ` correlation ' fractal dimension christos faloutsos , alberto belussi 1995",,vldb,,3563,analysis of n-dimensional quadtrees using the hausdorff fractal dimension very large data bases 1996,"christos faloutsos , volker gaede",,,0
2178,2087,"generalized search trees for database systems jeffrey f. naughton , avi pfeffer , joseph m. hellerstein vldb 1995",,,,4313,"s3 : similarity search in cad database systems stefan berchtold , hans-peter kriegel 1997",,international conference on management of data,,0
2179,570,expressing business rules ronald g. ross sigmod conference 2000,,,,2907,expressing business rules 2000,ronald g. ross,international conference on management of data,,1
2180,1947,"optimizing multiple dimensional queries simultaneously in multidimensional databases jeffrey xu yu , weifa liang , maria e. orlowska",,vldb j.,2000.0,2618,"the multidimensional database system rasdaman p. baumann , a. dehmel , p. furtado , r. ritsch , n. widmann international conference on management of data",,,1998.0,0
2181,441,"xml-based information mediation with mix yannis papakonstantinou , richard marciano , chaitanya k. baru , pavel velikhov , vincent chu , amarnath gupta , bertram ludäscher 1999",,sigmod conference,,2474,xml-based information mediation with mix international conference on management of data 1999,"chaitan baru , amarnath gupta , bertram lud &#228; scher , richard marciano , yannis papakonstantinou , pavel velikhov , vincent chu",,,1
2182,677,approximate query processing : taming the terabytes 2001,"minos n. garofalakis , phillip b. gibbons",vldb,,3629,"query processing techniques for arrays arunprasad p. marathe , kenneth salem",,the vldb journal -- the international journal on very large data bases,2002.0,0
2183,1577,query optimization for xml,"jason mchugh , jennifer widom",vldb,1999.0,4397,"sql query optimization : reordering for a general class of queries piyush goel , bala iyer 1996",,international conference on management of data,,0
2184,2327,"enabling dynamic content caching for database-driven web sites qiong luo , divyakant agrawal , wen-syan li , wang-pin hsiung , k. selçuk candan 2001",,sigmod conference,,3860,"cache portal : technology for accelerating database-driven e-commerce web sites wen-syan li , k. sel &#231; uk candan , wang-pin hsiung , oliver po , divyakant agrawal , qiong luo , wei-kuang waine huang , yusuf akca , cemal yilmaz 2001",,very large data bases,,0
2185,1702,"structures for manipulating proposed updates in object-oriented databases richard hull , mohammed rupawalla , michael doherty 1996",,sigmod conference,,3870,"the hcc-tree : an efficient index structure for object oriented databases b. sreenath , s. seshadri 1994",,very large data bases,,0
2186,2363,on xml and databases : where 's the beef ? ( panel abstract ) 2000,michael j. carey,sigmod conference,,2863,"of xml and databases ( panel session ) : where 's the beef ? jennifer widom , adam bosworth , bruce lindsay , michael stonebraker , dan suciu",,international conference on management of data,2000.0,1
2187,2133,quotient cube : how to summarize the semantics of a data cube vldb 2002,"laks v. s. lakshmanan , jian pei , jiawei han",,,4367,on the semantics of now in databases acm transactions on database systems ( tods ),"james clifford , curtis dyreson , tom &#225; s isakowitz , christian s. jensen , richard thomas snodgrass",,1997.0,0
2188,1734,advances in databases and information systems ( adbis ) 2002,"albertas caplinskas , johann eder , olegas vasilecas",sigmod record,,4390,solving satisfiability and implication problems in database systems,"sha guo , wei sun , mark a. weiss",acm transactions on database systems ( tods ),1996.0,0
2189,1242,accessing a relational database through an object-oriented database interface vldb 1995,"jack a. orenstein , d. n. kamber",,,2475,"the ccube constraint object-oriented database system alexander brodsky , victor e. segal , jia chen , paval a. exarkhopoulo 1999",,international conference on management of data,,0
2190,2359,unisql/x unified relational and object-oriented database system won kim sigmod conference,,,1994.0,3143,storing and querying ordered xml using a relational database system international conference on management of data,"igor tatarinov , stratis d. viglas , kevin beyer , jayavel shanmugasundaram , eugene shekita , chun zhang",,2002.0,0
2191,1066,re-designing distance functions and distance-based applications for high dimensional data charu c. aggarwal,,sigmod record,2001.0,4226,automatic subspace clustering of high dimensional data for data mining applications 1998,"rakesh agrawal , johannes gehrke , dimitrios gunopulos , prabhakar raghavan",international conference on management of data,,0
2192,2298,"challenges for global information systems alon y. levy , divesh srivastava , abraham silberschatz , maria zemankova vldb",,,1994.0,3350,a graphical query language for mobile information systems 2003,ya-hui chang,acm sigmod record,,0
2193,221,"the aditi deductive database system kotagiri ramamohanarao , david b. kemp , jayen vaghani , tim s. leask , james harland , peter j. stuckey , zoltan somogyi 1994",,vldb j.,,3037,"the aditi deductive database system jayen vaghani , kotagiri ramamohanarao , david b. kemp , zoltan somogyi , peter j. stuckey , tim s. leask , james harland",,the vldb journal -- the international journal on very large data bases,1994.0,1
2194,259,"the tv-tree : an index structure for high-dimensional data king-ip lin , h. v. jagadish , christos faloutsos 1994",,vldb j.,,3300,"the a-tree : an index structure for high-dimensional spaces using relative approximation yasushi sakurai , masatoshi yoshikawa , shunsuke uemura , haruhiko kojima",,very large data bases,2000.0,0
2195,2193,data partitioning and load balancing in parallel disk systems vldb j.,"gerhard weikum , peter zabback , peter scheuermann",,1998.0,3901,dynamic multi-resource load balancing in parallel database systems very large data bases 1995,"erhard rahm , robert marek",,,0
2196,1367,implementation of two semantic query optimization techniques in db2 universal database,"k. bernhard schiefer , fred koo , t. y. cliff leung , linqi liu , jarek gryz , xiaoyan qian , qi cheng",vldb,1999.0,3241,"implementation of two semantic query optimization techniques in db2 universal database qi cheng , jarek gryz , fred koo , t. y. cliff leung , linqi liu , xiaoyan qian , k. bernhard schiefer very large data bases 1999",,,,1
2197,1583,multi-dimensional selectivity estimation using compressed histogram information 1999,"deok-hwan kim , ju-hong lee , chin-wan chung",sigmod conference,,4422,"improved histograms for selectivity estimation of range predicates viswanath poosala , peter j. haas , yannis e. ioannidis , eugene j. shekita international conference on management of data 1996",,,,0
2198,2176,"a logical foundation for deductive object-oriented databases mengchi liu , tok wang ling , gillian dobbie acm trans . database syst . 2002",,,,4073,unisql/x unified relational and object-oriented database system won kim 1994,,international conference on management of data,,0
2199,2273,a database model for object dynamics vldb j. 1997,"mike p. papazoglou , bernd j. krämer",,,3922,a cost model for clustered object-oriented databases very large data bases 1995,"georges gardarin , jean-robert gruser , zhao-hui tang",,,0
2200,738,"infering structure in semistructured data rajeev motwani , serge abiteboul , svetlozar nestorov sigmod record",,,1997.0,2714,lore : a lightweight object repository for semistructured data international conference on management of data,"dallan quass , jennifer widom , roy goldman , kevin haas , qingshan luo , jason mchugh , svetlozar nestorov , anand rajaraman , hugo rivero , serge abiteboul , jeff ullman , janet wiener",,1996.0,0
2201,741,transactional information systems - book review marc h. scholl 2001,,sigmod record,,3908,duplicate removal in information system dissemination 1995,"tak w. yan , hector garcia-molina",very large data bases,,0
2202,937,open object database management systems josé a. blakeley,,sigmod conference,1994.0,4141,research perspectives for time series management systems acm sigmod record,"werner dreyer , angelika kotz dittrich , duri schmidt",,1994.0,0
2203,338,optimizing multidimensional index trees for main memory access sigmod conference 2001,"sang kyun cha , keunjoo kwon , kihong kim",,,3711,"optimizing database architecture for the new bottleneck : memory access stefan manegold , peter a. boncz , martin l. kersten the vldb journal -- the international journal on very large data bases 2000",,,,0
2204,632,research in database engineering at the university of namur sigmod record,jean-luc hainaut,,2003.0,3998,"florida international university high performance database research center naphtali rishe , wei sun , david barton , yi deng , cyril orji , michael alexopoulos , leonardo loureiro , carlos ordonez , mario sanchez , artyom shaposhnikov",,acm sigmod record,1995.0,0
2205,420,optimizing queries over multimedia repositories sigmod conference 1996,"luis gravano , surajit chaudhuri",,,4080,"optimizing queries on files mariano p. consens , tova milo international conference on management of data",,,1994.0,0
2206,2170,the mariposa distributed database management system sigmod record 1996,jeff sidell,,,2739,the network is the database : data management for highly distributed systems international conference on management of data 2001,"julio c. navas , michael wynblatt",,,0
2207,285,"aries/csa : a method for database recovery in client-server architectures c. mohan , inderpal narang sigmod conference 1994",,,,3939,upsizing form file server to client server architectures corporate the access team microsoft international conference on management of data 1995,,,,0
2208,596,query processing in spatial network databases vldb,"nikos mamoulis , jun zhang , dimitris papadias , yufei tao",,2003.0,2581,"distance browsing in spatial databases g &#237; sli r. hjaltason , hanan samet acm transactions on database systems ( tods ) 1999",,,,0
2209,2237,materialized view selection and maintenance using multi-query optimization sigmod conference 2001,"krithi ramamritham , hoshi mistry , prasan roy , s. sudarshan",,,2788,"optimizing queries using materialized views : a practical , scalable solution international conference on management of data","jonathan goldstein , per - &#197; ke larson",,2001.0,0
2210,887,"integrating symbolic images into a multimedia database system using classification and abstraction approaches hanan samet , aya soffer vldb j.",,,1998.0,3819,integrating the ub-tree into a database system kernel 2000,"frank ramsak , volker markl , robert fenk , martin zirkel , klaus elhardt , rudolf bayer",very large data bases,,0
2211,945,"bigsur : a system for the management of earth science data paul brown , michael stonebraker 1995",,vldb,,4201,"lore : a database management system for semistructured data jason mchugh , serge abiteboul , roy goldman , dallas quass , jennifer widom acm sigmod record",,,1997.0,0
2212,1053,the ecrc multi database system sigmod conference,"heribert schütz , willem jonker",,1995.0,4341,the mariposa distributed database management system acm sigmod record,jeff sidell,,1996.0,0
2213,885,"outerjoin simplification and reordering for query optimization césar a. galindo-legaria , arnon rosenthal 1997",,acm trans . database syst .,,4321,open issues in parallel query optimization acm sigmod record,"waqar hasan , daniela florescu , patrick valduriez",,1996.0,0
2214,1773,learning about data integration challenges from day one 2003,alon y. halevy,sigmod record,,4668,data integration in the large : the challenge of reuse very large data bases 1994,"arnon rosenthal , leonard j. seligman",,,0
2215,18,parametric query optimization vldb j. 1997,"raymond t. ng , timos k. sellis , yannis e. ioannidis , kyuseok shim",,,3885,"coloring away communication in parallel query optimization waqar hasan , rajeev motwani very large data bases",,,1995.0,0
2216,1242,accessing a relational database through an object-oriented database interface vldb 1995,"jack a. orenstein , d. n. kamber",,,3760,a taxonomy for secure object-oriented databases,"martin s. olivier , sebastiaan h. von solms",acm transactions on database systems ( tods ),1994.0,0
2217,199,metu interoperable database system sigmod conference,"sema mancuhan , ismailcem budak arpinar , fatma ozcan , pinar koksal , asuman dogac , gökhan özhan , cevdet dengi , ugur halici , cem evrendilek , sena nural , ebru kilic",,1996.0,2475,"the ccube constraint object-oriented database system alexander brodsky , victor e. segal , jia chen , paval a. exarkhopoulo 1999",,international conference on management of data,,0
2218,1181,information systems research at rwth aachen matthias jarke,,sigmod record,1995.0,4215,the database and information system research group at the university of ulm,"peter dadam , wolfgang klas",acm sigmod record,1997.0,0
2219,884,query rewriting for semistructured data sigmod conference 1999,"vasilis vassalos , yannis papakonstantinou",,,3719,unql : a query language and algebra for semistructured data based on structural recursion,"peter buneman , mary fernandez , dan suciu",the vldb journal -- the international journal on very large data bases,2000.0,0
2220,158,temporal database system implementations michael h. böhlen 1995,,sigmod record,,3272,on efficiently implementing schemasql on an sql database system,"laks v. s. lakshmanan , fereidoon sadri , subbu n. subramanian",very large data bases,1999.0,0
2221,1246,on completeness of historical relational query languages acm trans . database syst .,"james clifford , albert croker , alexander tuzhilin",,1994.0,3744,"on completeness of historical relational query languages james clifford , albert croker , alexander tuzhilin acm transactions on database systems ( tods ) 1994",,,,1
2222,925,nonstop sql : scalability and availability for decision support susanne englert 1994,,sigmod conference,,4068,nonstop sql : scalability and availability for decision support susanne englert 1994,,international conference on management of data,,1
2223,2176,"a logical foundation for deductive object-oriented databases mengchi liu , tok wang ling , gillian dobbie acm trans . database syst . 2002",,,,2689,"an efficient method for checking object-oriented database schema correctness a. formica , h. d. groger , m. missikoff 1998",,acm transactions on database systems ( tods ),,0
2224,923,the ccube constraint object-oriented database system sigmod conference,"alexander brodsky , pavel a. exarkhopoulo , victor e. segal , jia chen",,1999.0,4230,query unnesting in object-oriented databases international conference on management of data,leonidas fegaras,,1998.0,0
2225,1865,"manipulating interpolated data is easier than you thought stéphane grumbach , philippe rigaux , luc segoufin",,vldb,2000.0,3826,manipulating interpolated data is easier than you thought very large data bases,"st &#233; phane grumbach , philippe rigaux , luc segoufin",,2000.0,1
2226,1396,evaluating functional joins along nested reference sets in object-relational and object-oriented databases vldb,"alfons kemper , reinhard braumandl , jens claußen",,1998.0,3227,"evaluating functional joins along nested reference sets in object-relational and object-oriented databases reinhard braumandl , jens clau &#223; en , alfons kemper",,very large data bases,1998.0,1
2227,1900,"description logics for semantic query optimization in object-oriented database systems claudio sartori , sonia bergamaschi , domenico beneventano",,acm trans . database syst .,2003.0,2475,"the ccube constraint object-oriented database system alexander brodsky , victor e. segal , jia chen , paval a. exarkhopoulo 1999",,international conference on management of data,,0
2228,376,"data grid management systems arun jagatheesan , arcot rajasekar 2003",,sigmod conference,,2524,"dynamat : a dynamic view management system for data warehouses yannis kotidis , nick roussopoulos international conference on management of data 1999",,,,0
2229,483,"anatomy of a native xml base management system thorsten fiebig , till westmann , robert schiele , guido moerkotte , carl-christian kanne , julia neumann , sven helmer vldb j. 2002",,,,4201,"lore : a database management system for semistructured data jason mchugh , serge abiteboul , roy goldman , dallas quass , jennifer widom acm sigmod record",,,1997.0,0
2230,748,high-concurrency locking in r-trees 1995,"douglas banks , marcel kornacker",vldb,,3554,high-concurrency locking in r-trees very large data bases,"marcel kornacker , douglas banks",,1995.0,1
2231,448,guest editorial alon y. halevy vldb j. 2002,,,,3715,guest editorial malcolm p. atkinson the vldb journal -- the international journal on very large data bases 2000,,,,0
2232,893,book review column,karl aberer,sigmod record,2002.0,2981,book review column karl aberer acm sigmod record 2002,,,,0
2233,2176,"a logical foundation for deductive object-oriented databases mengchi liu , tok wang ling , gillian dobbie acm trans . database syst . 2002",,,,4713,cost-driven vertical class partitioning for methods in object oriented databases 2003,"chi-wai fung , kamalakar karlapalem , qing li",the vldb journal -- the international journal on very large data bases,,0
2234,1528,discover : keyword search in relational databases 2002,"vagelis hristidis , yannis papakonstantinou",vldb,,3622,enhanced abstract data types in object-relational databases,praveen seshadri,the vldb journal -- the international journal on very large data bases,1998.0,0
2235,2193,data partitioning and load balancing in parallel disk systems vldb j.,"gerhard weikum , peter zabback , peter scheuermann",,1998.0,3603,"data placement in shared-nothing parallel database systems manish mehta , david j. dewitt the vldb journal -- the international journal on very large data bases 1997",,,,0
2236,1266,issues in data stream management sigmod record,"lukasz golab , m. tamer özsu",,2003.0,2957,"evolution and change in data management - issues and directions john f. roddick , lina al-jadir , leopoldo bertossi , marlon dumas , florida estrella , heidi gregersen , kathleen hornsby , jens lufter , federica mandreoli , tomi m &#228; nnist &#246; , enric mayol , lex wedemeijer acm sigmod record 2000",,,,0
2237,2108,query unnesting in object-oriented databases leonidas fegaras 1998,,sigmod conference,,2475,"the ccube constraint object-oriented database system alexander brodsky , victor e. segal , jia chen , paval a. exarkhopoulo 1999",,international conference on management of data,,0
2238,606,reordering query execution in tertiary memory databases vldb,"michael stonebraker , sunita sarawagi",,1996.0,3626,"integrating reliable memory in databases wee teck ng , peter m. chen 1998",,the vldb journal -- the international journal on very large data bases,,0
2239,2261,reminiscences on influential papers sigmod record,"kenneth a. ross , beng chin ooi , frank neven",,2003.0,2992,influential papers,ken ross,acm sigmod record,2002.0,0
2240,1405,distributed query evaluation on semistructured data dan suciu,,acm trans . database syst .,2002.0,4323,"lh * - a scalable , distributed data structure witold litwin , marie-anna neimat , donovan a. schneider acm transactions on database systems ( tods )",,,1996.0,0
2241,696,"report on the 4th international conference on mobile data management panos k. chrysanthis , arkady b. zaslavsky , morris sloman sigmod record 2003",,,,4647,report on the 5th international workshop on the design and management of data warehouses ( dmdw ' 03 ) acm sigmod record 2003,"hans j. lenz , panos vassiliadis , manfred jeusfeld , martin staudt",,,0
2242,1310,a framework for information visualisation 1996,"peter j. barclay , kenneth j. mitchell , jessie b. kennedy",sigmod record,,4332,information visualization acm sigmod record,"tiziana catarci , isabel f. cruz",,1996.0,0
2243,313,m-tree : an efficient access method for similarity search in metric spaces 1997,"paolo ciaccia , pavel zezula , marco patella",vldb,,2579,"indexing large metric spaces for similarity search queries tolga bozkaya , meral ozsoyoglu acm transactions on database systems ( tods )",,,1999.0,0
2244,1695,automatic discovery of language models for text databases sigmod conference 1999,"aiqun du , james p. callan , margaret e. connell",,,2836,"models and languages for describing and discovering e-services fabio casati , ming-chien shan",,international conference on management of data,2001.0,0
2245,1358,sampling large databases for association rules 1996,hannu toivonen,vldb,,3962,"an effective hash-based algorithm for mining association rules jong soo park , ming-syan chen , philip s. yu",,international conference on management of data,1995.0,0
2246,652,"strudel : a web-site management system alon y. levy , mary f. fernandez , jaewoo kang , daniela florescu , dan suciu 1997",,sigmod conference,,3676,anatomy of a native xml base management system the vldb journal -- the international journal on very large data bases,"t. fiebig , s. helmer , c.-c . kanne , g. moerkotte , j. neumann , r. schiele , t. westmann",,2002.0,0
2247,2121,mining generalized association rules,"ramakrishnan srikant , rakesh agrawal",vldb,1995.0,3531,sampling large databases for association rules very large data bases 1996,hannu toivonen,,,0
2248,68,"a cost model for clustered object-oriented databases zhao-hui tang , jean-robert gruser , georges gardarin vldb 1995",,,,3568,cost-based selection of path expression processing algorithms in object-oriented databases very large data bases,"georges gardarin , jean-robert gruser , zhao-hui tang",,1996.0,0
2249,1780,the middleware muddle david ritter 1998,,sigmod record,,3108,too much middleware michael stonebraker acm sigmod record 2002,,,,0
2250,2011,promises and realities of active database systems 1995,"eric simon , angelika kotz dittrich",vldb,,4149,text databases : a survey of text models and systems acm sigmod record,arjan loeffen,,1994.0,0
2251,2215,hypothetical queries in an olap environment vldb,"thanos papadimitriou , andrey balmin , yannis papakonstantinou",,2000.0,4514,"spatial queries in dynamic environments yufei tao , dimitris papadias",,acm transactions on database systems ( tods ),2003.0,0
2252,1303,call for book reviews 2003,karl aberer,sigmod record,,3198,book reviews acm sigmod record 2002,karl aberer,,,0
2253,132,semint : a system prototype for semantic integration in heterogeneous databases,"wen-syan li , chris clifton",sigmod conference,1995.0,4664,semantic integration in heterogeneous databases using neural networks 1994,"wen-syan li , chris clifton",very large data bases,,0
2254,1216,merge replication in microsoft 's sql server 7.0 brad hammond,,sigmod conference,1999.0,3403,"hash joins and hash teams in microsoft sql server goetz graefe , ross bunker , shaun cooper",,very large data bases,1998.0,0
2255,715,"efficient filtering of xml documents with xpath expressions rajeev rastogi , pascal felber , chee yong chan , minos n. garofalakis",,vldb j.,2002.0,4548,efficiently publishing relational data as xml documents the vldb journal -- the international journal on very large data bases 2001,"jayavel shanmugasundaram , eugene shekita , rimon barr , michael carey , bruce lindsay , hamid pirahesh , berthold reinwald",,,0
2256,1833,object database evolution using separation of concerns 2000,"peter sawyer , awais rashid",sigmod record,,2917,object database evolution using separation of concerns acm sigmod record 2000,"awais rashid , peter sawyer",,,1
2257,132,semint : a system prototype for semantic integration in heterogeneous databases,"wen-syan li , chris clifton",sigmod conference,1995.0,2887,"niagaracq : a scalable continuous query system for internet databases jianjun chen , david j. dewitt , feng tian , yuan wang international conference on management of data",,,2000.0,0
2258,704,the araneus web-base management system sigmod conference,"giansalvatore mecca , paolo merialdo , alessandro masci , paolo atzeni , giuseppe sindoni",,1998.0,4328,"unisql 's next-generation object-relational database management system albert d'andrea , phil janus",,acm sigmod record,1996.0,0
2259,654,on supporting containment queries in relational database management systems sigmod conference 2001,"guy m. lohman , david j. dewitt , qiong luo , jeffrey f. naughton , chun zhang",,,4551,semantic integrity support in sql :1999 and commercial ( object - ) relational database management systems the vldb journal -- the international journal on very large data bases 2001,"can t &#252; rker , michael gertz",,,0
2260,306,sensor data mining : similarity search and pattern analysis 2002,christos faloutsos,vldb,,3016,special section on data mining for intrusion detection and threat analysis daniel barbar &#225;,,acm sigmod record,2001.0,0
2261,276,"constructing the next 100 database management systems andreas geppert , klaus r. dittrich sigmod record",,,1994.0,3637,"building knowledge base management systems john mylopoulos , vinay chaudhri , dimitris plexousakis , adel shrufi , thodoros topologlou the vldb journal -- the international journal on very large data bases 1996",,,,0
2262,1695,automatic discovery of language models for text databases sigmod conference 1999,"aiqun du , james p. callan , margaret e. connell",,,2703,safe query languages for constraint databases peter z. revesz acm transactions on database systems ( tods ),,,1998.0,0
2263,199,metu interoperable database system sigmod conference,"sema mancuhan , ismailcem budak arpinar , fatma ozcan , pinar koksal , asuman dogac , gökhan özhan , cevdet dengi , ugur halici , cem evrendilek , sena nural , ebru kilic",,1996.0,4008,metu interoperable database system acm sigmod record 1995,"a. dogac , c. dengi , e. kilic , g. ozhan , f. ozcan , s. nural , c. evrendilek , u. halici , b. arpinar , p. koksal , n. kesim , s. mancuhan",,,0
2264,988,size separation spatial join sigmod conference,"kenneth c. sevcik , nick koudas",,1997.0,3224,scalable sweeping-based spatial join very large data bases,"lars arge , octavian procopiuc , sridhar ramaswamy , torsten suel , jeffrey scott vitter",,1998.0,0
2265,2290,efficient view maintenance at data warehouses sigmod conference 1997,"tolga yurek , divyakant agrawal , amr el abbadi , ambuj k. singh",,,4372,"maintenance of data cubes and summary tables in a warehouse inderpal singh mumick , dallan quass , barinderpal singh mumick 1997",,international conference on management of data,,0
2266,1147,issues in network management in the next millennium vldb 1999,"michael l. brodie , surajit chaudhuri",,,4183,sigmod challenges paper : database issues in telecommunications network management 1994,ilsoo ahn,international conference on management of data,,0
2267,237,using schematically heterogeneous structures sigmod conference 1998,renée j. miller,,,3457,using schema matching to simplify heterogeneous data translation 1998,"tova milo , sagit zohar",very large data bases,,0
2268,2410,guest editorial malcolm p. atkinson vldb j. 2000,,,,3715,guest editorial malcolm p. atkinson the vldb journal -- the international journal on very large data bases 2000,,,,1
2269,1385,"a taxonomy for secure object-oriented databases sebastiaan h. von solms , martin s. olivier",,acm trans . database syst .,1994.0,3870,"the hcc-tree : an efficient index structure for object oriented databases b. sreenath , s. seshadri 1994",,very large data bases,,0
2270,1035,"optimization of queries with user-defined predicates kyuseok shim , surajit chaudhuri 1999",,acm trans . database syst .,,4482,stream processing of xpath queries with predicates international conference on management of data,"ashish kumar gupta , dan suciu",,2003.0,0
2271,2011,promises and realities of active database systems 1995,"eric simon , angelika kotz dittrich",vldb,,3604,"analysis of locking behavior in three real database systems vigyan singhal , alan jay smith 1997",,the vldb journal -- the international journal on very large data bases,,0
2272,2121,mining generalized association rules,"ramakrishnan srikant , rakesh agrawal",vldb,1995.0,2729,"communication-efficient distributed mining of association rules assaf schuster , ran wolff",,international conference on management of data,2001.0,0
2273,1229,answering queries using views : a survey vldb j. 2001,alon y. halevy,,,2541,answering complex sql queries using automatic summary tables international conference on management of data,"markos zaharioudakis , roberta cochrane , george lapis , hamid pirahesh , monica urata",,2000.0,0
2274,422,"world wide database - integrating the web , corba , and databases kevin smith , athman bouguettaya , mourad ouzzani , james beard , lily hendra , boualem benatallah 1999",,sigmod conference,,3473,integrating reliable memory in databases 1997,"wee teck ng , peter m. chen",very large data bases,,0
2275,1978,query evaluation in deductive databases with alternating fixpoint semantics 1995,weidong chen,acm trans . database syst .,,4052,space optimization in deductive databases 1995,"divesh srivastava , s. sudarshan , raghu ramakrishnan , jeffrey f. naughton",acm transactions on database systems ( tods ),,0
2276,896,research directions in biodiversity informatics vldb,john l. schnase,,2000.0,4189,"information systems research at george mason university sushil jajodia , daniel barbar &#225; , alex brodsky , larry kerschberg , ami motro , edgar sibley , x. sean wang acm sigmod record",,,1997.0,0
2277,1896,unix rdbms : the next generation bill rosneblatt 1994,,sigmod record,,4179,unix rdbms : the next generation what are the unix relational-database vendors doing to survive in the next generation of client/server environments bill rosenblatt 1994,,acm sigmod record,,1
2278,2056,advances in real-time database systems research sigmod record,azer bestavros,,1996.0,3557,promises and realities of active database systems very large data bases 1995,"eric simon , angelika kotz dittrich",,,0
2279,640,component-based e-commerce : assesment of current practices and future directions,"martin bichler , arie segev , j. leon zhao",sigmod record,1998.0,2483,component-based e-commerce : assessment of current practices and future directions 1998,"martin bichler , arie segev , j. leon zhao",acm sigmod record,,1
2280,2241,"selectivity estimation in spatial databases viswanath poosala , sridhar ramaswamy , swarup acharya sigmod conference 1999",,,,3062,dynamic maintenance of data distribution for selectivity estimation the vldb journal -- the international journal on very large data bases,"kyu young whang , sang wook kim , gio wiederhold",,1994.0,0
2281,1889,performance of future database systems : bottlenecks and bonananzas,chaitanya k. baru,vldb,1996.0,3874,pc database systems - present and future very large data bases 1994,philip a. bernstein,,,0
2282,99,an adaptive query execution system for data integration,"daniel s. weld , alon y. levy , marc friedman , zachary g. ives , daniela florescu",sigmod conference,1999.0,3858,lopix : a system for xml data integration and manipulation wolfgang may,,very large data bases,2001.0,0
2283,1669,"object-oriented , rapid application development in a pc database environment fox development team",,sigmod conference,1995.0,3052,index configuration in object-oriented databases,elisa bertino,the vldb journal -- the international journal on very large data bases,1994.0,0
2284,652,"strudel : a web-site management system alon y. levy , mary f. fernandez , jaewoo kang , daniela florescu , dan suciu 1997",,sigmod conference,,3839,agflow : agent-based cross-enterprise workflow management system very large data bases,"liangzhao zeng , boualem benatallah , phuong nguyen , anne h. h. ngu",,2001.0,0
