index,id,title,authors,venue,year
3616,6386,niagaracq : a scalable continuous query system for internet databases,"j chen , dj dewitt , f tian , y wang","sigmod conference ,",2000.0
3617,6390,please donâ ?? t call it knowledge management,r garner,"computerworld ,",
3618,6397,"support for polylingual persistence , interoperability and naming in object-oriented databases","a kaplan , jcp wileden","technical report tr-96-4 , university of massachusetts , computer",
3619,6400,"garciaâ?º molina , h. ( 1995 ) . generalizing gloss to vectorâ?º space databases and broker hierarchies",l gravano,proc . 21st int . conf . on very large data,
3620,6409,"metu object-oriented database system , demo description",a dogac,"proceedings of acm sigmod intl. conf . on management of data , & hellip ; ,",
3621,6412,updating xml . acm intl,"i tatarinov , zg ives , a halevy , d weld","conference on management of data ( sigmod ) ,",
3622,6421,a theory of aspects,"d walker , s zdancewic , j ligatti",,
3623,6422,concurrency control in group systems,"ca ellis , sj gibbs","sigmod record ( acm special interest group on management of & hellip ; ,",
3624,6425,local verification of global integrity constraints in distributed databases,"a gupta , j widom",,
3625,6428,"developing a high traffic , read-only web site","j nauman , r suorsa",,
3626,6429,referential actions as logic rules,"b ludaescher , w may , g lausen","proceedings of the acm sigact sigmod sigart symposium on & hellip ; ,",1997.0
3627,6430,understanding the global semantics of referential actions using logic rules,"w may , b ludascher","acm transactions on database systems ,",2002.0
3628,6440,a conceptual architecture for semantic enabled web services,"c bussler , a maedche , d fensel","acm sigmod ,",
3629,6442,transaction restarts in prolog database systems,"s acharya , gn buckley",,
3630,6454,spatial operators,"e clementini , p di felice",,
3631,6465,beyond intra-transaction association analysis : mining multi-dimensional intertransaction association,"l feng , h lu , j han","submitted for publication , february ,",
3632,6467,databaseprogramminginmachiavelliâ ?? apolymorphiclanguagewithstatictypeinference,"a ohori , p buneman , v breazu-tannen","acm sigmod intl. conf . on management of data , pages46â ?? 57 ,",
3633,6468,overview of multidatabase transaction management,"y breitbart , h garcia-molina , a silberschatz","the vldb journal the international journal on very large & hellip ; ,",1992.0
3634,6469,bifocal sampling for skew-resistant join size estimation,"s ganguly , pb gibbons , y matias , a silberschatz","sigmod conference ,",1996.0
3635,6472,mil primitives for querying a fragmented world,"pa boncz , ml kersten","the vldb journal the international journal on very large & hellip ; ,",1999.0
3636,6480,efficient evaluation of queries in a mediator for websources,"v zadorozhny , l raschid , me vidal","sigmod conference ,",2002.0
3637,6481,using semantic networks for database management,"n roussopoulos , j mylopoulos","vldb ,",
3638,6485,lore : a lightweight object repository for semistructured data,d quass,"proceedings of the 1996 acm sigmod international conference & hellip ; ,",1996.0
3639,6489,enterprise information portals,m white,"electronic library ,",2000.0
3640,6494,optimization techniques for queries with expensive methods,jm hellerstein,"acm transactions on database systems ,",1998.0
3641,6499,functionalitiesand limitationsof current workflow management systems,"g alonso , d agrawal , a el abbadi , c mohan","technical report , ibm almaden research center , 1997 . to appear",
3642,6512,holistic twig joins : optimal xml pattern matching,"n bruno , n koudas , d srivastava",,
3643,6515,making b + - trees cache conscious in main memory,"jr rr , ka ross",proceedings of the acm sigmod international conference on,
3644,6519,integration of spatial join algorithms for joining multiple inputs,"n mamoulis , d papadias","proc . sigmod intl. conf . on management of data ,",1999.0
3645,6521,core competence management in business process reengineering,"zp fan , y li","proceedings of 1999 international conference of management & hellip ; ,",1999.0
3646,6551,data grid management systems,"a rajasekar , a jagatheesan","proceedings of the 2003 acm sigmod international conference & hellip ; ,",
3647,6555,"umform techniques for loop optimization , in proceedings of the acm international conference on",w pugh,,1991.0
3648,6557,fractal telecommunications networks,s appleby,"bt technology journal ,",1994.0
3649,6560,the ccube constraint object-oriented database system : an overview,"a brodsky , ve segal","proc . second international workshop on constraint database & hellip ; ,",
3650,6561,the design and evaluation of a high-performance soft keyboard alternative to qwerty,"s mackenzie , sx zhang","proceedings of acm chi ,",
3651,6574,efficient monitoring of database assertions,"m hammer , sk sarin",proceedings of the 1978 acm sigmod international conference,
3652,6580,laser-produced ion streams useful for technological applications,"j wolowski , j badziak , fp boody , s gammino , k","proc . 28th eclim ,",
3653,6586,a multilevel composability model for semantic web services,b medjahed,"ieee transactions on knowledge and data engineering ,",2004.0
3654,6596,an algorithm for answering queries efficiently using views,p mitra,,
3655,6599,"distributed concurrency control performance : a study of algorithms , distribution , and replication","mj carey , m livny","vldb ,",1988.0
3656,6601,ofs : an integrated form management system,d tsichritzis,"vldb ,",1980.0
3657,6617,improved query performance with variant indexes . sigmod intl. conf,"p ã?neill , d quass","on management of data , tucson ,",
3658,6626,semantic compression and pattern extraction with fascicles,"hv jagadish , j madar , rt ng","& hellip ; international conference on very large data bases table of & hellip ; ,",1999.0
3659,6628,an information quality management framework for cooperative information systems,"p missier , c batini",,
3660,6638,data integration and warehousing in telecom italia,s trisolini,"sigmod conference ,",1999.0
3661,6640,sequential pattern mining with approximated constraints,"c antunes , al oliveira",,
3662,6642,madeus : an authoring enivironment interactive multimedia documents,"m jourdan , c roisin , l sabry-ismail , l tardif",proceedings of acm,
3663,6645,object model for database end-user interfaces-in proc,"m gyssens , j paredaens , dvga graph-oriented","acm sigmod conference on the management of data , atlantic",
3664,6647,"efficient optimistic concurrency control using loosely synchronized clocks , acm sigmod int","a adya , r gruber , b liskov , u maheshwari","conf . on management of data ,",
3665,6663,access path selection in a relational database management,pg selingerâ ? ¦,"proc . of the acm sigmod conference on management of data ,",
3666,6664,"rights of tods readers , authors and reviewers",rt snodgrass,"sigmod record ,",2002.0
3667,6665,tree pattern aggregation for scalable xml data dissemination,"cy chan , w fan , p felber , mn garofalakis , r","vldb ,",2002.0
3668,6673,"panel : future directions of database research-the vldb broadening strategy , part 1",hj schek,"proceedings of the international conference on very large & hellip ; ,",2000.0
3669,6677,replicated data management in distributed database systems,sh son,"sigmod record ,",1988.0
3670,6681,the asilomar report on database research,"p bernstein , m brodie , s ceri , d dewitt , mj","sigmod record ,",1998.0
3671,6685,a schema partition for multimedia database management systems,v turau,,
3672,6688,bidirectional expansion for keyword search on graph databases,"v kacholia , s pandit , s chakrabarti , s sudarshan ,","proceedings of the 31st international conference on very & hellip ; ,",2005.0
3673,6692,picodbms : validation and experience,"n anciaux , c bobineau , l bouganim , p pucheral , p","proceedings of the international conference on very large & hellip ; ,",2001.0
3674,6703,book review column,k aberer,sigmod,2002.0
3675,6706,rewering aggregate queries using views,"s cohen , w nutt , a serebrenik","proc of the 18th acm sigact sigmod sigart symp on principles & hellip ; ,",
3676,6708,towards a benchmark for the evaluation of software testing techniques,"j miller , m roper , m wood , a brooks","information and software technology ,",1995.0
3677,6711,"implementing data cubes efficiently . acm sigmod proceedings 1996 , and via ftp db","v harinarayan , r rajaraman , jd ullman",stanford . edu as,
3678,6714,probabilistic optimization of top n queries,ddr ramakrishnan,,1999.0
3679,6738,the hyperion project : from data integration to data coordination,m arenasâ ? ¦,"sigmod record ,",2003.0
3680,6741,information integration : the momis project demonstration,"s bergamaschi , s castano , a corni , r guidetti , g",26th vldb : int . conf . on very large,
3681,6742,approximate query processing : taming the terabytes !,a tutorial,,
3682,6754,deadlock detection in distributed databases : a new algorithm and a comparative performance,"n krivokapãc , a kemper , e gudes","the vldb journal ,",
3683,6775,the database research group at eth zurich,"mc norrie , s blott , hj schek , g weikum","sigmod record ,",1994.0
3684,6780,y. 1990 . randomized algorithms for optimizing large join queries,"y ioannidis , cha kang",proc . acm sigmod int . conf . on management of,
3685,6782,theoretically sound transformations for practical database design,"a rosenthal , ds reiner","proceedings of the sixth international conference on entity - & hellip ; ,",1987.0
3686,6785,epidemic algorithms in replicated databases,r steinke,,
3687,6792,approximate similarity search in high dimensions via hashing,"a gionis , p indyk , r motwani",,
3688,6795,eddies : continuously adaptive query processing,"jm hellerstein , r avnur",proceedings of the acm sigmod international conference on,
3689,6805,ã cents â ? ¬ å?catching the boat with strudel : experiences with a web-site management systemã cents â ? ¬ â ?,"mf fernandez , d florescu , j kang , ay levy , d suciu",proc . of the acm sigmod,
3690,6819,mv3r-tree : a spatio-temporal access method for timestamp and interval queries,"t yufei , d papadias",,2000.0
3691,6836,keeping your private information private,b glass,"pc magazine ,",
3692,6838,computing geographical scopes of web resources . in proceedings of the 26th,"j ding , l gravano , n shivakumar","vlbd conference ,",
3693,6844,web services and information delivering for diverse environments,"j freire , b kumar","vldb conference cairo , october ,",
3694,6850,user adaptive exploration of olap data cubes,s sarawagi,proc . vldb,
3695,6852,semantic adaptation of schema mappings when schemas evolve,"c yu , l popa","proceedings of the 31st international conference on very & hellip ; ,",2005.0
3696,6853,special section on data mining for intrusion detection and threat analysis,d barbarã ¡,"acm sigmod record ,",2001.0
3697,6855,a distributed heterogeneoussutercomputing management system,"g arif , j yang","ieee computer ,",
3698,6868,an extensible compressor for xml data,"h liefke , d suciu","sigmod record ,",2000.0
3699,6874,broadcast disks : data management for asymmetric communications environments,"sa vi , r alonso , m franklin , s zdonik",proceedings of the acm sigmod conference on management of,
3700,6879,the r * - tree : an efficient and robust access mehod for points and rectangles,"t brinkhoff , hp kriegel , r schneider , b seeger","proc . acm sigmod ,",
3701,6881,"pattern matching and pattern discovery in scientific , program , and document databases","jtl wang , k zhang , d shasha","proceedings of the 1995 acm sigmod international conference & hellip ; ,",1995.0
3702,6882,k. smith entity modeling in the mls relational model,m winslett,proceedings of the 18th international conference on,
3703,6887,multimedia documents with elastic time,"my kim , j song","& hellip ; of the third acm international conference on multimedia ,",1995.0
3704,6889,nulls in relational databases : revised,r kocharekar,"acm sigmod record ,",1989.0
3705,6890,object-oriented querrying of existing relational databases,"da keim , hp kriegel , a miethsam",,
3706,6891,"kweelt : more than just â ?? yet another framework to query xml!â ?? , sigmod demonstration session ,",a sahuguet,,
3707,6892,infoharness : use ofautomatically generated metadata for search and retrieval ofheterogeneous,"l shkiar , a sheth , v kashyap , k shah",,
3708,6893,others . the r * - tree : an efficient and robust access method for points and rectangles,n beckmann,proceedings of the acm sigmod,
3709,6894,building applications with microsoft outlook version 2002,r byrne,,2001.0
3710,6899,the hybrid tree : an index structure for high dimensional feature spaces,"k chakrabarti , s mehrotra",,
3711,6903,some efficient algorithms for rough set methods,"sh nguyen , hs nguyen",proc .,
3712,6915,xcerpt and visxcerpt : from pattern-based to visual querying of xml and semistructured data,"s berger , f bry , s schaffert , c wieser","proceedings of the international conference on very large & hellip ; ,",2003.0
3713,6930,multi-table joins through bitmapped join indices,"on o'ngg95 patrick , g graefe","acm sigmod record ,",
3714,6947,on localized prediction for power efficient object tracking in sensor networks,"y xu , wc lee","proceedings of the 23rd international conference on & hellip ; ,",2003.0
3715,6948,fast similarity search in the presence of longitudinal scaling in time series databases,ej keogh,,
3716,6952,schneider m. realm-based spatial data types : the rose algebra,rh gtifing,,1995.0
3717,6958,data partitioning and load balancing in parallel disk systems,"p scheuermann , g weikum , p zabback","the vldb journal the international journal on very large & hellip ; ,",1998.0
3718,6969,fault-tolerant architectures for continuous media servers,", r rastogi , pj shenoy , a silberschatz","sigmod conference ,",1996.0
3719,6975,supporting state-wide immunization tracking using multi-paradigm workflow tech,"a sheth , k kochut , j millerâ ? ¦","proc . 22nd vldb conf. , bombay , india ,",
3720,6982,efficient concurrency control for broadcast environments,"j shanmugasundaram , a nithrakashyap , r","sigmod conference ,",1999.0
3721,6984,sina : scalable incremental processing of continuous queries in spatio-temporal databases,"mf mokbel , x xiong , wg aref","proc . sigmod conf ,",2004.0
3722,6998,freshness-driven adaptive caching for dynamic content web sites,"ws li , o po , wp hsiung , ks candan , d agrawal","data & knowledge engineering ,",2003.0
3723,6999,the next generation of uppaal,"a david , g behrmann , kg larsen , w yi",,
3724,7001,an annotated bibliography of grasp,"p festa , mgc resende",operations research,
3725,7004,": supplement to the proceedings of the 18th british national conference on databases at ral , 9-11",w id,,
3726,7006,an extensible database system for spatio-temporal queries,"c chen , h wang , c zaniolo","submitted for publication ,",
3727,7011,query by image and video content,"m flickner , h sawhney , w niblack , j ashley , q","ieee computer ,",
3728,7012,efficient algorithms for processing xpath queries,"g gottlob , c koch , r pichler","acm transactions on database systems ,",2005.0
3729,7025,distributed deviation detection in sensor networks,"tpdpv kalogeraki , d gunopulos","sigmod record ,",2003.0
3730,7033,quotient cube and qc-tree : efficient summarizations for semantic olap,y zhao,,2003.0
3731,7039,technologies for e-services,"f casati , d georgakopoulos",,
3732,7041,temporal database bibliography update,"acms record , s record","sigmod record ,",1982.0
3733,7044,an adaptive peer-to-peer network for distributed caching of olap results,p kalnis,"sigmod conference ,",2002.0
3734,7046,sql-like operator for mining association rules,"r meo , g psaila , s ceri , a new","proceedings of international conference on very large & hellip ; ,",
3735,7065,scalable parallel data mining for association rules,eh hanâ ? ¦,"sigmod conference ,",1997.0
3736,7066,xtract : a system for extracting document type descriptors from xml documents,"a gionis , m garofalakis , r rastogi , s seshadri , k","proc . of acmsigmod 2000 international conference on & hellip ; ,",
3737,7071,grid and applications ( industrial session ),f leymann,"vldb ,",2003.0
3738,7073,spotfire : an information exploration environment,c ahlberg,"sigmod record ,",1996.0
3739,7074,the nimble integration system,"d draper , ay halevy , ds weld","proc . of sigmod ,",
3740,7089,incremental maintenance od externally materialized views,"m staudy , m jarke","the proceedings of the 22th very large database ( vldb ) & hellip ; ,",
3741,7093,"a structured approach for the definition of the semantics of active databases . tech . pep . 95-028 ,","p fraternali , l tanca","acm trans . database syst . ( to appear ) ,",
3742,7094,"bpredator : a resource for database research , â ?? â ??",p seshadri,sigmod,
3743,7103,the implementation and performance of compressed databases,twd kossmann,,
3744,7114,disjunctive queries in object bases,"a kemper , g moerkotte , k peithner , m steinbrunn","proc . of the acm sigmod conf . on management of data ,",
3745,7115,"a study of concurrency control in real-time , active database systems","a datta , sh son","ieee transactions on knowledge and data engineering ,",2002.0
3746,7117,"temporal coalescing with now , incomplete information , and granularity",ce dyreson,proceedings of,
3747,7122,generalizinggloss to vector-space databases and broker hierachies,lgh garcia-molina,"proceedings of the 21st international conference on very & hellip ; ,",
3748,7137,the knowledge based management systems project .,"g wiederhold , j kaplan , d sagalowicz","acm sigmod record ,",
3749,7151,a data model and data structures for moving objects databases,"e nardelli , m schneider , l forlizzi , rh gã 1/4 ting","acm sigmod ,",
3750,7163,srinivasan . accessing relational databases fromtheworld wide web,t nguyenandv,"proc . acm sigmod conference ,",
3751,7179,automating physical database design in a parallel database,j rao,"sigmod conference ,",2002.0
3752,7195,implementation of an agent-based business process,g pang,,
3753,7197,building distributed control systems using distributed active realtime databases,m lundin,,1998.0
3754,7198,multi-dimensional constrained gradients in data cubes,"g dong , j han , j lam , j pei , k wang",proceedings of 27th international conference on very large,
3755,7205,an integrated color-spatial approach to content-based image retrieval,"h wynne , ts chua , hk pung","proc . acm multimedia ,",
3756,7206,fast high-dimensional data search in incomplete databases,"bc ooi , ch goh , kl tan","vldb ,",1998.0
3757,7208,eddies : continuous query optimization,"r avnur , j hellerstein","proceedings of sigmod ,",
3758,7211,deriving production rules for incremental rule maintenance,"s ceri , j widom","proceedings of the 17th vldb conference ,",
3759,7215,constraintlisp : an object-oriented constraint programming language ',"b liu , yw ku","acm sigplan notices ,",1992.0
3760,7219,"shutdown , budget , and funding",x qian,"sigmod record ,",1996.0
3761,7222,a general solution of the n-dimensional b-tree problem,m freeston,"sigmod conference ,",1995.0
3762,7224,a graphical query language suplx ~ rting recursion,"if cruz , ao mendelzon , pt wood","proc . acm sigmod conf . on management of data ,",
3763,7233,an empirical evaluation of defect testing techniques,"m roper , m wood , j miller","information and software technology ,",
3764,7235,idi : informative summarization of differences in multidimensional aggregates,s sarawagi,,
3765,7253,the impact of xml on databases and data sharing,"l seligman , a rosenthal",,
3766,7260,"lof : identifying densitybased local outliers , acm sigmod conference , vol","mm breunig , hp kriegel , rt ng , j sander","dallas , tx , may ,",
3767,7265,locking protocols for materialized aggregate join views,"g luo , jf naughton , cj ellmann , mw watzke","proceedings of the international conference on very large & hellip ; ,",2003.0
3768,7268,the merge/purge problem for large databases,s stolfo,"proceedings of the acm sigmod conference on management of & hellip ; ,",1995.0
3769,7272,on the performance of bitmap indices for high cardinality attributes,"k wu , e otoo , a shoshani","proceedings of the international conference on very large & hellip ; ,",2004.0
3770,7274,an algebraic approach to rule analysis in expert database systems,"e baralis , j widom","proceedings of the international conference on very large & hellip ; ,",1994.0
3771,7285,"hill , and da wood . dbmss on a modern processor : where does time go in","ag adhw , dj ailamaki , md dewitt",proceedings of the international conference on very large,
3772,7292,"industrial panel on data warehousing technologies : experiences , challenges , and directions",u dayal,"proceedings of the 25th international conference on very & hellip ; ,",1999.0
3773,7294,report on the edbtâ ?? 04 workshop on database technologies for handling xml information on the web,"m mesiti , b catania , g guerrini , a chaudhri","sigmod record ,",2004.0
3774,7301,catching the boat with strudel : experiences with a web-site management system,", d florescu , j kang","sigmod conference ,",1998.0
3775,7305,the sequoia storage benchmark,"m stonebraker , j frew , k gardels , j meredith",acm sigmod international conference on management of,
3776,7307,agent-based semantic interoperability in infosleuth .,acms anthology,"sigmod record ,",1999.0
3777,7328,modelling events in database applications design,"v de antonellis , b zonta",proceedings of the 7th vldb,
3778,7332,matntenance of views,"o shmueh , a ira",,
3779,7353,on the semantics of â ?? now ` in databases,rt snodgrass,"acm transactions on database systems ,",
3780,7355,on the computation of relational view complements,"j lechtenborger , g vossen","acm transactions on database systems ,",2003.0
3781,7363,metadata in video databases,"r jain , a hampapur","sigmod record ,",1994.0
3782,7373,data stream management system for mavhome,"q jiang , s chakravarthy",,
3783,7374,sequnce query processing,"p seshadri , m livny , r ramakrishnan","proc . of the acm sigmod conf. , pages430441 , minneapolis , mn , & hellip ; ,",
3784,7386,odmg-93 : a standard for object-oriented dbmss,rgg cattell,,
3785,7390,c. faloutsos estimating the selectivity of spatial queries using the â ?? correlationâ ?? fractal,a belussi,"conference proceedings of vldb , zurich , switzerland , sept ,",
3786,7397,towards self-tuning data placement in parallel database systems,"ml lee , m kitsuregawa , bc ooi , kl tan , a mondal","sigmod conference ,",2000.0
3787,7419,the complexity of transformation-based join enumeration,"a pellenkoft1t2 , ca galindo-legaria , m kersten",,
3788,7420,integrating spatial and temporal databases,s report,,
3789,7424,managing a db2 parallel edition database,g fecteau,"proceedings of the international conference on very large & hellip ; ,",1995.0
3790,7430,for multimedia pcs,"a peleg , u weiser","comm . acm ,",1997.0
3791,7450,"role-based security , object oriented databases and separation of duty","m nyanchama , s osborn","acm sigmod record ,",1993.0
3792,7459,microsoft . corn : a high-scale data management and transaction processing solution,s kennamer,"sigmod record ,",1998.0
3793,7461,using semantic knowledge for transaction processing in a distributed database,h garcia-molina,"acm transactions on database systems ( tods ) ,",1983.0
3794,7469,census of marine life : fishing industry perspectives,tj lassen,"oceanography-washington dc-oceanography society - ,",1999.0
3795,7476,an interactive query language for external data bases,"fh lochovsky , d tsichritzis","vldb ,",1982.0
3796,7478,"d. ( 1995 ) . fastmap : a fast algorithm for indexing , data-mining and visualization of traditional and","c faloutsos , ki lin",proceedings of,
3797,7483,relational data base machines,"dcp smith , jm smith","ieee computer ,",
3798,7491,predicate migration placement,jm hellerstein,"proc . of acm sigmod , minneapolis ,",
3799,7492,"incremental maintenance of views with duplicates , '' in \ \ proceedings of acm-sigmod international","t griffin , l libkin","san jose , ca , may ,",
3800,7500,an affiliated search system for an electronic commerce and software component architecture,"i paik , t han , d oh , s ha , d park","information and software technology ,",2003.0
3801,7504,distributed transaction support for workflow management applications,"j vonk , p grefen , e boertjes , p apers","procs . 10th int . conf . on database and expert system & hellip ; ,",
3802,7505,"vr ; agrawal , d. ; singh , ak dimensionality reduction for similarity searching in dynamic databases",k kanth,international conference on management of,
3803,7509,temporal database system implementations,mh bohlen,"acm sigmod record ,",
3804,7510,answering sql queries using views,"s dar , hv jagadish , ay levy , d srivastava","proc . of vldb ,",
3805,7513,an alternative storage organization for rolap aggregate views based on cubetrees,"y kotidis , n roussopoulos","sigmod conference ,",1998.0
3806,7518,mining system audit data : opportunitiesandchallenges,"w lee , w fan","sigmod record ,",
3807,7522,objectglobe : ubiquitous query processing on the internet,"r braumandl , m keidl , a kemper , d kossmann , a","the vldb journal the international journal on very large & hellip ; ,",2001.0
3808,7524,implementing total quality management : an overview,jr jablonski,,1991.0
3809,7525,database systems : achievements and opportunities into the 21st century,"a silberschatz , m stonebraker , j ullman","sigmod record ,",
3810,7528,research directions in biodiversity informatics,jl schnase,"proceedings of the international conference on very large & hellip ; ,",2000.0
3811,7529,index configuration in object-oriented databases,e bertino,"the vldb journal the international journal on very large & hellip ; ,",1994.0
3812,7534,updating knowledge bases while maintaining consistency,"e teniente , a olivã ©",the vldb,
3813,7535,evolvable view environment ( eve ) : non-equivalent view maintenance under schema changes,"ea rundensteiner , a koeller , x zhang , aj lee , a","proceedings of the 1999 acm sigmod international conference & hellip ; ,",1999.0
3814,7543,optimizing location detection services in wireless sensor networks,"ic paschalidis , s ray",,
3815,7546,the maxc systems,er fiala,"ieee computer ,",
3816,7548,database research at arizona state university,"sd urban , sw dietrich , f golshani","sigmod record ,",1996.0
3817,7552,semantic video indexing : approach and issues,a hampapur,"sigmod record ,",1999.0
3818,7556,the cougar approach to innetwork query processing in sensor networks,"a wand , a chandrakasan","acm sigmod record ,",
3819,7559,on the implementation of a simple class of logic queries for databases,d saccã,"proceedings of the fifth acm sigact-sigmod symposium on & hellip ; ,",1985.0
3820,7560,dwms : data warehouse management system,n mohan,"proceedings of the international conference on very large & hellip ; ,",1996.0
3821,7563,modular implementation of extended transaction models,"rs barga , c pu , a practical",proceedings of the 21th international conference on very,
3822,7564,introduction to object-oriented databases,w kim,,
3823,7572,privacy-preserving mining of association rules,"v krishnan , i mumbai , s agrawal , i bangalore , j",,
3824,7574,italian electronic identity card - principle and architecture,m gentili,"proceedings of the international conference on very large & hellip ; ,",2001.0
3825,7582,"database systems { breaking out the box . sigmod record , 26 ( 3 )","a silberschatz , s zdonik",,1997.0
3826,7594,a discussion of indices for the evaluation of fuzzy associations in relational databases,"d dubois , h prade , t sudkamp",,
3827,7597,learning to match ontologies,"a doan , j madhavan , r dhamankar , p domingos , ay","vldb journal ,",
3828,7601,"oo , what 's happening to db2 ?","m carey , d chamberlin","proc . acm sigmod int &#39; l conf . management of data ,",1999.0
3829,7606,query cachingand optimization in distributed mediator systems,"s adali , ks candan , y papakonstantinou , vs","proceedingsof the acm sigmod conference ,",
3830,7625,integrity constraints checking in deductive databases,vldb.org,"vldb ,",1991.0
3831,7628,data streams : fresh current or stagnant backwater ? ( panel ),jm hellerstein,,
3832,7643,database research activities at the university of vienna,"am tjoa , g vinek","acm sigmod record ,",1992.0
3833,7654,what is the data warehousing problem,"a gupta , is mumick",are materialized views the,
3834,7655,bulk loading revisited,"jl wiener , jf naughton","proceedings of the 21th international conference on very & hellip ; ,",
3835,7669,storyof programming languages,"tj bergin jr , rg gibson jr",,1996.0
3836,7674,an introduction to real-time operating systems : scheduling theory,cw mercer,"unpublished manuscript ,",1992.0
3837,7677,on similarity-based queries for time series data,d rafiei,,
3838,7698,a shrinking-based approach for multi-dimensional data analysis,"y shi , y song , a zhang","proceedings of the international conference on very large & hellip ; ,",2003.0
3839,7701,foreword,pa simon,"advances in space research ,",1984.0
3840,7702,panel : real-time databases,k ramamritham,"proc . of the 17th intl. vldb conf. , barcelona , september ,",
3841,7707,random data perturbation of non-normal data,"r sarathy , k muralidhar",,
3842,7720,agent-based business process management,"nr jennings , p faratin , mj johnson , tj norman , me",,
3843,7728,"change , k. , garcia-molina , h. , paepcke , a. : starts stanford proposal for internet meta-searching",l fravano,proceedings of the acm-sigmod international conference on,
3844,7729,an introduction to deductive database languages and systems,"k ramamohanarao , j harland","the vldb journal the international journal on very large & hellip ; ,",1994.0
3845,7744,"k , shim , fast similarity search in the presence of noise , scaling and translation in time series","r agrawal , ki lin , hs sawhney",proceedings of the 21 vldb,
3846,7751,the active database system manifesto : a rulebase of adbms features,"kr dittrich , s giatziu , a geppert","proc . ( rids ) , athens , greece , september ,",
3847,7752,models and issues in data streams,"b babcock , s babu , m datar , r motwani , j widom","proc . 21st acm sigact-sigmod-sigart symp . principles of & hellip ; ,",
3848,7755,"lanham boon thau loo scott shenker _ ion stoica , querying the internet with pier",rhjmh nick,"proceedings of the 29th vldb conference , berlin , germany ,",
3849,7756,â ?? sim : a database system based on semantic model .,"d jagannathan , rl guck , bl fritchman , jp thompson ,",proceedings of sigmod international conference on management,
3850,7760,valid-time indeterminacy,"ce dyreson , rt snodgrass",,
3851,7762,iscsi performance and architecture and comparison to other protocols,"j menon , c fuentes","ibm corporation , almaden research center report ( february 21",
3852,7776,logic and algebraic languages for interoperability in multidatabase systems,"lvs lakshmanan , f sadri , in subramanian",,
3853,7781,"fast algorithms for mining association rules in large databasesâ '' , bocca jb , jarke m. , zaniolo c. ,","r agrawal , r srikant","& hellip ; conference on very large data bases ( vldbâ ?? 94 ) , santiago de",
3854,7788,concurrency control and recovery for balanced b-link trees,"i jaluta , s sippu , e soisalon-soininen","the vldb journal the international journal on very large & hellip ; ,",2005.0
3855,7789,fast computation of sparse databases algorithms for materialized view design in data warehousing,"j yang , kk karlapalem , q li","proc . 23rd vldb conf. , athens , greece ,",
3856,7797,statistical synopses for graph-structured data,"n polyzotis , m garofalakis","proceedings of sigmod ,",
3857,7806,efficient user-adaptable similarity search in large multimedia databases,"s thomas , h kriegel","proc . 23th int . conf . on vldb ,",
3858,7807,processing with possibly uncooperative local systems,"c yu , g philip , wmdtn query","technical report , dept. of cs , university of illinois at chicago",
3859,7819,a multi-similarity algebra,"s adalä ± , p bonatti , ml sapino , vs subrahmanian","proc . of sigmod , l. haas and a. tiwary",
3860,7822,"fast , randomized join-order selection-why use transformations ?","c galindo-legaria , a pellenkoft , ml kersten","vldb ,",1994.0
3861,7823,"bw , and watson , v. system r relational approach to database management","mm astrarlan , mw blasgen , dd chamberlin , kp","acm trans database syst ,",
3862,7842,algebraic manipulation of scientific datasets,b howe,"proceedings of the international conference on very large & hellip ; ,",2004.0
3863,7844,fast algorithms for mining association rules in large databases,"r agrawal , r srikant",,1994.0
3864,7876,parallel query optimization for shared memory multiprocessors,"h lu , mc shan , kl tan","proceedings of 17th vldb conference , august ,",
3865,7884,p. marron the multiview project : object-oriented view technology and applications,"e rundensteiner , h kuno , y ra , v crestana-taube , m",proc . of the acm sigmod international conference on,
3866,7885,intelligent integration ofinformation,g wiederhold,& hellip ; the acm sigmod international conference on management of,
3867,7886,"r. , et al. , 1994 , tsql2 language specification",s dgrass,acm sigmod,
3868,7894,rainforestâ ?? a framework for fast decision tree construction of large datasets,"j gehrke , r ramakrishnan , v ganti","data mining and knowledge discovery ,",2000.0
3869,7900,xirql-an esteoslon of xql for information retrieval paper presented at the acm sigir 2000 workshop,n fuhr,"athens . greece ,",
3870,7904,a super scalar sort algorithm for risc urocessors,ca lami ramesh,"proc . sigmod intl. conf : on managâ ?? ement of data ,",
3871,7905,"a query language and optimization techniques for unstructured data . university of pennsylvania ,","p buneman , s davidson , g hillebrand , d suciu","technical report ms-cis 96-09 ,",
3872,7906,editorial,"p muschamp , j hill","bt technology journal ,",2004.0
3873,7908,semistructured and structured data in the web : going back and forth,"p merialdo , p atzeni , g mecca","& hellip ; the management of semistructured data ( in conjunction with & hellip ; ,",
3874,7916,guest editorial,c allocchio,"computer networks ,",2000.0
3875,7917,mining sequential patterns across data streams,"g chen , x wu , x zhu",,
3876,7934,the gmap : a versatile tool for physical data independence,"og tsatalos , mh solomon , ye ioannidis","the vldb journal the international journal on very large & hellip ; ,",1996.0
3877,7945,data management for earth system science,"j frew , j dozier","sigmod record ,",1997.0
3878,7950,representing and querying xml with incomplete information,"s abiteboul , l segoufin , v vianu",,
3879,7951,efficient resumption of interrupted warehouse loads,"w labio , jl wiener , h garcia-molina , v gorelik","sigmod conference ,",2000.0
3880,7954,on real-time transactions,jsw zhao,acm sigmod record ( mar. .,
