index,id,title,authors,venue,year
511,537,a comparative study of alternative middle tier caching solutions to support dynamic web content acceleration,"anindya datta , kaushik dutta , helen m. thomas , debra e. vandermeer , krithi ramamritham , dan fishman",vldb,2001
512,538,a new sql-like operator for mining association rules,"giuseppe psaila , stefano ceri , rosa meo",vldb,1996
513,539,tutorial : application servers and associated technologies,c. mohan,sigmod conference,2002
514,541,java support for data-intensive systems : experiences building the telegraph dataflow system,"michael j. franklin , samuel madden , joseph m. hellerstein , mehul a. shah",sigmod record,2001
515,542,optimizing queries with universal quantification in object-oriented and object-relational databases,"guido moerkotte , jens claußen , klaus peithner , alfons kemper",vldb,1997
516,543,an efficient bitmap encoding scheme for selection queries,"chee yong chan , yannis e. ioannidis",sigmod conference,1999
517,544,the third manifesto,"c. j. date , hugh darwen",sigmod record,1995
518,545,data placement in shared-nothing parallel database systems,"manish mehta , david j. dewitt",vldb j.,1997
519,546,the bess object storage manager : architecture overview,"alexandros biliris , euthimios panagos",sigmod record,1996
520,547,the cougar project : a work-in-progress report,"agathoniki trigoni , rajmohan rajaraman , alan j. demers , yong yao , johannes gehrke",sigmod record,2003
521,548,model-based information integration in a neuroscience mediator system,"bertram ludäscher , amarnath gupta , maryann e. martone",vldb,2000
522,549,space-efficient online computation of quantile summaries,"sanjeev khanna , michael greenwald",sigmod conference,2001
523,551,the pointcast network,"vibha dayal , satish ramakrishnan",sigmod conference,1998
524,552,integration approaches for cim,moira c. norrie,sigmod conference,1995
525,553,toward network data independence,joseph m. hellerstein,sigmod record,2003
526,554,cq : a personalized update monitoring toolkit,"david buttler , tong zhou , ling liu , paul benninghoff , wei han , calton pu , fenghua yu , wei tang , john biggs",sigmod conference,1998
527,555,the lowell report,"hans-jörg schek , michael stonebraker , jim gray , jeffrey d. ullman",sigmod conference,2003
528,556,distributing queries over low-power wireless sensor networks,"samuel madden , joseph m. hellerstein",sigmod conference,2002
529,557,closest pair queries in spatial databases,"yannis theodoridis , yannis manolopoulos , antonio corral , michael vassilakopoulos",sigmod conference,2000
530,558,control strategies for complex relational query processing in shared nothing systems,"lionel brunie , harald kosch",sigmod record,1996
531,560,generic schema matching with cupid,"philip a. bernstein , erhard rahm , jayant madhavan",vldb,2001
532,561,a query language and optimization techniques for unstructured data,"gerd g. hillebrand , peter buneman , susan b. davidson , dan suciu",sigmod conference,1996
533,562,bess : storage support for interactive visualization systems,"william o'connell , thomas a. funkhouser , alexandros biliris , euthimios panagos",sigmod conference,1996
534,563,optimizing object queries using an effective calculus,"leonidas fegaras , david maier",acm trans . database syst .,2000
535,564,an early look at xquery,"andrew eisenberg , jim melton",sigmod record,2002
536,565,the complexity of transformation-based join enumeration,"césar a. galindo-legaria , martin l. kersten , arjan pellenkoft",vldb,1997
537,567,a data transformation system for biological data sources,"susan b. davidson , limsoon wong , kyle hart , peter buneman , g. christian overton",vldb,1995
538,568,similarity search in high dimensions via hashing,"rajeev motwani , aristides gionis , piotr indyk",vldb,1999
539,569,object normal forms and dependency constraints for object-oriented schemata,"zahir tari , stefano spaccapietra , john stokes",acm trans . database syst .,1997
540,570,cacheportal ii : acceleration of very large scale data center-hosted database-driven web applications,"wang-pin hsiung , kunihiro taniguchi , yusuf akca , oliver po , wen-syan li , divyakant agrawal , k. selçuk candan",vldb,2003
541,571,structural function inlining technique for structurally recursive xml queries,"jun-ki min , chin-wan chung , chang-won park",vldb,2002
542,572,offering a precision-performance tradeoff for aggregation queries over replicated data,"jennifer widom , chris olston",vldb,2000
543,573,tavant system architecture for sell-side channel management,"subbu n. subramanian , srinivasa narayanan",vldb,2001
544,574,clustering validity checking methods : part ii,"michalis vazirgiannis , maria halkidi , yannis batistakis",sigmod record,2002
545,575,reminiscences on influential papers,"theodore johnson , amr el abbadi , richard t. snodgrass , kenneth a. ross",sigmod record,2002
546,576,efficient evaluation of queries in a mediator for websources,"tolga urhan , laura bright , vladimir zadorozhny , maria-esther vidal , louiqa raschid",sigmod conference,2002
547,577,d ( k ) - index : an adaptive structural summary for graph-structured data,"chen qun , andrew lim , kian win ong",sigmod conference,2003
548,578,are quorums an alternative for data replication ?,"bettina kemme , ricardo jiménez-peris , marta patiño-martínez , gustavo alonso",acm trans . database syst .,2003
549,579,"probabilistic temporal databases , i : algebra","alex dekhtyar , robert ross , v. s. subrahmanian",acm trans . database syst .,2001
550,580,implementing the spirit of sql-99,paul brown,sigmod conference,1999
551,581,content integration for e-business,"joseph m. hellerstein , michael stonebraker",sigmod conference,2001
552,582,designing and mining multi-terabyte astronomy archives : the sloan digital sky survey,"alexander s. szalay , donald r. slutz , ani thakar , jim gray , peter z. kunszt",sigmod conference,2000
553,583,mining needle in a haystack : classifying rare classes via two-phase rule induction,"ramesh c. agarwal , mahesh v. joshi",sigmod conference,2001
554,584,sqlem : fast clustering in sql using the em algorithm,"paul cereghini , carlos ordonez",sigmod conference,2000
555,586,managing business processes via workflow technology,frank leymann,vldb,2001
556,587,control : continuous output and navigation technology with refinement on-line,"bruce lo , tali roth , ron avnur , joseph m. hellerstein , chris olston , kirk wylie , bhaskaran raman , vijayshankar raman",sigmod conference,1998
557,588,a metadatabase system for semantic image search by a mathematical model of meaning,"yasushi kiyoki , takanari hayama , takashi kitagawa",sigmod record,1994
558,589,dlfm : a transactional resource manager,"hui-i hsiao , inderpal narang",sigmod conference,2000
559,590,hypertext databases and data mining,soumen chakrabarti,sigmod conference,1999
560,591,dynamic service matchmaking among agents in open information environments,"matthias klusch , katia p. sycara , seth widoff , jianguo lu",sigmod record,1999
561,592,open issues in parallel query optimization,"waqar hasan , patrick valduriez , daniela florescu",sigmod record,1996
562,593,database issues in telecommunications network management,ilsoo ahn,sigmod conference,1994
563,594,mapinfo spatialware : a spatial information server for rdbms,chebel mina,vldb,1998
564,595,efficient and cost-effective techniques for browsing and indexing large video databases,"kien a. hua , jung-hwan oh",sigmod conference,2000
565,596,the generalized pre-grouping transformation : aggregate-query optimization in the presence of dependencies,"timos k. sellis , aris tsois",vldb,2003
566,597,mineset ( tm ) : a system for high-end data mining and visualization,?,vldb,1996
567,598,krdb ' 98 : the 5th international workshop on knowledge representation meets databases,"alexander borgida , martin staudt , vinay k. chaudhri",sigmod record,1998
568,599,the drill down benchmark,"peter a. boncz , tim rühl , fred kwakkel",vldb,1998
569,600,"fast , randomized join-order selection - why use transformations ?","arjan pellenkoft , césar a. galindo-legaria , martin l. kersten",vldb,1994
570,601,expressing business rules,ronald g. ross,sigmod conference,2000
571,602,fast joins using join indices,"kenneth a. ross , zhe li",vldb j.,1999
572,603,discovering all most specific sentences,"sanjeev saluja , hannu toivonen , roni khardon , heikki mannila , ram sewak sharm , dimitrios gunopulos",acm trans . database syst .,2003
573,604,adaptive multi-stage distance join processing,"sukho lee , bongki moon , hyoseop shin",sigmod conference,2000
574,605,falcon : feedback adaptive loop for content-based retrieval,"christos faloutsos , leejay wu , katia p. sycara , terry r. payne",vldb,2000
575,606,the fittest survives : an adaptive approach to query optimization,"kian-lee tan , son dao , hongjun lu",vldb,1995
576,607,building database-driven electronic catalogs,sherif danish,sigmod record,1998
577,608,content-based image indexing,tzi-cker chiueh,vldb,1994
578,609,towards self-tuning data placement in parallel database systems,"mong-li lee , beng chin ooi , anirban mondal , kian-lee tan , masaru kitsuregawa",sigmod conference,2000
579,610,efficient optimistic concurrency control using loosely synchronized clocks,"barbara liskov , atul adya , robert gruber , umesh maheshwari",sigmod conference,1995
580,611,rondo : a programming platform for generic model management,"philip a. bernstein , erhard rahm , sergey melnik",sigmod conference,2003
581,612,optimization techniques for queries with expensive methods,joseph m. hellerstein,acm trans . database syst .,1998
582,613,eliminating costly redundant computations from sql trigger executions,"françois llirbat , françoise fabret , eric simon",sigmod conference,1997
583,614,the need for distributed asynchronous transactions,"lyman do , prabhu ram , pamela drew",sigmod conference,1999
584,615,cache portal : technology for accelerating database-driven e-commerce web sites,"yusuf akca , cemal yilmaz , k. selçuk candan , wen-syan li , wei-kuang waine huang , qiong luo , divyakant agrawal , wang-pin hsiung , oliver po",vldb,2001
585,616,mv3r-tree : a spatio-temporal access method for timestamp and interval queries,"dimitris papadias , yufei tao",vldb,2001
586,617,"o-o , what 's happening to db2 ?","richard swagerman , nelson mendonça mattos , michael j. carey , srinivasa narayanan , bennet vance , doug doole , serge rielau , donald d. chamberlin",sigmod conference,1999
587,618,comparing hybrid peer-to-peer systems,"beverly yang , hector garcia-molina",vldb,2001
588,619,datasplash,"vuk ercegovac , allison woodruff , michael stonebraker , mark lin , mybrid spalding , alexander aiken , chris olston , michael chu",sigmod conference,1998
589,620,a case for dynamic view management,"nick roussopoulos , yannis kotidis",acm trans . database syst .,2001
590,622,a workflow-based electronic marketplace on the web,"ibrahim cingil , nazife dimililer , nesime tatbul , ilker durusoy , asuman dogac , pinar koksal , sena nural arpinar",sigmod record,1998
591,623,learning to match ontologies on the semantic web,"jayant madhavan , robin dhamankar , alon y. halevy , pedro domingos , anhai doan",vldb j.,2003
592,624,ansi sql hierarchical processing can fully integrate native xml,michael m. david,sigmod record,2003
593,625,the adabas buffer pool manager,harald schöning,vldb,1998
594,626,gigascope : high performance network monitoring with an sql interface,"yuan gao , theodore johnson , charles d. cranor , vladislav shkapenyuk , oliver spatscheck",sigmod conference,2002
595,627,the merge/purge problem for large databases,"salvatore j. stolfo , mauricio a. hernández",sigmod conference,1995
596,628,query processing in spatial network databases,"nikos mamoulis , jun zhang , dimitris papadias , yufei tao",vldb,2003
597,629,a nanotechnology-based approach to data storage,"b. gotsmann , a. dholakia , g. cherubini , walter häberle , h. pozidis , michel despont , richard stutz , p. bächtold , c. hagleitner , t. r. albrecht , hugo e. rothuizen , gerd k. binnig , d. jubin , a. pantazi , m. a. lantz , e. eleftheriou , urs dürig , t. loeliger , peter vettiger , d. wiesmann , ute drechsler",vldb,2003
598,630,fast high-dimensional data search in incomplete databases,"kian-lee tan , cheng hian goh , beng chin ooi",vldb,1998
599,631,a template model for multidimensional inter-transactional association rules,"jeffrey xu yu , hongjun lu , ling feng , jiawei han",vldb j.,2002
600,632,boat-optimistic decision tree construction,"wei-yin loh , raghu ramakrishnan , venkatesh ganti , johannes gehrke",sigmod conference,1999
601,633,continuously adaptive continuous queries over streams,"samuel madden , mehul a. shah , vijayshankar raman , joseph m. hellerstein",sigmod conference,2002
602,634,diluting acid,"peter thanisch , colin stirling , tim kempster",sigmod record,1999
603,635,applying database visualization to the world wide web,"alberto o. mendelzon , dimitra vista , masum z. hasan",sigmod record,1996
604,638,safely and efficiently updating references during on-line reorganization,"betty salzberg , chendong zou",vldb,1998
605,639,an efficient method for checking object-oriented database schema correctness,"michele missikoff , anna formica , hans dietmar gröger",acm trans . database syst .,1998
606,640,reordering query execution in tertiary memory databases,"michael stonebraker , sunita sarawagi",vldb,1996
607,641,how system 11 sql server became fast,t. k. rengarajan,vldb,1996
608,642,moving up the food chain : supporting e-commerce applications on databases,anant jhingran,sigmod record,2000
609,643,apex : an adaptive path index for xml data,"chin-wan chung , kyuseok shim , jun-ki min",sigmod conference,2002
610,644,index configuration in object-oriented databases,elisa bertino,vldb j.,1994
611,645,continuous nearest neighbor search,"dimitris papadias , yufei tao , qiongmao shen",vldb,2002
612,646,chair 's message,m. tamer özsu,sigmod record,2002
613,647,towards a richer web object model,frank manola,sigmod record,1998
614,648,homer : a model-based case tool for data-intensive web sites,"paolo atzeni , paolo merialdo , marco pecorone , marco magnante , giansalvatore mecca",sigmod conference,2000
615,649,performance of data-parallel spatial operations,"hanan samet , erik g. hoel",vldb,1994
616,650,managing large systems with db2 udb,chris eaton,sigmod conference,1998
617,651,dbcache : middle-tier database caching for highly scalable e-business architectures,"c. mohan , sailesh krishnamurthy , mehmet altinel , christof bornhövd , hamid pirahesh , berthold reinwald",sigmod conference,2003
618,652,"information translation , mediation , and mosaic-based browsing in the tsimmis system","yannis papakonstantinou , joachim hammer , jennifer widom , jeffrey d. ullman , hector garcia-molina , kelly ireland",sigmod conference,1995
619,653,reminiscences on influential papers,"jun rao , kenneth a. ross , johannes gehrke",sigmod record,2003
620,654,"review of the data warehouse toolkit : the complete guide to dimensional modeling ( 2nd edition ) by ralph kimball , margy ross . john wiley & sons , inc. 2002",alexander a. anisimov,sigmod record,2003
621,655,adaptive precision setting for cached approximate values,"boon thau loo , jennifer widom , chris olston",sigmod conference,2001
622,656,extracting schema from semistructured data,"serge abiteboul , rajeev motwani , svetlozar nestorov",sigmod conference,1998
623,657,maximizing the output rate of multi-way join queries over streaming information sources,"josef burger , jeffrey f. naughton , stratis viglas",vldb,2003
624,658,fibonacci : a programming language for object databases,"antonio albano , renzo orsini , giorgio ghelli",vldb j.,1995
625,659,a theory of redo recovery,"mark r. tuttle , david b. lomet",sigmod conference,2003
626,660,an empirical performance study of the ingres search accelerator for a large property management database system,"john g. hughes , david a. bell , sarabjot s. anand",vldb,1994
627,661,distance-based indexing for high-dimensional metric spaces,"z. meral özsoyoglu , tolga bozkaya",sigmod conference,1997
628,662,provision of market services for eco compliant electronic market places,"sena nural arpinar , asuman dogac",sigmod record,2000
629,664,disseminating updates on broadcast disks,"swarup acharya , stanley b. zdonik , michael j. franklin",vldb,1996
630,665,"watermarking relational data : framework , algorithms and analysis","peter j. haas , rakesh agrawal , jerry kiernan",vldb j.,2003
631,666,"title , foreword , preface to the special issue on spatial database systems , index vol . 3",?,vldb j.,1994
632,667,research in database engineering at the university of namur,jean-luc hainaut,sigmod record,2003
633,668,maintaining database consistency in presence of value dependencies in multidatabase systems,"michèle cart , claire morpain , jean-françois pons , jean ferrié",sigmod conference,1996
634,669,integrating and customizing heterogeneous e-commerce applications,"anat eyal , tova milo",vldb j.,2001
635,670,a semantic modeling approach for image retrieval by content,"ricky k. taira , ion tim ieong , wesley w. chu",vldb j.,1994
636,671,guest editorial,"yannis e. ioannidis , raghu ramakrishnan , philip a. bernstein",vldb j.,2003
637,672,electronic market : the roadmap for university libraries and members to survive in the information jungle,"peter c. lockemann , bethina schmitt , michael christoffel , sebastian pulkowski",sigmod record,1998
638,673,altruistic locking,"jeannie shands , kenneth salem , hector garcia-molina",acm trans . database syst .,1994
639,674,query processing in tertiary memory databases,sunita sarawagi,vldb,1995
640,675,component-based e-commerce : assesment of current practices and future directions,"martin bichler , arie segev , j. leon zhao",sigmod record,1998
641,676,"pattern matching and pattern discovery in scientific , program , and document databases","kaizhong zhang , dennis shasha , jason tsong-li wang",sigmod conference,1995
642,677,building scalable internet applications with oracle8i server,"olga peschansky , josé alberto fernández , julie basu",vldb,2000
643,678,the montage extensible datablade achitecture,michael ubell,sigmod conference,1994
644,679,quorum consensus in nested transaction systems,"kenneth j. goldman , nancy a. lynch",acm trans . database syst .,1994
645,680,model and verification of a data manager based on aries,dean kuo,acm trans . database syst .,1996
646,681,spatial queries in dynamic environments,"yufei tao , dimitris papadias",acm trans . database syst .,2003
647,682,learning response time for websources using query feedback and application in query optimization,"jean-robert gruser , vladimir zadorozhny , louiqa raschid , tao zhan",vldb j.,2000
648,683,virtual database technology,"venky harinarayan , ashish gupta , anand rajaraman",sigmod record,1997
649,684,time management for new faculty,"anastassia ailamaki , johannes gehrke",sigmod record,2003
650,685,much ado about shared-nothing,"michael g. norman , peter thanisch , thomas zurek",sigmod record,1996
651,687,query optimization at the crossroads ( panel ),surajit chaudhuri,sigmod conference,1997
652,688,strudel : a web-site management system,"alon y. levy , mary f. fernandez , jaewoo kang , daniela florescu , dan suciu",sigmod conference,1997
653,689,chair 's message,m. tamer özsu,sigmod record,2003
654,690,on supporting containment queries in relational database management systems,"guy m. lohman , david j. dewitt , qiong luo , jeffrey f. naughton , chun zhang",sigmod conference,2001
655,691,the p operator : discovering and ranking associations on the semantic web,"kemafor anyanwu , amit p. sheth",sigmod record,2002
656,692,repositories and object oriented databases,philip a. bernstein,sigmod record,1998
657,693,editor 's notes,ling liu,sigmod record,2002
658,694,gte superpages : using ir techniques for searching complex objects,"steven d. whitehead , himanshu sinha , michael murphy",vldb,1997
659,695,a data model and data structures for moving objects databases,"markus schneider , enrico nardelli , luca forlizzi , ralf hartmut güting",sigmod conference,2000
660,696,middle east technical university software research and development center,asuman dogac,sigmod record,1996
661,697,the handwritten trie : indexing electronic ink,"padmavathi vallabhaneni , daniel barbará , walid g. aref",sigmod conference,1995
662,698,research issues in federated database systems : report of efdbs '97 workshop,"fèlix saltor , mark roantree , mark w. w. vermeer , wilhelm hasselbring , martin schönhoff , markus strässler , barry eaglestone , stefan conrad",sigmod record,1997
663,699,dynamic multidimensional histograms,"piotr indyk , sudipto guha , nitin thaper , nick koudas",sigmod conference,2002
664,700,inverted files versus signature files for text indexing,"kotagiri ramamohanarao , justin zobel , alistair moffat",acm trans . database syst .,1998
665,701,aggregation algorithms for very large compressed data warehouses,"jaideep srivastava , jianzhong li , doron rotem",vldb,1999
666,702,delivering presentations from multimedia servers,"nevzat hurkan balkir , gultekin özsoyoglu",vldb j.,1998
667,703,automated resolution of semantic heterogeneity in multidatabases,"a. r. hurson , simin h. pakzad , m. w. bright",acm trans . database syst .,1994
668,704,chair 's message,m. tamer özsu,sigmod record,2001
669,705,book review column,karl aberer,sigmod record,2002
670,706,the design and performance evaluation of alternative xml storage strategies,"david j. dewitt , jianjun chen , chun zhang , feng tian",sigmod record,2002
671,707,containment of conjunctive queries : beyond relations as sets,"raghu ramakrishnan , yannis e. ioannidis",acm trans . database syst .,1995
672,708,from the guest editors - special section on data management issues in mobile computing,"margaret h. dunham , abdelsalam helal",sigmod record,1995
673,709,a one-pass aggregation algorithm with the optimal buffer size in multidimensional olap,"yang-sae moon , young-koo lee , il-yeol song , kyu-young whang",vldb,2002
674,710,turbo-charging vertical mining of large databases,"jayant r. haritsa , devavrat shah , s. sudarshan , pradeep shenoy , mayank bawa , gaurav bhalotia",sigmod conference,2000
675,711,predator : an or-dbms with enhanced data types,"praveen seshadri , mark paskin",sigmod conference,1997
676,712,exploiting main memory dbms features to improve real-time concurrency control protocols,"özgür ulusoy , alejandro p. buchmann",sigmod record,1996
677,713,approximate query processing : taming the terabytes,"minos n. garofalakis , phillip b. gibbons",vldb,2001
678,714,querying multi-dimensional data indexed using the hilbert space-filling curve,"peter j. h. king , jonathan k. lawder",sigmod record,2001
679,715,theory of answering queries using views,alon y. halevy,sigmod record,2000
680,716,griddb : a database interface to the grid,"david t. liu , devesh parekh , michael j. franklin",sigmod conference,2003
681,718,approximate query processing using wavelets,"rajeev rastogi , minos n. garofalakis , kyuseok shim , kaushik chakrabarti",vldb j.,2001
682,719,minimal probing : supporting expensive predicates for top-k queries,"kevin chen-chuan chang , seung-won hwang",sigmod conference,2002
683,720,"advanced data processing in krisys : modeling concepts , implementation techniques , and client/server issues","nelson mendonça mattos , joachim thomas , theo härder , stefan deßloch , bernhard mitschang",vldb j.,1998
684,722,progress on hpcc and nii,marianne winslett,sigmod record,1994
685,723,an aspect of query optimization in multidatabase systems ( extended abstract ),"chiang lee , hongjun lu , chia-jung chen",sigmod record,1995
686,724,novel approaches in query processing for moving object trajectories,"yannis theodoridis , dieter pfoser , christian s. jensen",vldb,2000
687,725,microsoft english query 7.5 : automatic extraction of semantics from relational databases and olap cubes,adam blum,vldb,1999
688,726,reminiscences on influential papers,"kenneth a. ross , anastassia ailamaki , alfred v. aho",sigmod record,2002
689,727,rate-based query optimization for streaming information sources,"jeffrey f. naughton , stratis viglas",sigmod conference,2002
690,728,emc information sharing : direct access to mvs data from unix and nt,walt kohler,sigmod conference,1999
691,729,selectivity estimation in extensible databases - a neural network approach,"shaoyu zhou , m. seetha lakshmi",vldb,1998
692,730,data warehousing and business intelligence for e-commerce - book review,frank g. goethals,sigmod record,2002
693,731,selectivity estimation using probabilistic models,"daphne koller , lise getoor , benjamin taskar",sigmod conference,2001
694,732,bridging heterogeneity : research and practice of database middleware technology,"günter sauter , fernando de ferreira rezende",vldb,1998
695,733,"what do those weird xml types want , anyway ?",steven j. derose,vldb,1999
696,734,report on the 4th international conference on mobile data management,"panos k. chrysanthis , arkady b. zaslavsky , morris sloman",sigmod record,2003
697,735,a prototype content-based retrieval system that uses virtual images to save space,"leonard brown , le gruenwald",vldb,2001
698,736,warehousing workflow data : challenges and opportunities,"umeshwar dayal , ming-chien shan , angela bonifati , fabio casati",vldb,2001
699,737,declustering databases on heterogeneous disk systems,"doron rotem , sridhar seshadri , ling tony chen",vldb,1995
700,738,toward learning based web query processing,"yanlei diao , hongjun lu , zengping tian , songting chen",vldb,2000
701,739,information finding in a digital library : the stanford perspective,"tak w. yan , hector garcia-molina",sigmod record,1995
702,740,fast image retrieval using color-spatial information,"kian-lee tan , tat-seng chua , beng chin ooi , wynne hsu",vldb j.,1998
703,741,delivering high availability for inktomi search engines,eric a. brewer,sigmod conference,1998
704,742,the araneus web-base management system,"giansalvatore mecca , paolo merialdo , alessandro masci , paolo atzeni , giuseppe sindoni",sigmod conference,1998
705,743,cure : an efficient clustering algorithm for large databases,"sudipto guha , rajeev rastogi , kyuseok shim",sigmod conference,1998
706,744,algorithms for materialized view design in data warehousing environment,"kamalakar karlapalem , jian yang , qing li",vldb,1997
707,745,enhanced hypertext categorization using hyperlinks,"byron dom , piotr indyk , soumen chakrabarti",sigmod conference,1998
708,746,lore : a lightweight object repository for semistructured data,"janet l. wiener , jason mchugh , serge abiteboul , qingshan luo , anand rajaraman , dallan quass , jeffrey d. ullman , roy goldman , hugo rivero , jennifer widom , svetlozar nestorov , kevin haas",sigmod conference,1996
709,747,vqbd : exploring semistructured data,"jihwang yeo , sudarshan s. chawathe , thomas baby",sigmod conference,2001
710,748,the grid : an application of the semantic web,"carole a. goble , david de roure",sigmod record,2002
711,749,grid and applications ( industrial session ),frank leymann,vldb,2003
712,750,"i3 : intelligent , interactive investigaton of olap data cubes","sunita sarawagi , gayatri sathe",sigmod conference,2000
713,751,algebraic change propagation for semijoin and outerjoin queries,"timothy griffin , bharat kumar",sigmod record,1998
714,752,checking the temporal integrity of interactive multimedia documents,"s. tserkezoglou , timos k. sellis , barbara pernici , michalis vazirgiannis , isabelle mirbel",vldb j.,2000
715,753,efficient filtering of xml documents with xpath expressions,"rajeev rastogi , pascal felber , chee yong chan , minos n. garofalakis",vldb j.,2002
716,754,"of crawlers , portals , mice and men : is there more to mining the web ? ( panel )","kyuseok shim , rajeev rastogi , minos n. garofalakis , sridhar ramaswamy",sigmod conference,1999
717,755,design and user testing of a multi-paradigm query interface to an object-oriented database,"dac khoa doan , alistair c. kilgour , norman w. paton",sigmod record,1995
718,756,efficient checking of temporal integrity constraints using bounded history encoding,jan chomicki,acm trans . database syst .,1995
719,757,what is the nearest neighbor in high dimensional spaces ?,"charu c. aggarwal , alexander hinneburg , daniel a. keim",vldb,2000
720,758,dtl 's dataspot : database exploration as easy as browsing the web,"gadi entin , shai geva , eran palmon , shaul dar",sigmod conference,1998
721,759,3d geographic network displays,"taosong he , stephen g. eick , kenneth c. cox",sigmod record,1996
722,760,"data-driven , one-to-one web site generation for data-intensive applications","stefano paraboschi , piero fraternali , stefano ceri",vldb,1999
723,762,winnowing : local algorithms for document fingerprinting,"alexander aiken , daniel shawcross wilkerson , saul schleimer",sigmod conference,2003
724,763,access path support for referential integrity in sql2,"joachim reinert , theo härder",vldb j.,1996
725,764,enhanced nearest neighbour search on the r-tree,"ada wai-chee fu , king lum cheung",sigmod record,1998
726,765,eos : an extensible object store,"euthimios panagos , alexandros biliris",sigmod conference,1994
727,766,schemasql - a language for interoperability in relational multi-database systems,"fereidoon sadri , laks v. s. lakshmanan , iyer n. subramanian",vldb,1996
728,767,reconciling schemas of disparate data sources : a machine-learning approach,"anhai doan , pedro domingos , alon y. halevy",sigmod conference,2001
729,768,optimal clip ordering for multi-clip queries,"raymond t. ng , paul shum",vldb j.,1998
730,769,process automation as the foundation for e-business,"fabio casati , ming-chien shan",vldb,2000
731,770,research issues in active database systems : report from the closing panel at ride-ads '94,jennifer widom,sigmod record,1994
732,772,algorithms for querying by spatial structure,"nikos mamoulis , dimitris papadias , vasilis delis",vldb,1998
733,773,query by diagram : a graphical environment for querying databases,"giuseppe santucci , tiziana catarci",sigmod conference,1994
734,774,user-defined table operators : enhancing extensibility for ordbms,"bernhard mitschang , michael jaedicke",vldb,1999
735,775,guest editor 's introduction,asuman dogac,sigmod record,2002
736,776,xrank : ranked keyword search over xml documents,"feng shao , lin guo , chavdar botev , jayavel shanmugasundaram",sigmod conference,2003
737,777,chair 's message,richard t. snodgrass,sigmod record,1998
738,778,infering structure in semistructured data,"rajeev motwani , serge abiteboul , svetlozar nestorov",sigmod record,1997
739,779,efficacious data cube exploration by semantic summarization and compression,"jian pei , laks v. s. lakshmanan , yan zhao",vldb,2003
740,780,high-performance sorting on networks of workstations,"david e. culler , joseph m. hellerstein , david a. patterson , andrea c. arpaci-dusseau , remzi h. arpaci-dusseau",sigmod conference,1997
741,781,transactional information systems - book review,marc h. scholl,sigmod record,2001
742,782,polymorphism and type inference in database programming,"atsushi ohori , peter buneman",acm trans . database syst .,1996
743,783,an effective deductive object-oriented database through language integration,"m. howard williams , norman w. paton , andrew dinn , maria l. barja , alvaro a. a. fernandes",vldb,1994
744,784,cache conscious indexing for decision-support in main memory,"kenneth a. ross , jun rao",vldb,1999
745,785,analyzing quantitative databases : image is everything,"reuven kashi , nathan s. netanyahu , amihood amir",vldb,2001
746,786,dbcache : database caching for web application servers,"sailesh krishnamurthy , c. mohan , larry brown , hamid pirahesh , mehmet altinel , honguk woo , qiong luo , bruce g. lindsay",sigmod conference,2002
747,787,iterative dynamic programming : a new class of query optimization algorithms,"donald kossmann , konrad stocker",acm trans . database syst .,2000
748,788,high-concurrency locking in r-trees,"douglas banks , marcel kornacker",vldb,1995
749,789,electronic commerce : tutorial,"nabil r. adam , yelena yesha",sigmod conference,1998
750,790,spatial and temporal content-based access to hypervideo databases,"ahmed k. elmagarmid , haitao jiang",vldb j.,1998
751,791,distributed processing over stand-alone systems and applications,"claus hagen , hans-jörg schek , gustavo alonso , markus tresch",vldb,1997
752,792,synchronizing a database to improve freshness,"junghoo cho , hector garcia-molina",sigmod conference,2000
753,793,the double life of the transaction abstraction : fundamental principle and evolving system concept,henry f. korth,vldb,1995
754,794,density biased sampling : an improved method for data mining and clustering,"christopher r. palmer , christos faloutsos",sigmod conference,2000
755,795,the tsql2 final language definition announcement,?,sigmod record,1994
756,796,efficient progressive skyline computation,"pin-kwang eng , kian-lee tan , beng chin ooi",vldb,2001
757,797,mpeg-7 and multimedia database systems,harald kosch,sigmod record,2002
758,798,storage and querying of e-commerce data,"yirong xu , rakesh agrawal , amit somani",vldb,2001
759,799,dynamat : a dynamic view management system for data warehouses,"nick roussopoulos , yannis kotidis",sigmod conference,1999
760,801,parameterized complexity for the database theorist,martin grohe,sigmod record,2002
761,802,editor 's notes,michael j. franklin,sigmod record,2000
762,803,formal semantics and analysis of object queries,gavin m. bierman,sigmod conference,2003
763,804,metu object-oriented dbms,"cetin ozkan , cem evrendilek , yuksel saygin , ilker altintas , ismailcem budak arpinar , mehmet altinel , tansel okay , ilker durusoy , asuman dogac",sigmod conference,1994
764,805,orthogonally persistent object systems,"malcolm p. atkinson , ronald morrison",vldb j.,1995
765,806,concurrent garbage collection in o2,"marcin skubiszewski , patrick valduriez",vldb,1997
766,807,"constructing and integrating data-centric web applications : methods , tools , and techniques","ioana manolescu , stefano ceri",vldb,2003
767,808,guest editor 's introduction,"robert meersman , amit p. sheth",sigmod record,2002
768,809,dtl 's dataspot : database exploration using plain language,"gadi entin , shai geva , shaul dar , eran palmon",vldb,1998
769,810,editor 's notes,michael j. franklin,sigmod record,1998
770,811,applying database technology in the adsm mass storage system,"robert rees , luis-felipe cabrera , wayne hineman",vldb,1995
