id,title,authors,venue,year
399,editor 's notes,michael j. franklin,sigmod record,1998
400,temporal integrity constraints with indeterminacy,"wes cowley , dimitris plexousakis",vldb,2000
401,the reach active oodbms,"alin deutsch , jürgen zimmermann , m. higa , alejandro p. buchmann",sigmod conference,1995
402,architecture of oracle parallel server,"d. butler , boris klots , roger bamford , n. macnaughton",vldb,1998
403,dwms : data warehouse management system,narendra mohan,vldb,1996
404,"review of data on the web : from relational to semistructured data and xml by serge abiteboul , peter buneman , and dan suciu . morgan kaufmann 1999","fernando berzal galiano , nicolás marín",sigmod record,2003
405,retina : a real-time traffic navigation system,"edward chan , tei-wei kuo , s. w. ng , dick hung , kam-yiu lam",sigmod conference,2001
406,beyond market baskets : generalizing association rules to correlations,"rajeev motwani , sergey brin , craig silverstein",sigmod conference,1997
407,an authorization system for digital libraries,"ugo capuozzo , elena ferrari , vijayalakshmi atluri , elisa bertino , nabil r. adam",vldb j.,2002
408,memory-contention responsive hash joins,"goetz graefe , diane l. davison",vldb,1994
409,a graphical query language for mobile information systems,ya-hui chang,sigmod record,2003
410,securing xml documents : the author-x project demonstration,"elisa bertino , elena ferrari , silvana castano",sigmod conference,2001
411,panel : is generic metadata management feasible ?,"gio wiederhold , erhard rahm , matthias jarke , laura m. haas , philip a. bernstein",vldb,2000
412,"the hbp-tree : a modified hb-tree supporting concurrency , recovery and node consolidation","georgios evangelidis , betty salzberg , david b. lomet",vldb,1995
413,"scalable feature selection , classification and signature generation for organizing large text databases into hierarchical topic taxonomies","prabhakar raghavan , byron dom , rakesh agrawal , soumen chakrabarti",vldb j.,1998
414,efficient mid-query re-optimization of sub-optimal query execution plans,"david j. dewitt , navin kabra",sigmod conference,1998
415,research activities in database management and information retrieval at the university of illinois at chicago,"a. prasad sistla , isabel f. cruz , ashfaq a. khokhar , clement t. yu , bing liu , ouri wolfson",sigmod record,2002
416,mining long sequential patterns in a noisy environment,"wei wang , philip s. yu , jiong yang , jiawei han",sigmod conference,2002
417,what can hierarchies do for data warehouses ?,"laks v. s. lakshmanan , h. v. jagadish , divesh srivastava",vldb,1999
418,logical and physical versioning in main memory databases,"s. seshadri , rajeev rastogi , abraham silberschatz , philip bohannon , dennis w. leinbaugh , s. sudarshan",vldb,1997
419,efficient and transparent application recovery in client-server information systems,"david b. lomet , gerhard weikum",sigmod conference,1998
420,optimizing queries over multimedia repositories,"luis gravano , surajit chaudhuri",sigmod conference,1996
421,optimizing jan jannink 's implementation of b + - tree deletion,"h. olivie , r. maelbrancke",sigmod record,1995
422,"world wide database - integrating the web , corba , and databases","kevin smith , athman bouguettaya , mourad ouzzani , james beard , lily hendra , boualem benatallah",sigmod conference,1999
423,hierarchical compact cube for range-max queries,"hua-gang li , sin yeung lee , tok wang ling",vldb,2000
424,finding replicated web collections,"narayanan shivakumar , junghoo cho , hector garcia-molina",sigmod conference,2000
425,change detection in hierarchically structured information,"jennifer widom , sudarshan s. chawathe , hector garcia-molina , anand rajaraman",sigmod conference,1996
426,delaunay : a database visualization system,"kirby zhang , isabel f. cruz , michael averbuch , wendy t. lucas , melissa radzyminski",sigmod conference,1997
427,safe stratified datalog with integer order does not have syntax,"alexei p. stolboushkin , michael a. taitslin",acm trans . database syst .,1998
428,data analysis and mining in the life sciences,nam huyn,sigmod record,2001
429,editor 's notes,michael j. franklin,sigmod record,1998
430,report on the first international workshop an efficient web-based information systems,"omar boucelma , zoé lacroix",sigmod record,2003
431,management of multidimensional discrete data,peter baumann,vldb j.,1994
432,constraint databases : a tutorial introduction,jan van den bussche,sigmod record,2000
433,"report on the first international conference on ontologies , databases and applications of semantics",karl aberer,sigmod record,2003
434,a consensus glossary of temporal database concepts,"shashi k. gadia , christian s. jensen , patrick j. hayes , ramez elmasri , sushil jajodia , james clifford",sigmod record,1994
435,spatial joins using r-trees : breadth-first traversal with global optimizations,"ning jing , yun-wu huang , elke a. rundensteiner",vldb,1997
436,supersql : an extended sql for database publishing and presentation,motomichi toyama,sigmod conference,1998
437,a bayesian decision model for cost optimal record matching,"george v. moustakides , vassilios s. verykios , mohamed g. elfeky",vldb j.,2003
438,index concurrency control in firm real-time database systems,"brajesh goyal , s. seshadri , v. srinivasan , jayant r. haritsa",vldb,1995
439,temporal statement modifiers,"richard t. snodgrass , christian s. jensen , michael h. böhlen",acm trans . database syst .,2000
440,"optimizing queries using materialized views : a practical , scalable solution","per-åke larson , jonathan goldstein",sigmod conference,2001
441,xml-based information mediation with mix,"yannis papakonstantinou , richard marciano , chaitanya k. baru , pavel velikhov , vincent chu , amarnath gupta , bertram ludäscher",sigmod conference,1999
442,ibm 's db2 universal database demonstrations at vldb '98,"k. bernhard schiefer , karen brannon , guy m. lohman , gene fuh , jim kleewein",vldb,1998
443,a cost model for query processing in high dimensional data spaces,christian böhm,acm trans . database syst .,2000
444,searching in metric spaces by spatial approximation,gonzalo navarro,vldb j.,2002
445,chain : operator scheduling for memory minimization in data stream systems,"brian babcock , shivnath babu , rajeev motwani , mayur datar",sigmod conference,2003
446,infoharness : a system for search and retrieval of heterogeneous information,"amit p. sheth , vipul kashyap , satish thatte , leon a. shklar",sigmod conference,1995
447,a database system for real-time event aggregation in telecommunication,"henry f. korth , jerry baulier , abraham silberschatz , stephen blott",vldb,1998
448,guest editorial,alon y. halevy,vldb j.,2002
449,reminiscences on influential papers,"hector garcia-molina , patricia g. selinger , tomasz imielinski , david maier , jeffrey d. ullman , richard t. snodgrass",sigmod record,1998
450,improving oltp data quality using data warehouse mechanisms,"matthias jarke , dirk lehmann , gunter michalk , guido blees , stefan striel , christoph quix",sigmod conference,1999
451,report on the edbt '02 panel on scientific data integration,"carole a. goble , omar boucelma , silvana castano , vanja josifovski , zoé lacroix , bertram ludäscher",sigmod record,2002
452,sideway value algebra for object-relational databases,"z. meral özsoyoglu , gultekin özsoyoglu , abdullah al-hamdani , özgür ulusoy , selma ayse özel , ismail sengör altingövde",vldb,2002
453,using sets of feature vectors for similarity search on voxelized cad objects,"martin pfeifle , hans-peter kriegel , stefan brecheisen , peer kröger , matthias schubert",sigmod conference,2003
454,the gmap : a versatile tool for physical data independence,"yannis e. ioannidis , marvin h. solomon , odysseas g. tsatalos",vldb j.,1996
455,plan selection based on query clustering,"antara ghosh , vibhuti s. sengar , jayant r. haritsa , jignashu parikh",vldb,2002
456,wrapping web data into xml,"david buttler , wei han , calton pu",sigmod record,2001
457,global transaction support for workflow management systems : from formal specification to practical implementation,"paul w. p. j. grefen , peter m. g. apers , jochem vonk",vldb j.,2001
458,starting ( and sometimes ending ) a database company,jack a. orenstein,vldb,1998
459,optics : ordering points to identify the clustering structure,"jörg sander , hans-peter kriegel , markus m. breunig , mihael ankerst",sigmod conference,1999
460,specification and implementation of exceptions in workflow management systems,"stefano paraboschi , stefano ceri , fabio casati , giuseppe pozzi",acm trans . database syst .,1999
461,new standard for stored procedures in sql,andrew eisenberg,sigmod record,1996
462,optimization of run-time management of data intensive web-sites,"khaled yagoub , dan suciu , alon y. levy , daniela florescu",vldb,1999
463,dynamic xml documents with distribution and replication,"ioana manolescu , serge abiteboul , tova milo , angela bonifati , gregory cobena",sigmod conference,2003
464,database buffer size investigation for oltp workloads ( experience paper ),"thin-fong tsuei , allan packer , keng-tai ko",sigmod conference,1997
465,reminiscences on influential papers,"patrick valduriez , serge abiteboul , sophie cluet , kenneth a. ross , raghu ramakrishnan , guy m. lohman , david b. lomet , richard t. snodgrass , gultekin özsoyoglu , michael j. franklin , timos k. sellis",sigmod record,1999
466,random sampling techniques for space efficient online computation of order statistics of large datasets,"sridhar rajagopalan , bruce g. lindsay , gurmeet singh manku",sigmod conference,1999
467,new partnership with acm and update on the journal,m. tamer özsu,vldb j.,2003
468,integrating replacement policies in storm : an extensible approach,"stéphane bressan , kian-lee tan , beng chin ooi , chong leng goh",sigmod conference,2000
469,high availability of commercial applications,kestutis ivinskis,sigmod conference,1995
470,modeling design versions,"d. janaki ram , r. ramakrishnan",vldb,1996
471,"high-dimensional index structures , database support for next decade 's applications ( tutorial )","daniel a. keim , stefan berchtold",sigmod conference,1998
472,lockx : a system for efficiently querying secure xml,"sungran cho , laks v. s. lakshmanan , divesh srivastava , sihem amer-yahia",sigmod conference,2003
473,david dewitt speaks out,marianne winslett,sigmod record,2002
474,oracle rdb 's record caching model,"richard frank , gopalan arun , richard anderson",sigmod conference,1998
475,a super scalar sort algorithm for risc processors,ramesh c. agarwal,sigmod conference,1996
476,fast algorithms for universal quantification in large databases,"goetz graefe , richard l. cole",acm trans . database syst .,1995
477,chair 's message,richard t. snodgrass,sigmod record,1999
478,are web services the next revolution in e-commerce ? ( panel ),"umeshwar dayal , gerhard weikum , rakesh agrawal , johannes klein , shalom tsur , serge abiteboul",vldb,2001
479,decision tables : scalable classification exploring rdbms capabilities,"hongyan liu , hongjun lu",vldb,2000
480,reusing invariants : a new strategy for correlated queries,"jun rao , kenneth a. ross",sigmod conference,1998
481,telcordia 's database reconciliation and data quality analysis tool,"munir cochinwala , francesco caruso , paolo missier , uma ganapathy , gail lalk",vldb,2000
482,groupwise processing of relational queries,"kenneth a. ross , damianos chatziantoniou",vldb,1997
483,anatomy of a native xml base management system,"thorsten fiebig , till westmann , robert schiele , guido moerkotte , carl-christian kanne , julia neumann , sven helmer",vldb j.,2002
484,aqr-toolkit : an adaptive query routing middleware for distributed data intensive systems,"henrique paques , wei tang , calton pu , wei han , ling liu , david buttler",sigmod conference,2000
485,objectglobe : ubiquitous query processing on the internet,"stefan seltzsam , donald kossmann , markus keidl , reinhard braumandl , alexander kreutz , konrad stocker , alfons kemper",vldb j.,2001
486,beyond document similarity : understanding value-based search and browsing technologies,"gerard rodríguez-mulà , andreas paepcke , junghoo cho , hector garcia-molina",sigmod record,2000
487,the mentor workbench for enterprise-wide workflow management,"jeanine weißenfels , dirk wodtke , angelika kotz dittrich , gerhard weikum , peter muth",sigmod conference,1997
488,the effectiveness of gloss for the text database discovery problem,"luis gravano , anthony tomasic , hector garcia-molina",sigmod conference,1994
489,technology and the future of commerce and finance ( abstract ),david elliot shaw,vldb,1998
490,using probabilistic information in data integration,"alon y. levy , daniela florescu , daphne koller",vldb,1997
491,compressing sql workloads,"surajit chaudhuri , ashish kumar gupta , vivek r. narasayya",sigmod conference,2002
492,coarse-grained optimization : techniques for rewriting sql statement sequences,"bernhard mitschang , tobias kraft , holger schwarz , ralf rantzau",vldb,2003
493,integrated document caching and prefetching in storage hierarchies based on markov-chain predictions,"achim kraiss , gerhard weikum",vldb j.,1998
494,report on the nsf workshop on building an infrastructure for mobile and wireless systems,"ouri wolfson , s. a. m. makki , kia makki , charles e. perkins , birgitta könig-ries , peter l. reiher , niki pissinou , peter scheuermann , jari veijalainen",sigmod record,2002
495,are we working on the right problems ? ( panel ),michael stonebraker,sigmod conference,1998
496,"ordering information , conference organizers , program committees , additional reviewers , additional demonstrations reviewers , sponsors , vldb endowment , preface , foreword",?,vldb,2000
497,understanding the global semantics of referential actions using logic rules,"wolfgang may , bertram ludäscher",acm trans . database syst .,2002
498,editor 's notes,ling liu,sigmod record,2002
499,the lham log-structured history data access method,"gerhard weikum , patrick e. o'neil , peter muth , achim pick",vldb j.,2000
500,tigukat : a uniform behavioral objectbase management system,"randal j. peters , m. tamer özsu , boman irani , adriana muñoz , anna lipka , duane szafron",vldb j.,1995
501,the onion technique : indexing for linear optimization queries,"chung-sheng li , vittorio castelli , lawrence d. bergman , john r. smith , yuan-chi chang , ming-ling lo",sigmod conference,2000
502,walrus : a similarity retrieval algorithm for image databases,"rajeev rastogi , kyuseok shim , apostol natsev",sigmod conference,1999
503,improving the efficiency of database-system teaching,jeffrey d. ullman,sigmod conference,2003
504,towards knowledge-based digital libraries,"manfred a. jeusfeld , ling feng , jeroen hoppenbrouwers",sigmod record,2001
505,outerjoins as disjunctions,césar a. galindo-legaria,sigmod conference,1994
506,information retrieval from an incomplete data cube,curtis e. dyreson,vldb,1996
507,buffering and read-ahead strategies for external mergesort,"per-åke larson , weiye zhang",vldb,1998
508,random sampling for histogram construction : how much is enough ?,"vivek r. narasayya , rajeev motwani , surajit chaudhuri",sigmod conference,1998
509,qualitative representation of spatial knowledge in two-dimensional space,"dimitris papadias , timos k. sellis",vldb j.,1994
510,birn-m : a semantic mediator for solving real-world neuroscience problems,"bertram ludäscher , maryann e. martone , amarnath gupta",sigmod conference,2003
511,a comparative study of alternative middle tier caching solutions to support dynamic web content acceleration,"anindya datta , kaushik dutta , helen m. thomas , debra e. vandermeer , krithi ramamritham , dan fishman",vldb,2001
512,a new sql-like operator for mining association rules,"giuseppe psaila , stefano ceri , rosa meo",vldb,1996
513,tutorial : application servers and associated technologies,c. mohan,sigmod conference,2002
514,java support for data-intensive systems : experiences building the telegraph dataflow system,"michael j. franklin , samuel madden , joseph m. hellerstein , mehul a. shah",sigmod record,2001
515,optimizing queries with universal quantification in object-oriented and object-relational databases,"guido moerkotte , jens claußen , klaus peithner , alfons kemper",vldb,1997
516,an efficient bitmap encoding scheme for selection queries,"chee yong chan , yannis e. ioannidis",sigmod conference,1999
517,the third manifesto,"c. j. date , hugh darwen",sigmod record,1995
518,data placement in shared-nothing parallel database systems,"manish mehta , david j. dewitt",vldb j.,1997
519,the bess object storage manager : architecture overview,"alexandros biliris , euthimios panagos",sigmod record,1996
520,the cougar project : a work-in-progress report,"agathoniki trigoni , rajmohan rajaraman , alan j. demers , yong yao , johannes gehrke",sigmod record,2003
521,model-based information integration in a neuroscience mediator system,"bertram ludäscher , amarnath gupta , maryann e. martone",vldb,2000
522,space-efficient online computation of quantile summaries,"sanjeev khanna , michael greenwald",sigmod conference,2001
523,the pointcast network,"vibha dayal , satish ramakrishnan",sigmod conference,1998
524,integration approaches for cim,moira c. norrie,sigmod conference,1995
525,toward network data independence,joseph m. hellerstein,sigmod record,2003
526,cq : a personalized update monitoring toolkit,"david buttler , tong zhou , ling liu , paul benninghoff , wei han , calton pu , fenghua yu , wei tang , john biggs",sigmod conference,1998
527,the lowell report,"hans-jörg schek , michael stonebraker , jim gray , jeffrey d. ullman",sigmod conference,2003
528,distributing queries over low-power wireless sensor networks,"samuel madden , joseph m. hellerstein",sigmod conference,2002
529,closest pair queries in spatial databases,"yannis theodoridis , yannis manolopoulos , antonio corral , michael vassilakopoulos",sigmod conference,2000
530,control strategies for complex relational query processing in shared nothing systems,"lionel brunie , harald kosch",sigmod record,1996
531,generic schema matching with cupid,"philip a. bernstein , erhard rahm , jayant madhavan",vldb,2001
532,a query language and optimization techniques for unstructured data,"gerd g. hillebrand , peter buneman , susan b. davidson , dan suciu",sigmod conference,1996
533,bess : storage support for interactive visualization systems,"william o'connell , thomas a. funkhouser , alexandros biliris , euthimios panagos",sigmod conference,1996
534,optimizing object queries using an effective calculus,"leonidas fegaras , david maier",acm trans . database syst .,2000
535,an early look at xquery,"andrew eisenberg , jim melton",sigmod record,2002
536,the complexity of transformation-based join enumeration,"césar a. galindo-legaria , martin l. kersten , arjan pellenkoft",vldb,1997
537,a data transformation system for biological data sources,"susan b. davidson , limsoon wong , kyle hart , peter buneman , g. christian overton",vldb,1995
538,similarity search in high dimensions via hashing,"rajeev motwani , aristides gionis , piotr indyk",vldb,1999
539,object normal forms and dependency constraints for object-oriented schemata,"zahir tari , stefano spaccapietra , john stokes",acm trans . database syst .,1997
540,cacheportal ii : acceleration of very large scale data center-hosted database-driven web applications,"wang-pin hsiung , kunihiro taniguchi , yusuf akca , oliver po , wen-syan li , divyakant agrawal , k. selçuk candan",vldb,2003
541,structural function inlining technique for structurally recursive xml queries,"jun-ki min , chin-wan chung , chang-won park",vldb,2002
542,offering a precision-performance tradeoff for aggregation queries over replicated data,"jennifer widom , chris olston",vldb,2000
543,tavant system architecture for sell-side channel management,"subbu n. subramanian , srinivasa narayanan",vldb,2001
544,clustering validity checking methods : part ii,"michalis vazirgiannis , maria halkidi , yannis batistakis",sigmod record,2002
545,reminiscences on influential papers,"theodore johnson , amr el abbadi , richard t. snodgrass , kenneth a. ross",sigmod record,2002
546,efficient evaluation of queries in a mediator for websources,"tolga urhan , laura bright , vladimir zadorozhny , maria-esther vidal , louiqa raschid",sigmod conference,2002
547,d ( k ) - index : an adaptive structural summary for graph-structured data,"chen qun , andrew lim , kian win ong",sigmod conference,2003
548,are quorums an alternative for data replication ?,"bettina kemme , ricardo jiménez-peris , marta patiño-martínez , gustavo alonso",acm trans . database syst .,2003
549,"probabilistic temporal databases , i : algebra","alex dekhtyar , robert ross , v. s. subrahmanian",acm trans . database syst .,2001
550,implementing the spirit of sql-99,paul brown,sigmod conference,1999
551,content integration for e-business,"joseph m. hellerstein , michael stonebraker",sigmod conference,2001
552,designing and mining multi-terabyte astronomy archives : the sloan digital sky survey,"alexander s. szalay , donald r. slutz , ani thakar , jim gray , peter z. kunszt",sigmod conference,2000
553,mining needle in a haystack : classifying rare classes via two-phase rule induction,"ramesh c. agarwal , mahesh v. joshi",sigmod conference,2001
554,sqlem : fast clustering in sql using the em algorithm,"paul cereghini , carlos ordonez",sigmod conference,2000
555,managing business processes via workflow technology,frank leymann,vldb,2001
556,control : continuous output and navigation technology with refinement on-line,"bruce lo , tali roth , ron avnur , joseph m. hellerstein , chris olston , kirk wylie , bhaskaran raman , vijayshankar raman",sigmod conference,1998
557,a metadatabase system for semantic image search by a mathematical model of meaning,"yasushi kiyoki , takanari hayama , takashi kitagawa",sigmod record,1994
558,dlfm : a transactional resource manager,"hui-i hsiao , inderpal narang",sigmod conference,2000
559,hypertext databases and data mining,soumen chakrabarti,sigmod conference,1999
560,dynamic service matchmaking among agents in open information environments,"matthias klusch , katia p. sycara , seth widoff , jianguo lu",sigmod record,1999
561,open issues in parallel query optimization,"waqar hasan , patrick valduriez , daniela florescu",sigmod record,1996
562,database issues in telecommunications network management,ilsoo ahn,sigmod conference,1994
563,mapinfo spatialware : a spatial information server for rdbms,chebel mina,vldb,1998
564,efficient and cost-effective techniques for browsing and indexing large video databases,"kien a. hua , jung-hwan oh",sigmod conference,2000
565,the generalized pre-grouping transformation : aggregate-query optimization in the presence of dependencies,"timos k. sellis , aris tsois",vldb,2003
566,mineset ( tm ) : a system for high-end data mining and visualization,?,vldb,1996
567,krdb ' 98 : the 5th international workshop on knowledge representation meets databases,"alexander borgida , martin staudt , vinay k. chaudhri",sigmod record,1998
568,the drill down benchmark,"peter a. boncz , tim rühl , fred kwakkel",vldb,1998
569,"fast , randomized join-order selection - why use transformations ?","arjan pellenkoft , césar a. galindo-legaria , martin l. kersten",vldb,1994
570,expressing business rules,ronald g. ross,sigmod conference,2000
571,fast joins using join indices,"kenneth a. ross , zhe li",vldb j.,1999
572,discovering all most specific sentences,"sanjeev saluja , hannu toivonen , roni khardon , heikki mannila , ram sewak sharm , dimitrios gunopulos",acm trans . database syst .,2003
573,adaptive multi-stage distance join processing,"sukho lee , bongki moon , hyoseop shin",sigmod conference,2000
574,falcon : feedback adaptive loop for content-based retrieval,"christos faloutsos , leejay wu , katia p. sycara , terry r. payne",vldb,2000
575,the fittest survives : an adaptive approach to query optimization,"kian-lee tan , son dao , hongjun lu",vldb,1995
576,building database-driven electronic catalogs,sherif danish,sigmod record,1998
577,content-based image indexing,tzi-cker chiueh,vldb,1994
578,towards self-tuning data placement in parallel database systems,"mong-li lee , beng chin ooi , anirban mondal , kian-lee tan , masaru kitsuregawa",sigmod conference,2000
579,efficient optimistic concurrency control using loosely synchronized clocks,"barbara liskov , atul adya , robert gruber , umesh maheshwari",sigmod conference,1995
580,rondo : a programming platform for generic model management,"philip a. bernstein , erhard rahm , sergey melnik",sigmod conference,2003
581,optimization techniques for queries with expensive methods,joseph m. hellerstein,acm trans . database syst .,1998
582,eliminating costly redundant computations from sql trigger executions,"françois llirbat , françoise fabret , eric simon",sigmod conference,1997
583,the need for distributed asynchronous transactions,"lyman do , prabhu ram , pamela drew",sigmod conference,1999
584,cache portal : technology for accelerating database-driven e-commerce web sites,"yusuf akca , cemal yilmaz , k. selçuk candan , wen-syan li , wei-kuang waine huang , qiong luo , divyakant agrawal , wang-pin hsiung , oliver po",vldb,2001
585,mv3r-tree : a spatio-temporal access method for timestamp and interval queries,"dimitris papadias , yufei tao",vldb,2001
586,"o-o , what 's happening to db2 ?","richard swagerman , nelson mendonça mattos , michael j. carey , srinivasa narayanan , bennet vance , doug doole , serge rielau , donald d. chamberlin",sigmod conference,1999
587,comparing hybrid peer-to-peer systems,"beverly yang , hector garcia-molina",vldb,2001
588,datasplash,"vuk ercegovac , allison woodruff , michael stonebraker , mark lin , mybrid spalding , alexander aiken , chris olston , michael chu",sigmod conference,1998
589,a case for dynamic view management,"nick roussopoulos , yannis kotidis",acm trans . database syst .,2001
590,a workflow-based electronic marketplace on the web,"ibrahim cingil , nazife dimililer , nesime tatbul , ilker durusoy , asuman dogac , pinar koksal , sena nural arpinar",sigmod record,1998
591,learning to match ontologies on the semantic web,"jayant madhavan , robin dhamankar , alon y. halevy , pedro domingos , anhai doan",vldb j.,2003
592,ansi sql hierarchical processing can fully integrate native xml,michael m. david,sigmod record,2003
593,the adabas buffer pool manager,harald schöning,vldb,1998
594,gigascope : high performance network monitoring with an sql interface,"yuan gao , theodore johnson , charles d. cranor , vladislav shkapenyuk , oliver spatscheck",sigmod conference,2002
595,the merge/purge problem for large databases,"salvatore j. stolfo , mauricio a. hernández",sigmod conference,1995
596,query processing in spatial network databases,"nikos mamoulis , jun zhang , dimitris papadias , yufei tao",vldb,2003
597,a nanotechnology-based approach to data storage,"b. gotsmann , a. dholakia , g. cherubini , walter häberle , h. pozidis , michel despont , richard stutz , p. bächtold , c. hagleitner , t. r. albrecht , hugo e. rothuizen , gerd k. binnig , d. jubin , a. pantazi , m. a. lantz , e. eleftheriou , urs dürig , t. loeliger , peter vettiger , d. wiesmann , ute drechsler",vldb,2003
598,fast high-dimensional data search in incomplete databases,"kian-lee tan , cheng hian goh , beng chin ooi",vldb,1998
599,a template model for multidimensional inter-transactional association rules,"jeffrey xu yu , hongjun lu , ling feng , jiawei han",vldb j.,2002
600,boat-optimistic decision tree construction,"wei-yin loh , raghu ramakrishnan , venkatesh ganti , johannes gehrke",sigmod conference,1999
601,continuously adaptive continuous queries over streams,"samuel madden , mehul a. shah , vijayshankar raman , joseph m. hellerstein",sigmod conference,2002
602,diluting acid,"peter thanisch , colin stirling , tim kempster",sigmod record,1999
603,applying database visualization to the world wide web,"alberto o. mendelzon , dimitra vista , masum z. hasan",sigmod record,1996
604,safely and efficiently updating references during on-line reorganization,"betty salzberg , chendong zou",vldb,1998
605,an efficient method for checking object-oriented database schema correctness,"michele missikoff , anna formica , hans dietmar gröger",acm trans . database syst .,1998
606,reordering query execution in tertiary memory databases,"michael stonebraker , sunita sarawagi",vldb,1996
607,how system 11 sql server became fast,t. k. rengarajan,vldb,1996
608,moving up the food chain : supporting e-commerce applications on databases,anant jhingran,sigmod record,2000
609,apex : an adaptive path index for xml data,"chin-wan chung , kyuseok shim , jun-ki min",sigmod conference,2002
610,index configuration in object-oriented databases,elisa bertino,vldb j.,1994
611,continuous nearest neighbor search,"dimitris papadias , yufei tao , qiongmao shen",vldb,2002
612,chair 's message,m. tamer özsu,sigmod record,2002
613,towards a richer web object model,frank manola,sigmod record,1998
614,homer : a model-based case tool for data-intensive web sites,"paolo atzeni , paolo merialdo , marco pecorone , marco magnante , giansalvatore mecca",sigmod conference,2000
615,performance of data-parallel spatial operations,"hanan samet , erik g. hoel",vldb,1994
616,managing large systems with db2 udb,chris eaton,sigmod conference,1998
617,dbcache : middle-tier database caching for highly scalable e-business architectures,"c. mohan , sailesh krishnamurthy , mehmet altinel , christof bornhövd , hamid pirahesh , berthold reinwald",sigmod conference,2003
618,"information translation , mediation , and mosaic-based browsing in the tsimmis system","yannis papakonstantinou , joachim hammer , jennifer widom , jeffrey d. ullman , hector garcia-molina , kelly ireland",sigmod conference,1995
619,reminiscences on influential papers,"jun rao , kenneth a. ross , johannes gehrke",sigmod record,2003
620,"review of the data warehouse toolkit : the complete guide to dimensional modeling ( 2nd edition ) by ralph kimball , margy ross . john wiley & sons , inc. 2002",alexander a. anisimov,sigmod record,2003
621,adaptive precision setting for cached approximate values,"boon thau loo , jennifer widom , chris olston",sigmod conference,2001
622,extracting schema from semistructured data,"serge abiteboul , rajeev motwani , svetlozar nestorov",sigmod conference,1998
623,maximizing the output rate of multi-way join queries over streaming information sources,"josef burger , jeffrey f. naughton , stratis viglas",vldb,2003
624,fibonacci : a programming language for object databases,"antonio albano , renzo orsini , giorgio ghelli",vldb j.,1995
625,a theory of redo recovery,"mark r. tuttle , david b. lomet",sigmod conference,2003
626,an empirical performance study of the ingres search accelerator for a large property management database system,"john g. hughes , david a. bell , sarabjot s. anand",vldb,1994
627,distance-based indexing for high-dimensional metric spaces,"z. meral özsoyoglu , tolga bozkaya",sigmod conference,1997
628,provision of market services for eco compliant electronic market places,"sena nural arpinar , asuman dogac",sigmod record,2000
629,disseminating updates on broadcast disks,"swarup acharya , stanley b. zdonik , michael j. franklin",vldb,1996
630,"watermarking relational data : framework , algorithms and analysis","peter j. haas , rakesh agrawal , jerry kiernan",vldb j.,2003
631,"title , foreword , preface to the special issue on spatial database systems , index vol . 3",?,vldb j.,1994
632,research in database engineering at the university of namur,jean-luc hainaut,sigmod record,2003
633,maintaining database consistency in presence of value dependencies in multidatabase systems,"michèle cart , claire morpain , jean-françois pons , jean ferrié",sigmod conference,1996
634,integrating and customizing heterogeneous e-commerce applications,"anat eyal , tova milo",vldb j.,2001
635,a semantic modeling approach for image retrieval by content,"ricky k. taira , ion tim ieong , wesley w. chu",vldb j.,1994
636,guest editorial,"yannis e. ioannidis , raghu ramakrishnan , philip a. bernstein",vldb j.,2003
637,electronic market : the roadmap for university libraries and members to survive in the information jungle,"peter c. lockemann , bethina schmitt , michael christoffel , sebastian pulkowski",sigmod record,1998
638,altruistic locking,"jeannie shands , kenneth salem , hector garcia-molina",acm trans . database syst .,1994
639,query processing in tertiary memory databases,sunita sarawagi,vldb,1995
640,component-based e-commerce : assesment of current practices and future directions,"martin bichler , arie segev , j. leon zhao",sigmod record,1998
641,"pattern matching and pattern discovery in scientific , program , and document databases","kaizhong zhang , dennis shasha , jason tsong-li wang",sigmod conference,1995
642,building scalable internet applications with oracle8i server,"olga peschansky , josé alberto fernández , julie basu",vldb,2000
643,the montage extensible datablade achitecture,michael ubell,sigmod conference,1994
644,quorum consensus in nested transaction systems,"kenneth j. goldman , nancy a. lynch",acm trans . database syst .,1994
645,model and verification of a data manager based on aries,dean kuo,acm trans . database syst .,1996
646,spatial queries in dynamic environments,"yufei tao , dimitris papadias",acm trans . database syst .,2003
647,learning response time for websources using query feedback and application in query optimization,"jean-robert gruser , vladimir zadorozhny , louiqa raschid , tao zhan",vldb j.,2000
648,virtual database technology,"venky harinarayan , ashish gupta , anand rajaraman",sigmod record,1997
649,time management for new faculty,"anastassia ailamaki , johannes gehrke",sigmod record,2003
650,much ado about shared-nothing,"michael g. norman , peter thanisch , thomas zurek",sigmod record,1996
651,query optimization at the crossroads ( panel ),surajit chaudhuri,sigmod conference,1997
652,strudel : a web-site management system,"alon y. levy , mary f. fernandez , jaewoo kang , daniela florescu , dan suciu",sigmod conference,1997
653,chair 's message,m. tamer özsu,sigmod record,2003
654,on supporting containment queries in relational database management systems,"guy m. lohman , david j. dewitt , qiong luo , jeffrey f. naughton , chun zhang",sigmod conference,2001
655,the p operator : discovering and ranking associations on the semantic web,"kemafor anyanwu , amit p. sheth",sigmod record,2002
656,repositories and object oriented databases,philip a. bernstein,sigmod record,1998
657,editor 's notes,ling liu,sigmod record,2002
658,gte superpages : using ir techniques for searching complex objects,"steven d. whitehead , himanshu sinha , michael murphy",vldb,1997
