id,title,authors,venue,year
3172,interaction-induced light scattering as a source of information on properties and interactions of,"n meinander , gc tabisz , sm el-sheikh","oulu univ , proceedings of the 25 th annual conference of the & hellip ; ,",1991.0
3173,a problem-oriented inferential database system,el lozinskii,"acm transactions on database systems ,",1986.0
3174,transactions and integrity constraints,"s abiteboul , v vianu","proceedings of the fourth acm sigact-sigmod symposium on & hellip ; ,",1985.0
3175,a vision of management of complex models,"pa bernstein , r pottinger","sigmod record ,",2000.0
3176,discovery of multiple-level association from large database,"j han , y fu","proceedings of 1995 international conference on very large & hellip ; ,",
3177,"eden : an engine for definitive notation-design , implementation and evaluation",yey wai,"msc thesis , department of computer science , university of",
3178,removing permissions in the flexible authorization framework,"d wijesekera , s jajodia , f parisi-presicce , a","acm transactions on database systems ,",2003.0
3179,multimedia data base management : applications and a position paper,s christodoulakis,"proc . of the acm sigmod conf ,",
3180,"integrating temporal , real-time , and active databases","k ramamritham , r sivasankaran , ja stankovic , dt","sigmod record ,",1996.0
3181,a query language and optimization techniques for unstructured dataâ '' in sigmod,"p buneman , s davidson , g hillebrand , d suciu","san diego ,",
3182,interview with authors,b landing,"san diego ,",
3183,an approach to object sharing in distributed datbase systems,"p lyngbaek , d mcleod","vldb ,",1983.0
3184,rainforest-a framework for fast decision tree construction of,l datasets,,
3185,qc-trees : an effective summary structure for semantic olap,"lvs lakshmanan , j pei , y zhao","proceedings of the 2003 acm sigmod international conference & hellip ; ,",
3186,db2 query parallelâ ?? ism : staging and implement at ion,y wang,,
3187,temporal management of rfid data,"f wang , p liu","proceedings of the 31st international conference on very & hellip ; ,",2005.0
3188,"safely and efficiently update references during on-line reorganization , vldb '98","c zou , b salzberg","proceedings of 24th international conference on very large & hellip ; ,",
3189,workflow management with service quality guarantees,m gillmann,,
3190,concurrency control for distributed real-time databases,"lsr rajkumar , jp lehoczky",acm sigmod record ( mar. .,
3191,microsoft site server ( commerce edition ),b ojjeh,,
3192,uk team surveys web-based visualization,"k brodlie , s lovegrove , j wood","proceedings of acm siggraph 2000 ,",
3193,report on the 1995 international workshop on temporal databases,"a segev , cs jensen , rt snodgrass","sigmod record ,",1995.0
3194,source acm transactions on database systems ( tods ) archive,g wiederhold,"acm transactions on database systems ( tods ) ,",1990.0
3195,incremental distance join algorithms for spatial databases,grhh samet,proc . of the acm sigmod,
3196,self-similarity in the web,"d stephen , k ravi , m kevin , r sridhar , d sivakumar","proc . vldbâ ?? 01 ,",
3197,needha chair 's message,m hagler,"ieee edsoc/asee ee div . '' newsletter '' , spring",
3198,electronic commerce technologies,w kou,,2001.0
3199,"dataguides : enabling query formulation and optimization in semistructured databases , r. goldman , j.",r goldman,vldb,
3200,andg . hd suciu . aquerylanguageandoptimizationtechniques forunstructured data,"p buneman , s davidson","proceedings of acm sigmod conference ,",
3201,guest editors ' introduction : special section on mining and searching the web,"b liu , s chakrabarti","ieee transactions on knowledge and data engineering ,",2004.0
3202,graphdb : a data model and query language for graphs in databases,rh gã 1/4 ting,,
3203,mining sequential patterns by pattern-growth : the prefixspan approach,"b mortazavi-asl , j wang , h pinto , q chen","ieee transactions on knowledge and data engineering ,",2004.0
3204,a hypertext system for cad applications,"nm delisle , md schwartz","proceedings of the international conference on management of & hellip ; ,",
3205,ontology-driven geographic information systems,"ft fonseca , mj egenhofer",,
3206,a connectionist approach to continuous speech recognition,jp martens,procs forwiss/crim esprit,
3207,management for distributed computing environment-based applications,n winton,"bt technology journal ,",1997.0
3208,the araneus web-base management system,"p atzeni , g mecca , p merialdo , a masci , g sindoni","proc . int . conf . sigmod ,",
3209,user-adaptive exploration of multidimensional data,s sarawagi,"vldb ,",2000.0
3210,sharing and first class functions in object-oriented languages,ta budd,submitted for,
3211,transgenic cotton present and future,gm jividen,"proceedings of the 23rd international cotton conference ,",
3212,spatial joins using r-trees : breadth-first traversal with global optimizations,"yw huang , n jing , ea rundensteiner","vldb ,",1997.0
3213,querying object-orienteddatabases,"wk michaelkifer , y sagiv","proc . of acm sigmod ,",
3214,"wong . m , â ?? mining fuzzy association rules in databases , â ??","c kuok , a fu","sigmod record-quarterly publication of thespecial interest & hellip ; ,",
3215,an introduction to differential flatness of mechanical systems,"r murray , m rathinam , m van nieuwstadt","proceedings of ecole dâ ?? et ! ee , th ! eeorie et practique des & hellip ; ,",
3216,mining fuzzy implication-based association rules in quantitative databases [ a ],"gq chen , p yan , ee kerre","proceedings of flins2002belgium : world scientific ,",
3217,automatic subspaceclusteringof high dimensionaldatafor data mining applications,"r agrawal , j gehrke , d gunopulos , p raghavan",,
3218,a language for interoperability in relational mulitdatabase systems,"s lakshaman , s subramanian",,1996.0
3219,supporting full-text information retrieval,"ew brown , jp callan , wb croft , jeb moss",,
3220,model-driven systems development and integration environment,"m azmoodeh , n georgalas , s fisher","bt technology journal ,",2005.0
3221,definition and evaluation of access rules in data management systems,"eb fernandez , rc summers , t lang","vldb ,",
3222,context-based prefetch for implementing objects on relations,"pa bernstein , s pal , d shutt","vldb ,",1999.0
3223,hdeye : visual mining of highdimensional data ( demo ),"a hinneburg , da keim , m wawryniuk",,2002.0
3224,monitoring streamsâ ?? a new class of data management applications,"b babcock , s babu , r motwani , m datar",sigmod,
3225,spatial query processing in an object-oriented system,j orenstein,"proc . acm sigmod/nt/conf . on the management of data , may ,",
3226,optimizing etl processes in data warehouses,"a simitsis , p vassiliadis , t sellis","proc . of the 21st intâ ?? l conf . on data engineering ( icde ) ,",2005.0
3227,the â ?? superâ ?? project,"m andersson , am auddino , y dupont , e fontana , m","proceedings of the 1993 acm sigmod international conference & hellip ; ,",1993.0
3228,computing iceberg queries e ciently,"m fang , n shivakumar , h garcia-molina , r motwani ,",,
3229,designing and mining multi-terabyte astronomy archives : the digital sky survey,a szalayâ ? ¦,"proceedings of acm sigmod ,",
3230,real-time communication in cim systems using fddi,"p werahera , a jayasumana",as international conference on technical,
3231,data mining,"p adriaans , d zantinge",,1997.0
3232,gene expression data analysis,"eb analysis , r sites",,
3233,editorial ( s ),"h roberts , d bell","information and software technology ,",1999.0
3234,supporting incremental join queries on ranked inputs,"a natsev , yc chang , jr smith , cs li , js vitter","vldb ,",2001.0
3235,semantic brokering over dynamic heterogeneous data sources in infosleuth,"m nodine , w bohrer , ahh ngu",,
3236,multidimensional paging for efficient data base querying,th mzrrett,"proc . int . conf . data base management systems ( icmod 78 ) , & hellip ; ,",
3237,intra-query parallelism for multidimensional array data,"k hahn , b reiner",,
3238,"a verifier for interactive , data-driven web applications","a deutsch , m marcus , l sui , v vianu , d zhou","proceedings of the 2005 acm sigmod international conference & hellip ; ,",2005.0
3239,a dependability benchmark for oltp application environments,"m vieira , h madeira","proceedings of the international conference on very large & hellip ; ,",2003.0
3240,anipqo : almost non-intrusive parametric query optimization for nonlinear cost functions,"a hulgeri , s sudarshan","proceedings of the international conference on very large & hellip ; ,",2003.0
3241,spirit : a resource database for mobile users,"n adly , p steggles , a harter","proceedings of acm chiâ ?? 97 workshop on ubiquitous computing & hellip ; ,",1997.0
3242,efficient transparent application recovery in client-server information systems ( best paper award ) .,"d lomet , g weikum","acm press , new",
3243,distributing a search tree among a growing number of processors,"b kroell , p widmayer","sigmod conference ,",1994.0
3244,a conceptual model of groupware,"c ellis , j wainer","proceedings of the 1994 acm conference on computer supported & hellip ; ,",1994.0
3245,speech denoising and dereverberation using probabilistic models : mathematical details,"h attias , jc platt , a acero , l deng","technical report msr-tr-2001-02 , microsoft research , 2001 . http :",
3246,selectivity estimation in extensible databases-a neural network approach,"s lakshmi , s zhou","proceedings of the international conference on very large & hellip ; ,",1998.0
3247,"advances in databases and information systems : second east european symposium , adbis ' 98 , poznan ,",t morzy,,1998.0
3248,d. bailay ( 2002 ) â ?? the n-tier hub technologyâ ??,"r sommer , t gulledge",acm sigmod,
3249,"preservation of digital data with self-validating , self-instantiating knowledge-based archives",", r marciano , r moore",,
3250,parallel database systems in the 1990 's,mj carey,acm computing surveys,
3251,towards a framework for defining internet performance metrics,v paxson,"proceedings of inet ,",1996.0
3252,an extendible hash for multi-precision similarity querying of image databases,"s lin , v oria , r ng","proceedings of the international conference on very large & hellip ; ,",2001.0
3253,dblearn : a system prototype for knowledge discovery in relational databases - group of 7 & raquo ;,"j han , y fu , y huang , y cai , n cercone","proceedings of the 1994 acm sigmod international conference & hellip ; ,",1994.0
3254,workflow management for the virtual enterprise,"k dittrich , d tombros",,
3255,bluetooth based wireless sensor networksâ ?? implementation issues and solutions,s krco,,
3256,surfi ng wavelets on streams,"a gilbert , y kotidis , s muthukrishnan , m strauss",,2001.0
3257,dynamic query evaluation plans,"g graefe , k ward",,
3258,"prototyping dbs3 , a shared memory parallel database system","b bjã ¶ rn , c michel , v patrick","& hellip ; conference on parallel and distributed information systems & hellip ; ,",
3259,guest editor 's introduction : assuring software quality assurance,jm voas,"ieee software ,",2003.0
3260,the database language gem,c zaniolo,"proceedings of the 1983 acm sigmod international conference & hellip ; ,",1983.0
3261,source international conference on management of data archive,"a tiwary , m franklin","proceedings of the 1998 acm sigmod international conference & hellip ; ,",1998.0
3262,quality-driven integration of heterogeneous information sources,"f naumann , u leser , jc freytag","proceedings of the 25th vldb , edinburgh , scotland ,",
3263,boogiepl : a typed procedural language for checking object-oriented programs,"r deline , krm leino",,
3264,"bindexing the positions of continuously moving objects , ^ in proceedings of the acm international","s saltenis , cs jensen , st leutenegger , ma lopez",,2000.0
3265,power efficient data gathering and aggregation in wireless sensor networks,"h tan , i korpeoglu","sigmod record ,",2003.0
3266,operator scheduling in a data stream manager,"d carney , u cetintemel , a rasin , s zdonik , m","vldb ,",2003.0
3267,mapinfo spatialwareâ ® a spatial information server for rdbms,m chebel,"proceedings of the 24 thvldb conference , new york , usa ,",
3268,dewitt . shoring up persistent applications,mj carey,proc . of the acm sigmod intâ ?? l conference on management of,
3269,continuous queries over data streams,"s balu , j widom",,
3270,supporting periodic authorizations and temporal reasoning in database access control,"e bertino , c bettini , e ferrari , p samarati","proceedings of the international conference on very large & hellip ; ,",1996.0
3271,tracing the lineage of view data in a warehousing environment,"y cui , j widom , jl wiener","acm transactions on database systems ,",2000.0
3272,knowledge based information integration systems,"nw paton , ca goble , s bechhofer","information & software technology ,",2000.0
3273,optimization for physical independence in information integration components,"a deutsch , l popa , v tannen","proceedings of the international conference on very large & hellip ; ,",
3274,efficient algorithms for discovering association rules,"h mannila , h toivonen",,
3275,meta-data version and configuration management in multi-vendor environments,jr friedrich,"proceedings of the 2005 acm sigmod international conference & hellip ; ,",2005.0
3276,"sj gibbs . concurrency , control in groupware systems",ca ellis,"proc . of the acm sigmod ,",
3277,koda - the architecture and interface of a data model independent kernel,"g arun , a joshi","proceedings of the international conference on very large & hellip ; ,",1998.0
3278,business models for electronic markets,p timmers,,
3279,widomj ( 2003 ) adaptivefiltersforcontinuous queries over distributed data streams,jj olstonc,proceedings of acm sigmod,
3280,research issues in spatial databases,"o gihtther , a buchmstnn","sigmod record ,",
3281,an analysis of object storage architecture [ j ],k sakar,"ieee computer ,",
3282,energy-efficient indexing for wireless broadcast data,"yd chung , mh kim",,
3283,o : a functional execution model for object query languages,"g gardarin , f machuca , p pucheral",proceedings of the 1995 acm sigmod international conference,
3284,sleepers and workaholics : caching strategies in mobile environments,"d barbarã ¡ , t imielinski","proc . acm sigmod intâ ?? l conf . management of data ,",1994.0
3285,geominer : a system prototype for spatial mining,"k koperski , j han","proceedings acm-sigmod , arizona ,",
3286,iso working draft sql multimedia and application packages ( sql/mm ) - parts 1â ± 8,m ashworth,"documents x3h2-96-295 to ,",
3287,xeve : an esterel verification environment,a bouali,"lecture notes in computer science ,",1998.0
3288,linear road : a benchmark for stream data management systems,"a arasu , m cherniack , e galvez , d maier , a maskey ,",vldb,
3289,cure : an efficient clustering algorithm for large data databases,"s guha , r rastogi , k shim","proc . of the acm sigmod ,",
3290,"t. r uhl , and f. kwakkel . the drill down benchmark",pa boncz,procedings of the international conference on very large,
3291,"n. , h. , and raschid , l. ( 1997a ) . the distributed information search component ( disco ) and the world","a tomasic , r amouroux , p bonnet , o kapitskaia",sigmod,
3292,foreword,ee garcia,,
3293,distributed logging for transaction processing,"ds daniels , az spector , ds thompson","acm sigmod record ,",1987.0
3294,implementation aspects of an object-oriented dbms,"a dogac , m altinel , c ozkan , i durusoy","sigmod record ,",1995.0
3295,fast subsequence matching in time-series datebase . sigmod,"c faloutsos , m ranganthan , y manolopoulos","proc . of annual conference , minneapolis ,",
3296,one-pass wavelet synopses for maximum-error metrics,"p karras , n mamoulis","proceedings of the 31st international conference on very & hellip ; ,",2005.0
3297,safe query languages for constraint databases,pz revesz,"acm transactions on database systems ,",1998.0
3298,"the evolution of the web and implications for an incremental crawler . september , 2000","j cho , h garcia-molina",26th intl. conf . on very large,
3299,equi-depth histograms for estimating selectivity factors for multi-dimensional queries,mmdj dewitt,proceedings of the acm sigmod international conference on,
3300,distributed localization in wireless sensor networks : a quantitative comparison,"k langendoen , n reijers","computer networks ,",2003.0
3301,production rules for incremental view maintenance,"s ceri , j widom","proceedings of the international conference on very large & hellip ; ,",
3302,an ontological analysis of the relationship construct in conceptual modeling,"y wand , vc storey , r weber","acm transactions on database systems ,",1999.0
3303,an object-oriented deductive language with methods and method inheritance,"y lou , zm ozsoyoglu",proceedings of the acm sigmod intl. conf . on management of,
3304,semantic-model support for geographic information systems,"s ram , j park",,
3305,reasoning about spatial relationships in picture retrieval systems,"ap sistla , ct yu , r haddad","vldb ,",1994.0
3306,optimizing disjunctive queries with expensive predicates,"a kernper , g moerkotte , k peithnert , m steinbrunn",,
3307,irs-ii : a framework and infrastructure for semantic web services,"e motta , j domingue , l cabral , m gaspari","lecture notes in computer science ,",2003.0
3308,. and sheila tejada . ariadne : a system for constructing mediators for internet sources ( system,"jl ambite , n ashish , g barish",proc . of a cm sigmod conf . on management of,
3309,a raster approximation for processing of polyline joins,"g zimbrã # o , jm de souza , rs monteiro , lg azevedo",,
3310,the complexity of logic-based abduction,"t eiter , g gottlob","lecture notes in computer science ,",1993.0
3311,data-drivien understanding and refinement of schema mappings,"l yan , rj miller , l haas , r fagin","submitted for publication ,",
3312,information required for integrated coastal zone management,"jp doody , cf pamplin , c gilbert , l bridge","& hellip ; f. european union demonstration programme on integrated & hellip ; ,",
3313,converting relational database into xml document,"j fong , f pang , c bloor",,
3314,an introduction to radiation chemistry,"jwt spinks , rj woods",,1976.0
3315,managing financial time series data : object-relational and object database systems,"l molesky , m caruso",tutorial vldb,
3316,data mining : concepts and techniques,"j han , m kamber","sigmod record ,",2002.0
3317,software configuration management in an object oriented database,"m jordan , ml van de vanter",,
3318,ptool : a scalable persistent object manager,"rl grossman , x qin","proceedings of the 1994 acm sigmod international conference & hellip ; ,",1994.0
3319,optimality theory of databases,"d kung , c papadimitriou","proceedings of acm-sigmod 1981 international conference on & hellip ; ,",
3320,foreword,j remane,,
3321,author index with titles,"gg barnafoldi , g papp , p levai , g fai , ls barnby ,","j. phys . g : nucl . part . phys ,",2004.0
3322,ontologies : a silver bullet for knowledge management and electronic commerce,b contents,"sigmod record ,",2002.0
3323,the râ ?? - tree : an efficient androbust access methodfor points and rectangles,"n beckmann , hp kriegel , r schneider , b seeger",proc . acm sigmod,
3324,effective memory use in a media server ( extended version ),"e chang , h garcia-molina",,1996.0
3325,theoretical and practical tools for data base design,jl hainaut,"vldb ,",1981.0
3326,metu object-oriented database system,a dogacâ ? ¦,"demo description , in the proc . acm sigmod intl. conf . on & hellip ; ,",
3327,molecule-oriented programming in java,ja bergstra,"information & software technology ,",2002.0
3328,crawling the hidden web .,"h garcia-molina , s raghavan","27th international conference on very large data bases ,",
3329,a mobile computer interface for heterogeneous databases,"r alonso , em haber , hf korth","research issues in data engineering , 1993 : interoperability & hellip ; ,",1993.0
3330,segmentation of an image sequence using multi-dimensional image attributes,e chalom,,
3331,"aquery : query language for ordered data , optimization techniques , and experiments","a lerner , d shasha","proceedings of the international conference on very large & hellip ; ,",2003.0
3332,cost estimation of user-defined methods in object-relational database systems,"b jihad , o kinji",sigmod record,
3333,query by image content : the qbic system,"m flickner , h sawhney , w niblack , j ashley , q","ieee computer ,",
3334,a genetic algorithm for fragment allocation in a distributed database system,"a corcoran , j hale","proc . 1994 acm symp . applied computing ,",1994.0
3335,schemasql-a language for interoperability in relational multi-database systems,"f sadri , in subramanian , lvs lakshmanan",,1996.0
3336,semantic similarities between objects in multiple databases,"v kashyap , a sheth",,
3337,toward an effective calculus for object query processing,"lf fm , d maier",proc . acm sigmod conf . on management of,
3338,databases on the web : technologies for federation architectures and case studies,r kramer,,
3339,pull for broadcast data,"s acharya , m franklin , s zdonik , b push","proc . acm sigmod conf. , tucson , az , may ,",
3340,webfilter : a high-throughput xml-based publish and subscribe system,"f fabret , h jacobsen , f llirbat , j pereira , d","vldb , rome , italy ,",
3341,"adaptable pointer swizzling strategies in object bases : design , realization , and quantitative","a kemper , d kossmann","the vldb journal the international journal on very large & hellip ; ,",1995.0
3342,on answering queries in the presence of limited access patterns,"c li , e chang",,
3343,efficient management of inconsistent databases,"a fuxman , e fazli , rj miller","acm sigmod international conference on management of data ,",
3344,logical concurrency control for large objects in a multidatabase system,gk attaluri,,
3345,sedna : a native xml dbms,"m grinev , a fomichev , s kuznetsov",,
3346,storing semistructured data with stored,"ad dfs , m fernandez , d suciu","proc . of acm sigmod conf . on management of data , & hellip ; ,",
3347,querying large text databases for efficient information extraction,"e agichtein , l gravano",,
3348,the context interchange network prototype,am daruwala,,
3349,ethics and hr : standards in practice,"g edwards , k bennett","personnel administrator ,",
3350,the ansa project and standards,aj herbert,"acm press frontier series ,",1990.0
3351,hytime : evaluation and implementation experience,j buford,"proceedings of acm hypertext ,",
3352,query by image and video content : theqbicsystem,"m flickner , h sawhney , w niblack , j ashley , q","ieee computer ,",
3353,the impact of database selection on distributed searching,"al powell , jc french , j callan , m connell , cl","proceedings of the 23rd annual international acm sigir & hellip ; ,",2000.0
3354,hilbert r-tree : an improved r-tree using fractals,ikc faloutsos,"proceedings international conference on very large data & hellip ; ,",1994.0
3355,duplicate detection in information dissemination,"t yan , h garcia-molina","proceedings of very large databases ( vldbâ ?? 95 ) conference , & hellip ; ,",
3356,improving performance with bulk-inserts in oracle r-trees,"n an , s ravada","vldb ,",2003.0
3357,"schwarz p. donâ ?? t scrap it , wrap it ! a wrapper architecture for legacy data sources",m tork roth,vldb [ vld97 ],
3358,system r : relational approach to database management,"kp eswaran , jn gray , pp griffiths , wf king , ra","acm transactions on database systems ,",1976.0
3359,xperanto : middleware for publishing object-relational data as xml documents,"mj carey , j kiernan , j shanmugasundaram , ej","vldb ,",2000.0
3360,elmagarmid ahmed k. . business-to-business interactions : issues and enabling technologies,"m brahim , b boualem , b athman , na hh","the vldb journal ,",
3361,"a. tomasic , â ?? gloss : text-source discovery over the internetâ ??","l gravano , h garcia-molina","acm transactions on database systems ,",
3362,object-oriented geographic information system shell,s roberts,"information and software technology ,",1993.0
3363,an end user friendly interface for databases,i kamenyâ ? ¦,"proceedings vldb ,",
3364,"ds , and m. tan . semantic data caching and replacement","s dar , mj franklin , bt jonsson",& hellip ; conference on very large data bases,
3365,content-based image retrieval based on a fuzzy approach,"r krishnapuram , s medasani , sh jung , ys choi , r","ieee transactions on knowledge and data engineering ,",2004.0
3366,diamond in the rough : finding hierarchical heavy hitters in multi-dimensional data,"g cormode , f korn , s muthukrishnan , d srivastava","proc . acm sigmod ,",2004.0
3367,nearest-neighbor search in medical image databases,"f korn , n sidiropoulos , c faloutsos , e siegel , z","proc . conf . very large data bases ( vldb ) ,",
3368,context interchange mediator prototype,"c brannon , s bressan , ch goh , k fynn , m jakobisiak","sigmod rec ,",1997.0
3369,data manager for evolvable real-time command and control systems,"e hughes , r ginis , b thuraisingham , p krupp , j","proceedings of the international conference on very large & hellip ; ,",1997.0
3370,efficient polygon amalgamation methods for spatial olap and spatial data mining,"x zhou , d truffet , j han",,
3371,virtual document generation from multimedia repositories,"if cruz , wt lucas","proc . 5th acm int . multimedia conf ,",
3372,eager aggregation and lazy aggregation,"pa larson , wp yan",,
3373,ethics in practice,"e perloff , jk perloff","new directions for program evaluation ,",1980.0
3374,simon : a grammar-based transformation system for structured documents,"a feng , t wakayama",,
3375,integrating mining with relational database systems : alternativesandimplications,"s sarawagi , s thomas , r agrawal","inacm sigmod international conference on management of data & hellip ; ,",
3376,evolutionary algorithm performance profiles on the adaptive distributed database management problem,mj oates,"bt technology journal ,",2000.0
3377,1996 . deeds | towards a distributed active and real-time database system,"sf andler , j hanson , j eriksson , j mellin , m",acm sigmod,
3378,storage estimation of multidimensional aggregates in a data warehouse environment,"b shah , k ramachandran , v raghavan",,
3379,the qbic systemâ ??,v content,"ieee computer ,",
3380,implementation techniques for main memory database systems,"djdwrh katz , f olken , ld shapiro , mr stonebraker ,",mt. proc . of acm,
3381,adept : an agent-based approach to business process management,"poâ ?? brien , m wiegand","bt technology journal ,",
3382,report on the acm fourth international workshop on data warehousing and olap ( dolap 2001 ),j hammer,"sigmod record ,",2002.0
3383,answering complex sql queries using automatic summary tables,"m zaharioudakis , r cochrane , g lapis , h pirahesh ,","proceedings of the 2000 acm sigmod international conference & hellip ; ,",2000.0
3384,"hasanw. , krishnamurthy r. query optimization for parallel execution",s ganguly,proc . of the acm sigmod conf . on management of,
3385,querying the le,"s abiteboul , s cluet , t milo","proceedings of the vldb conference ,",
3386,e cient similarity search and classi cation via rank aggregation,"r fagin , r kumar , d sivakumar","proceedings of the acm sigmod conference on management of & hellip ; ,",
3387,comparing hierarchical data in external memory,ss chawathe,"proceedings of the international conference on very large & hellip ; ,",1999.0
3388,obtaining complete answers from incomplete databases,"c collet , m huhns , w shen","ieee computer ,",
3389,data in your face : push technology in perspective,"m franklin , s zdonik",,
3390,record-boundary discovery in web-documents,l moorn,"proc of the 1999 acm sigmod , philadelphia , pennsylvania , usa ,",
3391,independent quantization : an index compression technique for high-dimensional data spaces,"s berchtold , c boehm , hv jagadish , hp kriegel , j",,
3392,materialized view selection for multi-cube data models,"a shukla , p deshpande , jf naughton",,
3393,design metrics in practice,"ba kitchenham , sj linkman","information and software technology ,",1990.0
3394,mining generalized association rules,"r srikant , r agrawal",,1995.0
3395,serfing the web : a comprehensive approach for web site management,"ea rundensteiner , kt claypool , l chen , h su , k","demo session proceedings of sigmodâ ?? 00 ,",
3396,languages for multi-database interoperability,"g frederic , vs lakshmanan laks , n subramaman iyer ,","ptoc . of the acm sigmod , tucson , arizona , may ,",
3397,database management systems,"r ramakrishnan , j gehrke",,2002.0
3398,e-commerce database issues and experience,a rajaraman,,
3399,a case for fractured mirrors,"r ramamurthy , dj dewitt , q su","the vldb journal the international journal on very large & hellip ; ,",2003.0
3400,correctness of isa hierarchies in object-oriented database schemas .,acms anthology,,
3401,exploratory mining and pruning optimizations of constrained association rules [ a ],"ng rt , vs lakshmanan , j han , a pang","proc . of the 1998 aacm-sigmod int &#39; l conf . on management of & hellip ; ,",1998.0
3402,integrating heterogeneous overlapping databases through object-oriented transformations,"v josifovski , t risch","proceedings of the international conference on very large & hellip ; ,",1999.0
3403,stream cube : an architecture for multi-dimensional analysis of data streams,"j han , y chen , g dong , j pei , b wah , j wang , y cai","distributed and parallel databases ,",2005.0
3404,towards automated performance iâ ?? uning for complex workloads,"kp brownt , m mehta , mj careyt , m livny",,
3405,the whips prototype for data warehouse creation and maintenance .,"acms anthology , p edition",,
3406,asnapshot differential refresh algorithm,"b lindsay , l haas , c mohan",proceedings of the acmsigmod international conference on,
3407,mining association rules between sets of items in large databases . 1993,"r agrawal , t imielinski , a swami",proc . acm sigmod international conference on management of,
3408,high-performance sorting on networks of workstations,da patterson,,
3409,design and implementation of intentional names . master 's thesis,e schwartz,,1999.0
3410,r lone on eztendmg the functtons of a relatconal database system,rl haskm,"acm sigmod , orlando ,",
3411,on the complexity of division and set joins in the relational algebra,"d leinders , j van den bussche",,
3412,wimmers edward l. and zzã ¯ t mohamed . querying shapes of histories,"a rakesh , p giuseppe","proceedings of the 21 stvldb conference , zã 1/4 rich , & hellip ; ,",
3413,implementing deductive databases by mixed integer programming,"c bell , a nerode , rt ng , vs subrahmanian","acm transactions on database systems ,",1996.0
3414,on the design of a distributed query processing strategy,"c yu , c chang , m templeton , d brill , e lund","proc . of the acm sigmod conf. , may ,",
3415,materialization : a powerful and ubiquitous abstraction pattern,"a pirotte , e zimã ¡ nyi , d massart , t yakusheva","proceedings of the 20th international conference on very & hellip ; ,",1994.0
3416,data allocation in distributed database systems,pmg apers,acm transactions on database,1988.0
3417,implementing orthogonally persistent java,"a marquez , sm blackburn , g mercer , j zigman",,
3418,key note address,l zadeh,"proceedings of the 2 ndnew zealand international t wo-stream & hellip ; ,",
3419,textdatabases : asurveyoftext models and systems,a loeen,"proceedings of the acm sigmod international conference on & hellip ; ,",
3420,continuous queries over append-only databases,"l liu , c pu , r barga , t zhou","acm sigmod conference ,",
3421,tertiary storage support for large-scale multidimensional array database management systems,"b reiner , k hahn",,
3422,lockx : a system for efficiently querying secure xml .,"sr cho , s amer-yahia , lvs lakshmanan , d srivastava","sigmod conference ,",2003.0
3423,adaptive data broadcasting in hybrid networks,"k stathatos , n roussopoulos , j baras","23rd vws conf. , athens , greece , aug ,",
3424,multimediaminer : a system prototype for multimedia data mining,"or zaiane , j han , zn li , sh chee , j chiang","proc . acm sigmod intl. conf . on management of data ,",1998.0
3425,path queries on compressed xml,pbmgc koch,,2003.0
3426,ozone : integrating structured and semistructured data,"t lahiri , s abiteboul , j widom","lecture notes in computer science ,",2000.0
3427,principles of optimally placing data in tertiary storage libraries,"s christodoulakis , p triantafillou , f zioga","proceedings of the international conference on very large & hellip ; ,",1997.0
3428,data management research at the mitre corporation,"a rosenthal , l seligman , c mccollum , b blaustein ,","sigmod record ,",1995.0
3429,using segmented right-deep trees for the execution of pipelined hash joins,"ms chen , ml lo , ps yu , hc young","proceedings of the international conference on very large & hellip ; ,",1992.0
3430,editor 's notes,nl smith,"new directions for program evaluation ,",1981.0
3431,a distributed multiparty desktop conferencing system,"k watabe , s sakata , k maenoâ ? ¦","proc . acm cscw ,",
3432,jd the theory of joins in relational databases,"av aho , c beam , n ull","acm trans . database syst ,",
3433,"adaptive systems : past , present and future",k narendra,"plenary session procs . acc ,",
3434,the kdb-tree : a search structure for large multidimensional dynamic indexes,jt robinson,,1981.0
3435,partitioned collection of a large object store,"u maheshwari , b liskov",proc . of sigmod international conference on management of,
3436,an algebra for creating and querying multimedia presentations,"s adalä ± , ml sapino , vs subrahmanian","multimedia systems ,",2000.0
3437,a dynamic programming approach to optimal integrated code generation,"c kessler , a bednarski",,
3438,small materialized aggregates : a light weight index structure,g moerkotte,"very large data bases conference ( vldbâ ?? 98 ) ,",
3439,active storage for large-scale data mining and multimedia,"e riedel , g gibson , c faloutsos","vldb ,",1998.0
3440,guidelines for designing information visualization applications,d carr,"proceedings of ecue ,",
3441,relating distributed objects,"be martin , rgg cattell","proceedings of the international conference on very large & hellip ; ,",1994.0
3442,sqlj-part 1 : sql routines using the java programming language .,acms anthology,"sigmod record ,",1999.0
3443,supporting consistent updates in replicated multidatabase systems,"w du , ak elmagarmid , w kim , o bukhres","the vldb journal the international journal on very large & hellip ; ,",1993.0
3444,"probabilistic temporal databases , i : algebra","a dekhtyar , r ross , vs subrahmanian","acm transactions on database systems ,",2001.0
3445,"data modeling of time-based mediaâ '' , the proceedings of the acm-sigmod 1994","s gibbs , c breiteneder , dc tsichritzis",conference on management,
3446,the theory of joins in databases,"av aho , c beeri , jd ullman","acm trans . database syst ,",
3447,redundancy m spatial databases,ja orenstem,"proc acm sigmod intâ ?? l conf on the management of data , & hellip ; ,",
3448,building light-weight wrappers for legacy web data-sources using w4f,"a sahuguet , f azavant","vldb ,",1999.0
